id,country,level1_name,level2_name,level3_name,lat,lon,ma_name,ma_area,ma_status,reserves,reserve_status,username,submissionid,updatedat,startformtimestamp,endformtimestamp,2_affiliation,3_community,5_hh_status,6_gender,8_religion,8_religion_other,9_region_member,9_region_name,10_mpa_important,11a_months_farming,11a_income_farming,11b_months_harvesting,11b_income_harvesting,11c_months_fishing_artisanal,11c_income_fishing_artisanal,11d_months_fishing_industrial,11d_income_fishing_industrial,11e_months_buying_trading,11e_income_buying_trading,11f_months_processing,11f_income_processing,11g_months_aquaculture,11g_income_aquaculture,11h_months_extraction,11h_income_extraction,11i_months_tourism,11i_income_tourism,11j_months_other_wage,11j_income_other_wage,11k_other_source,11k_months_other,11k_income_other,12a_fishing_men,12b_fishing_women,12c_fishing_children,13a_processing_men,13b_processing_women,13c_processing_children,14_responsibilities_other,16_hh_main_fisher,16_hh_other_fisher,17_fishing_low_profit,18_fishing_high_profit,19_current_fish_catch,20a_gear_hand,20b_gear_stationary_net,20c_gear_mobile_net,20d_gear_stationary_line,20e_gear_mobile_line,20f_gear_explosives,20g_gear_other,21_boat_owner_status,22_catch_5yrs,23_job_secure,24a_item_radio_no,24a_item_radio_value,24b_item_tv_no,24b_item_tv_value,24c_item_satellite_no,24c_item_satellite_value,24d_item_phone_no,24d_item_phone_value,24e_item_washing_maching_no,24e_item_washing_machine_value,24f_item_generator_no,24f_item_generator_value,24g_item_fridge_no,24g_item_fridge_value,24h_item_motorboat_no,24h_item_motorboat_value,24i_item_outboard_no,24i_item_outboard_value,24j_item_inboard_no,24j_item_inboard_value,24k_item_sailboat_no,24k_item_sailboat_value,24l_item_bicycle_no,24l_item_bicycle_value,24m_item_motorcycle_no,24m_item_motorcycle_value,24n_item_car_no,24n_item_car_value,24o_item_internet_no,24o_item_internet_value,24p_item_other_no,24p_item_other_specify,24p_item_other_value,25a_financial_bank,25b_financial_micro,25c_financial_ngo,25d_financial_lender,25e_financial_insurance,25f_financial_other,26_fishing_income_save,27a_emergency_personal,27b_emergency_family,27c_emergency_friend,27d_emergency_entrepreneur,27e_emergency_savings_club,27f_emergency_lender,27g_emergency_commercial_ind,27h_emergency_commercial_group,27i_emergency_microfinance_ind,27j_emergency_microfinance_group,27k_emergency_ngo_ind,27l_emergency_ngo_group,27m_emergency_insurance,27n_emergency_other,28_buyer_loans,28_loan_purpose,29_family_income,30_trust_local_decision,30_trust_regional_decision,30_trust_community,30_trust_village_alert,30_trust_religious_leaders,30_trust_ngo,30_trust_fishers_community,30_trust_fishers_other,30_trust_community_neighbors,31_my_community_ability,32_fishery_benefit_equal,33_ma_familiar,34_gear_restrictions,35a_ma_gear_nets,35b_ma_gear_dynamite,35c_ma_gear_hookline,35d_ma_gear_harpoon,35e_ma_gear_trawl,35f_ma_gear_mosquito,35g_ma_gear_poison,35h_ma_gear_gillnet,35i_ma_gear_gamboa,35j_ma_gear_quinia,35k_ma_gear_other,36_fish_size_restriction,37_fish_catch,37_ability_min_size,37_ability_max_size,38_reserve_fishing_allowed,39_ma_boundaries_aware,40_reserve_boundaries_aware,41_ma_fishers_allowed,42a_problem_regulation,42b_problem_restricted_gear,42c_problem_undersize,42d_problem_inside_reserve,42e_problem_unauthorized,43_ma_benefits,43_ma_benefits_opinion,46_represent_interests,47_represent_contributions,49_enforcement_responsible,50_ma_punishment,51a_fishers_gear_not_permitted,51b_fishers_reserves,51c_fishers_ma_area,51d_fishers_violate_fish_size,51e_fishers_caught,52_ma_benefit_5yrs,53_encourage_regulations,54_food_availability,55_worry_food,56_reduce_meal_size_adult,57_reduce_meal_size_frequency,58_reduce_meal_size_child,59_food_procurement,60_hh_fish_consumption,61a_current_regulations,61b_catch_recording,61c_community_participation,61d_strong_enforcement,61e_violations_decrease_profit,61f_rights_distribution_fair,61g_fishing_change_behavior,61h_individual_behavior,61i_help_neighbors,62_reserve_compliance,63_fishing_in_reserve,63_times_fishing_reserve,64_wrong_fishing_reserve,65_no_wrong_fishing_reserve,66_response_fishing_reserve,66_reaction_fishing_reserve,67_reserve_boundry,68_fish_eaten,68_fish_sold,70_hh_average_income,71_post_hours_man,71_post_income_man,71_post_hours_woman,71_post_income_woman,72_current_economic,73_future_economic,74_housing_costs,75_luxury_goods,76_fishing_costs,77_hh_ends_meet,78_financial_decisions,79_allow_reinterview,79_interview_years,level4_name,35e_ma_gear_traps,35f_ma_gear_longline,35g_ma_gear_other,35a_ma_gear_gillnet,35b_ma_gear_loop,35d_ma_gear_matapi,35e_ma_gear_longline,35f_ma_gear_handline,35g_ma_gear_rag,35h_ma_gear_trawl,35i_ma_gear_mesh,35j_ma_gear_poison,35k_ma_gear_net,35l_ma_gear_cover,35m_ma_gear_corral,35n_ma_gear_bacamento,35o_ma_gear_other,ma_gear_other_desc,35k_ma_gear_other_desc
15658,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,dec4b2dc-f45b-4fe2-bcac-5cb807ee32ab,2020-02-18T21:45:37,NA,NA,Surveyor,Cachoeira,Spouse,F,Católico,,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,Declined slightly,0,1,1,0,0,0,0,Own,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Sufficient,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Agree,0,With authorization,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Strong,5,5,5,5,0,Unsure,Often,Rather bad,Often,0,,0,Uncertain,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,10,500,1500,5,50,NA,NA,Neither,Neither,150,100,100,With difficulty,Both,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15659,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,e44ad760-d117-4f58-86d5-cf7a54654337,2020-02-18T21:45:40,NA,NA,Surveyor,Cachoeira,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,Declined slightly,0,1,1,1,0,0,0,Own,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,-1,Agree,0,Community only,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Strong,4,4,4,4,0,No,Rarely,Rather bad,Often,0,,0,Uncertain,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,5,80,1200,10,45,NA,NA,Slightly better,Slightly worse,50,50,30,With difficulty,Myself,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15660,BRA,Pará,São Caetano de Odivelas,NA,-0.735489,-48.105686,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,aef8c8f1-750d-449d-8eb4-4e452e26e0c2,2020-02-18T21:45:35,NA,NA,Surveyor,Ponta Bom jesus,Household head,M,Católico,,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,Stayed the same,1,NA,1,0,0,0,0,Own,Declines a lot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Agree,0,Community only,1,1,1,1,1,1,Melhorar a qualidade de vida da população,Agree,Agree,Subnational Government,Strong,3,3,3,3,0,Unsure,Often,Rather bad,Often,0,,0,High chance,Few per month,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,15,1000,1300,6,45,NA,NA,Slightly better,Slightly worse,30,100,300,With difficulty,Female partner,1,1,NA,NA,NA,NA,,Not permitted,,,,,Permitted,,,Permitted,Not permitted,Permitted,Permitted,,,NA
15661,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,674bf13b-00e5-48b9-9a07-bcb766108ff1,2020-02-18T21:45:42,NA,NA,Surveyor,Cachoeira,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,1,NA,NA,,Independently,,3-4 per week,1-2 per week,Declined slightly,1,1,0,0,0,0,0,Own,Stays the same,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,0,Agree,0,Without authorization,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Strong,5,5,5,5,0,Unsure,Often,Rather bad,Often,0,,0,High chance,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,10,50,1500,8,50,NA,NA,Slightly worse,Slightly worse,160,60,100,With difficulty,Myself,1,NA,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15662,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,defb1819-7ab9-407c-9bc8-d315d75583d1,2020-02-18T21:45:44,NA,NA,Surveyor,Cachoeira,Spouse,M,Evangélico,,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,Stayed the same,NA,1,1,0,0,0,0,Own,Stays the same,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,NA,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Agree,0,Community only,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Moderate,4,4,4,4,0,Unsure,Often,Rather bad,Often,0,,0,High chance,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,3,15,1300,7,NA,NA,NA,Slightly better,Slightly worse,150,0,30,With difficulty,Both,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15663,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,80f7c984-cb93-4a1c-8a79-21bd103772ce,2020-02-18T21:45:49,NA,NA,Surveyor,Cachoeira,Household head,F,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,Declined slightly,0,1,0,0,0,0,0,Collective,Declines slightly,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,,NA,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Agree,0,Community only,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Strong,3,3,3,3,0,Unsure,Often,Rather bad,Often,0,,0,High chance,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,2,150,700,7,40,NA,NA,Much worse,Slightly worse,15,0,0,With difficulty,Myself,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15664,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,9f10cfa9-880f-4419-a7b2-01eda2cdcc30,2020-02-18T21:45:46,NA,NA,Surveyor,Cachoeira,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,,Independently,,1-2 per week,3-4 per week,Stayed the same,0,1,1,0,0,0,0,Own,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Agree,3,Community only,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Strong,3,3,3,3,2,Unsure,Often,Rather bad,Often,0,,0,Uncertain,Few per month,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,4,200,1500,7,50,NA,NA,Neither,Neither,120,90,100,With difficulty,Myself,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15665,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,1210e1ff-24ba-45ba-9823-41e33d09158e,2020-02-18T21:45:54,NA,NA,Surveyor,Cachoeira,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,Stayed the same,0,1,0,0,0,0,0,Own,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Neither,0,Community only,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Moderate,5,5,5,5,0,Unsure,Often,Rather bad,Often,1,Some months,0,High chance,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,3,70,700,5,40,NA,NA,Slightly better,Slightly worse,15,70,100,With difficulty,Both,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15666,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,e47ce9f0-a2de-4b86-92d6-f9ada1caaf3e,2020-02-18T21:45:51,NA,NA,Surveyor,Cachoeira,Household head,F,Evangélico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Independently,,1-2 per week,5-6 per week,Stayed the same,0,1,1,0,0,0,0,Rent,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,1,comprar alimentos,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,-1,,NA,NA,-1,Agree,0,Community only,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Strong,5,5,5,5,0,Unsure,Often,Rather bad,Often,1,Some months,0,Uncertain,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,10,70,750,8,40,NA,NA,Neither,Slightly better,45,70,30,With difficulty,Both,1,NA,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15667,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,d01b11f6-ec32-4683-b4a5-e3db554e7c83,2020-02-18T21:46:00,NA,NA,Surveyor,Cachoeira,Household head,M,Evangélico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,,Enterprise owner,,1-2 per week,3-4 per week,Stayed the same,0,1,1,0,0,0,0,Rent,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,0,Agree,0,With authorization,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Moderate,5,5,5,5,0,Unsure,Sometimes,Rather bad,Often,1,Some months,1,Uncertain,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,20,1000,1500,6,50,NA,NA,Slightly better,Slightly better,100,80,0,With difficulty,Myself,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15668,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,d40c5d9f-9910-4bc0-933b-6873a2934d18,2020-02-18T21:45:56,NA,NA,Surveyor,Cachoeira,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,NA,NA,,Independently,,1-2 per week,5-6 per week,Declined slightly,NA,1,1,0,0,0,0,Collective,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,-1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,0,Agree,2,With authorization,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Strong,5,5,5,5,0,Unsure,Often,Rather bad,Often,1,Some months,1,Uncertain,Few,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,10,50,900,6,40,NA,NA,Slightly worse,Slightly worse,85,100,200,With difficulty,Both,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,,Permitted,,,NA
15669,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,4ce79ee0-d0f1-4571-8288-22222f937413,2020-02-18T21:46:05,NA,NA,Surveyor,Cachoeira,Spouse,F,Evangélico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,NA,NA,NA,1,NA,,Independently,,1-2 per week,3-4 per week,,NA,NA,NA,NA,NA,NA,NA,Collective,Declines slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,-1,0,-1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,0,Agree,0,Community only,1,1,1,1,1,1,,Agree,Agree,Subnational Government,Strong,3,3,3,3,2,No,Sometimes,Rather bad,Often,1,Some months,0,Uncertain,Few per month,4,4,4,4,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,5,200,1300,6,40,NA,NA,Neither,Neither,20,0,0,With difficulty,Both,1,1,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15670,BRA,Pará,São Caetano de Odivelas,NA,-0.724017,-48.023922,RESEX Marinha Mocapajuba,21029,NA,NA,NA,brazil1@rare.org,26b460e5-dfaa-489c-ac1b-73f67def5205,2020-02-18T21:46:02,NA,NA,Surveyor,Cachoeira,Household head,M,Católico,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,,Enterprise owner,,3-4 per week,5-6 per week,Stayed the same,0,1,1,0,0,0,0,Collective,Stays the same,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,,NA,1,0,0,0,0,,0,0,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,4,4,4,4,4,4,4,4,Agree,0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,0,,NA,NA,NA,NA,1,1,Melhorar a qualidade de vida das pessoas,Agree,Agree,Subnational Government,,NA,NA,NA,NA,NA,,Sometimes,Rather bad,Often,1,Some months,0,Uncertain,Few,4,4,4,4,NA,NA,4,4,4,,NA,NA,,NA,NA,,NA,15,500,1300,6,40,NA,NA,Slightly better,Slightly better,50,100,0,With difficulty,Both,1,2,NA,NA,NA,NA,,,,,,,,,,,Permitted,Permitted,Permitted,,,NA
15671,BRA,Pará,Curuçá,NA,-0.655942,-47.789119,RESEX Mãe Grande de Curuça,37062,NA,NA,NA,brazil1@rare.org,035c84c6-6215-459f-8fb3-65c2b6945fa4,2020-02-18T21:44:49,NA,NA,Surveyor,Pacamorema,Household head,M,Católico,,0,,1,8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,0,0,0,,Independently,,3-4 per week,3-4 per week,Declined slightly,1,1,0,0,0,0,0,Own,Declines a lot,0,0,1,1,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,,NA,0,0,0,0,0,,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,4,3,4,2,4,1,3,2,4,Neither,0,0,1,NA,NA,Permitted,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,0,Neither,6,No restrictions,0,0,0,0,0,0,,Agree,Agree,National Government,Weak,2,2,3,1,2,Yes,Often,OK,Often,0,,0,Certain,Few,2,4,3,3,NA,4,4,4,4,,NA,NA,,NA,NA,,NA,20,50,400,NA,NA,NA,NA,Much worse,Slightly worse,126,50,200,With difficulty,Both,1,55,NA,NA,NA,NA,Permitted,Unknown,Unknown,Permitted,Permitted,Unknown,Not permitted,Not permitted,Not permitted,Permitted,Permitted,Permitted,Unknown,Unknown,,NA
15672,BRA,Pará,Curuçá,NA,-0.655942,-47.789119,RESEX Mãe Grande de Curuça,37062,NA,NA,NA,brazil1@rare.org,19513fff-935e-4123-86a7-2c24d4833b27,2020-02-18T21:44:59,NA,NA,Surveyor,Pacamorema,Spouse,F,Católico,,0,,1,8,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,NA,NA,NA,,Independently,,3-4 per week,3-4 per week,Declined slightly,1,1,0,0,0,0,0,Own,Declines a lot,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,,NA,0,0,0,0,0,,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,3,2,4,4,4,1,3,2,5,Disagree,0,0,0,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,0,Neither,3,No restrictions,0,0,0,0,0,0,,Agree,Agree,No enforcement system,No punishment,0,0,0,0,0,No management,Never,Good,Often,0,,0,Uncertain,Few per month,3,4,2,4,NA,2,2,2,4,,NA,NA,,NA,NA,,NA,13,20,300,NA,NA,NA,NA,Much worse,Much worse,17,30,80,With great difficulty,Both,1,39,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,Permitted,Permitted,Permitted,,,NA
15673,BRA,Pará,Curuçá,NA,-0.655942,-47.789119,RESEX Mãe Grande de Curuça,37062,NA,NA,NA,brazil1@rare.org,68c9a536-c2d8-4363-8938-04ffaefd2ab7,2020-02-18T21:45:06,NA,NA,Surveyor,Pacamorema,Household head,F,Evangélico,,0,,1,12,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,0,0,0,,Independently,,3-4 per week,3-4 per week,Declined slightly,1,1,0,0,0,0,0,Own,Declines slightly,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,,NA,1,0,0,0,0,,1,1,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,,Tight,1,4,4,4,5,3,4,4,5,Strongly disagree,0,0,0,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,Agree,Agree,National Government,No punishment,0,2,1,0,0,Unsure,Rarely,OK,Often,0,,0,Certain,Once or never,2,3,4,4,NA,3,5,2,3,,NA,NA,,NA,NA,,NA,16,28,600,NA,NA,NA,NA,Slightly worse,Neither,78,0,200,With great difficulty,Myself,1,57,NA,NA,NA,NA,,Permitted,,,,,Permitted,,,Permitted,,Permitted,Permitted,,,NA
