id,country,level1_name,level2_name,level3_name,lat,lon,ma_name,ma_area,ma_status,reserves,reserve_status,username,submissionid,updatedat,startformtimestamp,endformtimestamp,2_affiliation,3_community,5_hh_status,6_gender,8_religion,8_religion_other,9_region_member,9_region_name,10_mpa_important,11a_months_farming,11a_income_farming,11b_months_harvesting,11b_income_harvesting,11c_months_fishing_artisanal,11c_income_fishing_artisanal,11d_months_fishing_industrial,11d_income_fishing_industrial,11e_months_buying_trading,11e_income_buying_trading,11f_months_processing,11f_income_processing,11g_months_aquaculture,11g_income_aquaculture,11h_months_extraction,11h_income_extraction,11i_months_tourism,11i_income_tourism,11j_months_other_wage,11j_income_other_wage,11k_other_source,11k_months_other,11k_income_other,12a_fishing_men,12b_fishing_women,12c_fishing_children,13a_processing_men,13b_processing_women,13c_processing_children,14_responsibilities_other,16_hh_main_fisher,16_hh_other_fisher,17_fishing_low_profit,18_fishing_high_profit,19_current_fish_catch,20a_gear_hand,20b_gear_stationary_net,20c_gear_mobile_net,20d_gear_stationary_line,20e_gear_mobile_line,20f_gear_explosives,20g_gear_other,21_boat_owner_status,22_catch_5yrs,23_job_secure,24a_item_radio_no,24a_item_radio_value,24b_item_tv_no,24b_item_tv_value,24c_item_satellite_no,24c_item_satellite_value,24d_item_phone_no,24d_item_phone_value,24e_item_washing_maching_no,24e_item_washing_machine_value,24f_item_generator_no,24f_item_generator_value,24g_item_fridge_no,24g_item_fridge_value,24h_item_motorboat_no,24h_item_motorboat_value,24i_item_outboard_no,24i_item_outboard_value,24j_item_inboard_no,24j_item_inboard_value,24k_item_sailboat_no,24k_item_sailboat_value,24l_item_bicycle_no,24l_item_bicycle_value,24m_item_motorcycle_no,24m_item_motorcycle_value,24n_item_car_no,24n_item_car_value,24o_item_internet_no,24o_item_internet_value,24p_item_other_no,24p_item_other_specify,24p_item_other_value,25a_financial_bank,25b_financial_micro,25c_financial_ngo,25d_financial_lender,25e_financial_insurance,25f_financial_other,26_fishing_income_save,27a_emergency_personal,27b_emergency_family,27c_emergency_friend,27d_emergency_entrepreneur,27e_emergency_savings_club,27f_emergency_lender,27g_emergency_commercial_ind,27h_emergency_commercial_group,27i_emergency_microfinance_ind,27j_emergency_microfinance_group,27k_emergency_ngo_ind,27l_emergency_ngo_group,27m_emergency_insurance,27n_emergency_other,28_buyer_loans,28_loan_purpose,29_family_income,30_trust_local_decision,30_trust_regional_decision,30_trust_community,30_trust_village_alert,30_trust_religious_leaders,30_trust_ngo,30_trust_fishers_community,30_trust_fishers_other,30_trust_community_neighbors,31_my_community_ability,32_fishery_benefit_equal,33_ma_familiar,34_gear_restrictions,35a_ma_gear_nets,35b_ma_gear_dynamite,35c_ma_gear_hookline,35d_ma_gear_harpoon,35e_ma_gear_trawl,35f_ma_gear_mosquito,35g_ma_gear_poison,35h_ma_gear_gillnet,35i_ma_gear_gamboa,35j_ma_gear_quinia,35k_ma_gear_other,36_fish_size_restriction,37_fish_catch,37_ability_min_size,37_ability_max_size,38_reserve_fishing_allowed,39_ma_boundaries_aware,40_reserve_boundaries_aware,41_ma_fishers_allowed,42a_problem_regulation,42b_problem_restricted_gear,42c_problem_undersize,42d_problem_inside_reserve,42e_problem_unauthorized,43_ma_benefits,43_ma_benefits_opinion,46_represent_interests,47_represent_contributions,49_enforcement_responsible,50_ma_punishment,51a_fishers_gear_not_permitted,51b_fishers_reserves,51c_fishers_ma_area,51d_fishers_violate_fish_size,51e_fishers_caught,52_ma_benefit_5yrs,53_encourage_regulations,54_food_availability,55_worry_food,56_reduce_meal_size_adult,57_reduce_meal_size_frequency,58_reduce_meal_size_child,59_food_procurement,60_hh_fish_consumption,61a_current_regulations,61b_catch_recording,61c_community_participation,61d_strong_enforcement,61e_violations_decrease_profit,61f_rights_distribution_fair,61g_fishing_change_behavior,61h_individual_behavior,61i_help_neighbors,62_reserve_compliance,63_fishing_in_reserve,63_times_fishing_reserve,64_wrong_fishing_reserve,65_no_wrong_fishing_reserve,66_response_fishing_reserve,66_reaction_fishing_reserve,67_reserve_boundry,68_fish_eaten,68_fish_sold,70_hh_average_income,71_post_hours_man,71_post_income_man,71_post_hours_woman,71_post_income_woman,72_current_economic,73_future_economic,74_housing_costs,75_luxury_goods,76_fishing_costs,77_hh_ends_meet,78_financial_decisions,79_allow_reinterview,79_interview_years,level4_name,35e_ma_gear_traps,35f_ma_gear_longline,35g_ma_gear_other,35a_ma_gear_gillnet,35b_ma_gear_loop,35d_ma_gear_matapi,35e_ma_gear_longline,35f_ma_gear_handline,35g_ma_gear_rag,35h_ma_gear_trawl,35i_ma_gear_mesh,35j_ma_gear_poison,35k_ma_gear_net,35l_ma_gear_cover,35m_ma_gear_corral,35n_ma_gear_bacamento,35o_ma_gear_other,ma_gear_other_desc,35k_ma_gear_other_desc
10712,HND,Cortés,Omoa,NA,15.700578,-88.107018,Omoa,42345,Proposed,1,Proposed,mar@rare.org,cd873557-9a1d-4269-b86a-a211741b8eb0,2019-11-13T09:28:00,2019-11-13T09:27:56,2019-11-13T09:28:00,Other,Muchilena,,F,Christian,,1,muchilena,1,10,40,NA,NA,12,50,NA,NA,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,0,1,0,trabaja en un restaurante,Independently,,A few times,More than 1-2 times per week,Declined a lot,1,1,0,1,0,0,0,Own,Stays the same,0,1,NA,1,NA,0,0,2,NA,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,0,0,0,0,0,0,0,,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,3,5,5,3,3,5,5,5,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,0,0,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,0,,0,Very confident not,Few,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,10,90,1250,0,0,1,100,Neither,Much better,200,0,300,Easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10721,HND,Cortés,Omoa,NA,15.716164,-88.214021,Omoa,42345,Proposed,1,Proposed,mar@rare.org,3d2c5800-cb69-4657-8dd1-ca31a95c4e91,2019-11-13T09:26:45,2019-11-13T09:26:41,2019-11-13T09:26:45,Other,Barra Motagua,Household head,M,Christian,,0,,1,6,15,6,10,6,25,NA,NA,6,25,6,25,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,NA,NA,1,NA,NA,,Independently,,A few times per month,A few times,Declined a lot,0,1,0,0,0,0,0,Collective,Declines a lot,1,0,0,1,NA,0,0,1,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,,0,0,0,0,0,0,Caja Rural,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,1,3,4,1,5,3,3,4,5,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,1,Sería bueno,,,Myself,,NA,NA,NA,NA,NA,,Very often,Very bad,Sometimes,1,One or two months,1,Uncertain,More than few per week,4,3,3,4,NA,1,4,5,5,,NA,NA,,NA,NA,,NA,10,90,7500,7,8000,NA,NA,Slightly better,Much better,3000,1500,2000,With great difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10758,HND,Cortés,Omoa,NA,15.716164,-88.214021,Omoa,42345,Proposed,1,Proposed,mar@rare.org,0c0270f5-9c3a-49d1-a003-cd7b3c0d644c,2019-11-13T09:49:43,2019-11-13T09:49:37,2019-11-13T09:49:43,RARE,Barra Motagua,Spouse,F,Christian,,0,,1,12,30,NA,NA,12,30,NA,NA,12,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,2,0,0,,Independently,,1-2 per week,1-2 per week,Declined a lot,1,1,0,1,0,0,0,Own,Declines a lot,0,1,NA,1,NA,0,0,3,NA,0,0,0,0,1,NA,0,0,0,0,0,0,1,NA,0,0,1,NA,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,5,5,5,1,5,5,5,5,5,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,0,0,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Rarely,Very good,Never,0,,0,Very confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,14,40,3750,6,0,0,0,Much better,Much better,2000,0,500,Very easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10787,HND,Cortés,Omoa,NA,15.700578,-88.107018,Omoa,42345,Proposed,1,Proposed,mar@rare.org,657f67b0-4fd5-4d81-a3e5-82a82c9d612e,2019-11-13T09:51:47,2019-11-13T09:51:42,2019-11-13T09:51:47,Other,Muchilena,Household head,M,Christian,,1,muchilena,1,4,20,NA,NA,12,30,NA,NA,12,30,12,20,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,1,2,0,,Enterprise owner,,A few times,A few times per month,Declined slightly,1,1,0,0,0,0,0,Rent,Declines slightly,0,1,NA,1,NA,0,0,3,NA,1,NA,0,0,2,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,0,0,0,0,0,"tostadora,licuadora",0,1,1,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,para comprar de producto,Tight,4,3,2,5,5,3,3,3,3,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,1,Aumentaría los peces,,,"Subnational Government,Fisheries Management Body",,NA,NA,NA,NA,NA,,Rarely,Rather bad,Sometimes,0,,0,Confident not,More than few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,15,198,7500,4,3800,4,2200,Neither,Much worse,658,200,600,Fairly easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10796,HND,Islas de la Bahía,Guanaja,NA,16.448128,-85.891492,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,8e246b94-90e4-4a80-9e73-0063632c3108,2019-11-13T10:01:00,2019-11-13T10:00:55,2019-11-13T10:01:00,Community Member,El Pelicano,Household head,M,Christian,,1,ISLAS DE LA BAHIA,1,NA,NA,NA,NA,3,15,6,50,NA,NA,2,15,NA,NA,NA,NA,NA,NA,3,20,,NA,NA,1,1,NA,1,NA,NA,,Salaried laborer,,A few times,More than 1-2 times per week,Declined slightly,1,1,0,0,0,0,0,Rent,Declines a lot,0,1,NA,1,NA,1,NA,2,NA,0,1,0,1,1,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,NA,NA,,NA,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,compra de insumo para pescar,Tight,3,2,3,3,4,4,2,3,3,Agree,1,1,1,Not permitted,Not permitted,Unknown,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,Strongly agree,10,Community only,NA,1,1,1,1,1,Que se mantendrá un equilibrio y no afectara a los peces,,,Subnational Government,No punishment,5,3,5,NA,1,Yes,Often,Very bad,Often,1,Some months,1,High chance,Few,5,5,5,5,NA,5,5,5,5,3. La captura de los pescadores aumentará,NA,NA,Un poquito malo,3,0,,1,10,100,7500,4,2500,NA,NA,,Much worse,3800,600,1200,With great difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10818,HND,Islas de la Bahía,Guanaja,NA,16.502378,-85.87386,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,99ebb301-c5f9-4823-9f02-d9bb8e044e97,2019-11-13T10:04:55,2019-11-13T10:04:51,2019-11-13T10:04:55,Community Member,Mangrove Bight,Household head,M,Christian,,1,ISLAS DE LA BAHIA,1,NA,NA,NA,NA,12,75,NA,NA,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,1,1,1,0,1,,Salaried laborer,,Once or never,1-2 per week,Declined slightly,1,0,0,0,0,0,0,Employee,Declines a lot,1,1,NA,1,NA,2,NA,2,NA,0,1,0,1,1,NA,0,1,0,1,0,1,1,NA,1,NA,0,1,0,1,1,NA,0,,NA,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"comprar hielo, anzuelos, codel, ",Insufficient,1,1,1,2,2,3,2,2,2,Strongly agree,1,1,1,Not permitted,Not permitted,Not permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Strongly agree,10,No restrictions,NA,1,1,1,1,1,Se obtienen beneficios para los pescadores,,,Subnational Government,Weak,2,2,10,NA,1,Yes,Often,Very bad,Often,1,Some months,0,Certain,Few,5,5,5,5,NA,5,5,5,5,3. La captura de los pescadores aumentará,0,NA,5. Extremadamente malo,9,0,,1,5,75,7500,4,4200,0,0,Slightly worse,Slightly worse,3000,400,2300,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10886,HND,Islas de la Bahía,Guanaja,NA,16.448128,-85.891492,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,d262cc65-ff81-4e24-a479-882ba6c271f8,2019-11-13T10:32:13,2019-11-13T10:32:06,2019-11-13T10:32:13,Community Member,El Pelicano,Spouse,F,Christian,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,80,NA,NA,NA,NA,NA,NA,NA,NA,venta de lotería,12,20,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,2,NA,1,NA,2,NA,1,NA,0,1,1,NA,0,1,0,1,0,1,0,1,1,NA,0,1,0,1,2,NA,NA,,NA,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,,Tight,1,1,4,2,3,3,1,1,1,Disagree,-1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,10,,NA,1,1,1,NA,0,,,,Subnational Government,,NA,4,NA,NA,0,,Never,OK,Often,0,,0,Uncertain,Once or never,5,5,5,5,NA,NA,NA,NA,5,3. La captura de los pescadores aumentará,0,NA,5. Extremadamente malo,8,0,,1,NA,NA,3750,NA,NA,8,4800,,,2500,600,0,Fairly easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10888,HND,Islas de la Bahía,Guanaja,NA,16.448128,-85.891492,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,a55c4cb1-1473-424e-a783-5938841f2b5a,2019-11-13T10:32:47,2019-11-13T10:32:42,2019-11-13T10:32:47,Community Member,El Pelicano,Household head,M,,,0,,1,NA,NA,NA,NA,NA,NA,8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,NA,NA,2,NA,NA,,Salaried laborer,,Once or never,More than 1-2 times per week,Declined a lot,1,0,0,0,1,0,0,Employee,Declines slightly,0,1,NA,1,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,,NA,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,1,1,3,4,4,4,1,1,4,Neither,1,0,0,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,,No restrictions,NA,1,1,NA,1,0,,,,Subnational Government,No punishment,NA,NA,0,NA,NA,Unsure,Never,Very bad,Often,0,,0,Uncertain,Few per month,5,5,5,5,NA,1,5,5,5,,NA,NA,,NA,NA,,NA,NA,NA,3750,5,6000,NA,NA,Much worse,Slightly better,1800,100,600,Fairly easy,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10918,HND,Islas de la Bahía,Guanaja,NA,16.441883,-85.887438,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,50a724b6-444e-4c21-90da-0c8f19590472,2019-11-13T10:43:04,2019-11-13T10:43:00,2019-11-13T10:43:04,Community Member,El Cayo,Spouse,F,Christian,,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,2,NA,1,NA,2,NA,1,NA,0,1,2,NA,1,NA,1,NA,0,0,0,0,0,0,0,0,0,0,2,NA,NA,,NA,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,problemas familiares,Tight,1,1,1,5,3,3,1,1,1,Neither,0,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,10,,NA,1,1,1,NA,0,,,,Subnational Government,,NA,5,NA,NA,2,,Never,OK,Often,0,,0,Uncertain,Once or never,5,5,5,5,NA,NA,NA,NA,5,3. La captura de los pescadores aumentará,0,NA,4. Muy malo,6,0,,1,NA,NA,7500,5,3000,NA,NA,,,3000,600,0,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10958,HND,Cortés,Omoa,NA,15.716164,-88.214021,Omoa,42345,Proposed,1,Proposed,gstoyle@rare.org,a9915228-f3d5-4147-be47-212db6a423bf,2019-11-13T12:50:35,2019-11-13T12:50:33,2019-11-13T12:50:35,Other,Barra Motagua,Child,F,Christian,,1,barra del motagua,1,8,80,NA,NA,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,0,1,0,,Independently,,Once or never,1-2 per week,Declined a lot,1,0,0,0,0,0,0,Rent,Declines slightly,0,0,0,1,NA,1,NA,1,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,no tiene,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Insufficient,3,3,5,3,5,3,3,3,3,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,1,,,,Subnational Government,,NA,NA,NA,NA,NA,,Very often,OK,Never,0,,0,Confident not,Few,5,5,5,5,NA,3,3,3,5,,NA,NA,,NA,NA,,NA,40,40,1250,4,1500,1,800,Neither,Slightly better,400,0,0,Fairly easy,Male partner,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11238,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,8699efe8-1a49-4e88-8d85-ca5a0df04008,2019-11-19T13:30:30,2019-11-18T13:04:47,2019-11-19T13:30:30,RARE,Bajamar,Spouse,F,Christian,,1,bajamar,1,12,50,NA,NA,12,25,NA,NA,11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,1,1,NA,1,NA,0,0,1,NA,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,Good,Sometimes,1,One or two months,1,Confident not,More than few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,18,80,7500,6,2500,0,0,Much worse,Slightly better,4000,0,800,Fairly easy,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11259,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,598f5fe9-06ef-425d-bc3f-d02d4e03039c,2019-11-19T13:32:30,2019-11-16T08:26:38,2019-11-19T13:32:30,Other,Bajamar,Household head,M,Christian,,1,bajamar,1,12,40,NA,NA,12,40,NA,NA,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Collective,Stays the same,1,1,NA,1,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Disagree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Often,1,Some months,1,Confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,14,100,3750,2,400,0,0,Much worse,Neither,3500,0,800,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11272,HND,Cortés,Omoa,NA,15.775965,-88.038278,Omoa,42345,Proposed,1,Proposed,mar8@rare.org,8a22ef7d-a1b0-4ec8-b570-e903380c1de3,2019-11-19T13:33:10,2019-11-12T10:45:01,2019-11-19T13:33:10,Other,Omoa,Household head,M,Christian,,1,omoa,1,NA,NA,NA,NA,12,50,NA,NA,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,3,0,0,3,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Collective,Stays the same,0,1,NA,1,NA,0,0,1,NA,0,0,0,0,1,NA,1,NA,1,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Agree,1,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,1,Para producción de peces,,,Subnational Government,,NA,NA,NA,NA,NA,,Sometimes,OK,Sometimes,1,Some months,0,Confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,25,600,3750,4,3000,0,0,Slightly worse,Much better,3000,0,1500,With difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11301,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar@rare.org,5ec8df10-3daf-4249-a9d0-2f1c09d120cf,2019-11-19T13:39:55,2019-11-13T10:41:23,2019-11-19T13:39:55,Other,Bajamar,Household head,M,Christian,,1,Bajamar,1,NA,NA,NA,NA,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,4,4,4,4,4,4,4,4,Neither,1,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Rarely,Good,Sometimes,0,,0,Uncertain,Few,5,4,5,5,NA,NA,NA,NA,5,,NA,NA,,NA,NA,,NA,NA,NA,1250,3,2000,0,0,,,0,0,0,With difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11303,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar@rare.org,5a71744d-32d3-427a-94d6-49d55f898e01,2019-11-19T13:39:58,2019-11-14T10:28:26,2019-11-19T13:39:58,Other,Bajamar,Spouse,F,Christian,,1,Bajamar,1,NA,NA,NA,NA,NA,NA,NA,NA,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,4,5,4,4,4,4,5,4,3,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,1,Aumenta la pesca,,,Myself,,NA,NA,NA,NA,NA,,Never,Rather bad,Sometimes,1,Some months,1,Confident not,More than few per week,5,5,5,5,NA,NA,NA,NA,5,,NA,NA,,NA,NA,,NA,NA,NA,1250,4,700,0,0,,,0,0,0,With difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11306,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar@rare.org,cce75f00-9f70-437b-850d-1e64b11b37cb,2019-11-19T13:39:59,2019-11-16T00:24:53,2019-11-19T13:39:59,Other,Bajamar,Household head,M,Christian,,1,Bajamar,1,5,50,NA,NA,NA,NA,NA,NA,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,4,4,4,4,4,4,4,4,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Myself,,NA,NA,NA,NA,NA,,Never,Very bad,Sometimes,1,Some months,1,Uncertain,Few per week,5,5,5,5,NA,NA,NA,NA,5,,NA,NA,,NA,NA,,NA,NA,NA,7500,7,6000,0,0,,,400,0,0,With difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
