id,country,level1_name,level2_name,level3_name,lat,lon,ma_name,ma_area,ma_status,reserves,reserve_status,username,submissionid,updatedat,startformtimestamp,endformtimestamp,2_affiliation,3_community,5_hh_status,6_gender,8_religion,8_religion_other,9_region_member,9_region_name,10_mpa_important,11a_months_farming,11a_income_farming,11b_months_harvesting,11b_income_harvesting,11c_months_fishing_artisanal,11c_income_fishing_artisanal,11d_months_fishing_industrial,11d_income_fishing_industrial,11e_months_buying_trading,11e_income_buying_trading,11f_months_processing,11f_income_processing,11g_months_aquaculture,11g_income_aquaculture,11h_months_extraction,11h_income_extraction,11i_months_tourism,11i_income_tourism,11j_months_other_wage,11j_income_other_wage,11k_other_source,11k_months_other,11k_income_other,12a_fishing_men,12b_fishing_women,12c_fishing_children,13a_processing_men,13b_processing_women,13c_processing_children,14_responsibilities_other,16_hh_main_fisher,16_hh_other_fisher,17_fishing_low_profit,18_fishing_high_profit,19_current_fish_catch,20a_gear_hand,20b_gear_stationary_net,20c_gear_mobile_net,20d_gear_stationary_line,20e_gear_mobile_line,20f_gear_explosives,20g_gear_other,21_boat_owner_status,22_catch_5yrs,23_job_secure,24a_item_radio_no,24a_item_radio_value,24b_item_tv_no,24b_item_tv_value,24c_item_satellite_no,24c_item_satellite_value,24d_item_phone_no,24d_item_phone_value,24e_item_washing_maching_no,24e_item_washing_machine_value,24f_item_generator_no,24f_item_generator_value,24g_item_fridge_no,24g_item_fridge_value,24h_item_motorboat_no,24h_item_motorboat_value,24i_item_outboard_no,24i_item_outboard_value,24j_item_inboard_no,24j_item_inboard_value,24k_item_sailboat_no,24k_item_sailboat_value,24l_item_bicycle_no,24l_item_bicycle_value,24m_item_motorcycle_no,24m_item_motorcycle_value,24n_item_car_no,24n_item_car_value,24o_item_internet_no,24o_item_internet_value,24p_item_other_no,24p_item_other_specify,24p_item_other_value,25a_financial_bank,25b_financial_micro,25c_financial_ngo,25d_financial_lender,25e_financial_insurance,25f_financial_other,26_fishing_income_save,27a_emergency_personal,27b_emergency_family,27c_emergency_friend,27d_emergency_entrepreneur,27e_emergency_savings_club,27f_emergency_lender,27g_emergency_commercial_ind,27h_emergency_commercial_group,27i_emergency_microfinance_ind,27j_emergency_microfinance_group,27k_emergency_ngo_ind,27l_emergency_ngo_group,27m_emergency_insurance,27n_emergency_other,28_buyer_loans,28_loan_purpose,29_family_income,30_trust_local_decision,30_trust_regional_decision,30_trust_community,30_trust_village_alert,30_trust_religious_leaders,30_trust_ngo,30_trust_fishers_community,30_trust_fishers_other,30_trust_community_neighbors,31_my_community_ability,32_fishery_benefit_equal,33_ma_familiar,34_gear_restrictions,35a_ma_gear_nets,35b_ma_gear_dynamite,35c_ma_gear_hookline,35d_ma_gear_harpoon,35e_ma_gear_trawl,35f_ma_gear_mosquito,35g_ma_gear_poison,35h_ma_gear_gillnet,35i_ma_gear_gamboa,35j_ma_gear_quinia,35k_ma_gear_other,36_fish_size_restriction,37_fish_catch,37_ability_min_size,37_ability_max_size,38_reserve_fishing_allowed,39_ma_boundaries_aware,40_reserve_boundaries_aware,41_ma_fishers_allowed,42a_problem_regulation,42b_problem_restricted_gear,42c_problem_undersize,42d_problem_inside_reserve,42e_problem_unauthorized,43_ma_benefits,43_ma_benefits_opinion,46_represent_interests,47_represent_contributions,49_enforcement_responsible,50_ma_punishment,51a_fishers_gear_not_permitted,51b_fishers_reserves,51c_fishers_ma_area,51d_fishers_violate_fish_size,51e_fishers_caught,52_ma_benefit_5yrs,53_encourage_regulations,54_food_availability,55_worry_food,56_reduce_meal_size_adult,57_reduce_meal_size_frequency,58_reduce_meal_size_child,59_food_procurement,60_hh_fish_consumption,61a_current_regulations,61b_catch_recording,61c_community_participation,61d_strong_enforcement,61e_violations_decrease_profit,61f_rights_distribution_fair,61g_fishing_change_behavior,61h_individual_behavior,61i_help_neighbors,62_reserve_compliance,63_fishing_in_reserve,63_times_fishing_reserve,64_wrong_fishing_reserve,65_no_wrong_fishing_reserve,66_response_fishing_reserve,66_reaction_fishing_reserve,67_reserve_boundry,68_fish_eaten,68_fish_sold,70_hh_average_income,71_post_hours_man,71_post_income_man,71_post_hours_woman,71_post_income_woman,72_current_economic,73_future_economic,74_housing_costs,75_luxury_goods,76_fishing_costs,77_hh_ends_meet,78_financial_decisions,79_allow_reinterview,79_interview_years,level4_name,35e_ma_gear_traps,35f_ma_gear_longline,35g_ma_gear_other,35a_ma_gear_gillnet,35b_ma_gear_loop,35d_ma_gear_matapi,35e_ma_gear_longline,35f_ma_gear_handline,35g_ma_gear_rag,35h_ma_gear_trawl,35i_ma_gear_mesh,35j_ma_gear_poison,35k_ma_gear_net,35l_ma_gear_cover,35m_ma_gear_corral,35n_ma_gear_bacamento,35o_ma_gear_other,ma_gear_other_desc,35k_ma_gear_other_desc
805,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,debee919-811a-480c-b7db-3780f5619f1d,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,mivicone,1,3,32,NA,NA,5,52,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,0,0,0,machamba,Salaried laborer,,3-4 per week,3-4 per week,Improved slightly,NA,NA,NA,NA,NA,NA,NA,Own,Improves slightly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,Tight,3,3,3,3,3,3,3,3,3,Agree,0,0,0,,,,,,,,,,,,0,,NA,NA,0,Agree,Agree,With authorization,1,0,0,0,0,0,,Agree,Agree,National Government,Strong,6,0,6,0,0,Unsure,Sometimes,Good,Sometimes,0,,0,Uncertain,Few,3,3,3,3,3,3,3,3,3,,NA,NA,,NA,NA,,NA,5,8,NA,0,0,0,0,Slightly better,Slightly better,0,0,90,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
806,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,92ad02f5-a72f-4c07-afe9-c2e8b8014404,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,Fungo,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,,NA,,Sufficient,4,3,3,4,5,3,5,3,4,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,6,85,NA,4,600,0,0,Slightly better,Slightly better,NA,NA,NA,Easy,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
807,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,f03da5f5-8342-4da1-9595-6dda30d1746d,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,Fungo,1,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,,NA,,Sufficient,3,3,4,3,2,3,4,3,4,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Certain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,4,85,3600,6,1300,0,0,Slightly better,Slightly better,NA,150,350,Easy,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
808,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,bb6e11b1-c2ab-43d8-90f9-6165e66ad388,NA,NA,NA,Community Member,Memba,Household head,F,Muslim,,1,nantaca,1,5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,4,3,3,3,3,4,3,2,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,3,0,NA,0,0,0,0,Slightly better,Slightly better,0,0,0,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
809,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,8b6f29a8-9dc9-421d-951f-b32b56d3ff7a,NA,NA,NA,Community Member,Memba,Household head,F,Muslim,,1,nantaca,1,6,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,,NA,,Tight,3,3,3,3,3,3,3,3,3,,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Rather bad,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,2,0,NA,0,0,0,0,Slightly better,Slightly better,0,0,0,With difficulty,Myself,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
810,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,1a9585a8-2b7f-4c9b-a2c3-72b318880f28,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,fungo,1,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,,NA,,Sufficient,4,3,4,2,3,3,4,1,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,4,0,500,0,0,0,0,Slightly better,Slightly better,NA,0,200,With difficulty,Myself,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
811,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,ca58635a-6863-4266-9982-b4442bd04b8e,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,mivicone,1,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,4,4,3,3,4,3,3,3,4,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,5,0,NA,0,0,0,0,Slightly better,Slightly better,0,0,0,Easy,Myself,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
812,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,8a4031db-bed2-4a7c-9ba2-d0d7f0832b70,NA,NA,NA,Community Member,Memba,Household head,F,Muslim,,1,nantaca,1,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,3,0,NA,0,0,0,0,Neither,Slightly better,0,0,0,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
813,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,25a06143-011c-4209-9da2-e891ac83fcae,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,nantaca,1,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,0,0,NA,0,0,0,0,Slightly worse,Slightly worse,0,0,0,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
814,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,c6cb253b-b751-4aa4-8e8d-aa12a76ca8f0,NA,NA,NA,Community Member,Memba,Household head,F,Muslim,,1,nantaca,1,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Sufficient,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Once or never,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,0,0,0,0,0,0,0,Much worse,Much worse,0,0,0,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
815,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,80318978-e137-434c-b40a-81f6e79775f1,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,nantaca,1,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Sufficient,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,4,8,NA,0,0,0,0,Slightly worse,Slightly worse,0,0,0,With difficulty,Myself,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
816,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,80d5c196-45ea-433b-bff3-6fb889cfae62,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,nantaca,1,6,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,3,0,NA,0,0,0,0,Slightly worse,Slightly worse,0,0,0,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
817,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,cda5b4b6-0b91-4b64-b1b7-0f0ab7846d8e,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,nantaca,1,6,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,2,0,0,0,0,0,0,Slightly worse,Slightly better,0,0,0,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
818,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,3f2a47e0-add0-4107-bc4c-9e90a4afe703,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,nantaca,1,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Sufficient,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,3,0,0,0,0,0,0,Slightly worse,Slightly better,0,0,0,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
819,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,6b97c548-56db-4e11-95ca-0228df28f757,NA,NA,NA,Community Member,Memba,Household head,M,Muslim,,1,nantaca,1,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Sufficient,4,3,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,3,0,NA,0,0,0,0,Slightly worse,Slightly worse,0,0,0,Easy,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
820,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,191622da-8c99-4307-925b-032fffdd1b24,NA,NA,NA,Community Member,Memba,Household head,F,Muslim,,1,nao,1,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,4,4,3,4,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,3,0,NA,0,0,0,0,Slightly worse,Slightly better,0,0,0,With difficulty,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
821,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,40b18409-ae10-4fc1-93e2-9669c4934ca6,NA,NA,NA,Community Member,Memba,Household head,F,Muslim,,1,nantaca,1,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Tight,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,4,0,NA,0,0,0,0,Slightly worse,Slightly better,0,0,0,With difficulty,Myself,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
822,MOZ,Nampula,Memba,NA,-14.190111,40.534306,Memba,9075,NA,NA,NA,memba@clrmail.com,81f94b19-a6cf-43e7-bdad-e34b055a26d1,NA,NA,NA,Community Member,Memba,Household head,,Muslim,,1,mivicone,1,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nao,0,0,0,0,0,0,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,,Sufficient,4,4,3,3,3,3,3,3,3,Agree,0,NA,NA,,,,,,,,,,,,NA,,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,,,Good,Sometimes,0,,0,Uncertain,Few,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,5,9,NA,0,0,0,0,Slightly better,Slightly better,0,0,0,Easy,Myself,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
