"x1","submissionid","country","level1_name","level2_name","level3_name","level4_name","level4_id","lat","lon","ma_name","ma_area","ma_status","reserves","reserve_status","x2_affiliation","x3_community","x5_hh_status","x6_gender","x8_religion","x8_religion_other","x9_region_member","x9_region_name","x44_meeting_attendance","x45_leadership_position","x48_enforcement_participation","x53_encourage_regulations","x61g_fishing_change_behavior","x43_ma_benefits","x46_represent_interests","x52_ma_benefit_5yrs","x61a_current_regulations","x61f_rights_distribution_fair","x11a_income_farming","x11a_months_farming","x11b_income_harvesting","x11b_months_harvesting","x11c_income_fishing_artisanal","x11c_months_fishing_artisanal","x11d_income_fishing_industrial","x11d_months_fishing_industrial","x11e_income_buying_trading","x11e_months_buying_trading","x11f_income_processing","x11f_months_processing","x11g_income_aquaculture","x11g_months_aquaculture","x11h_income_extraction","x11h_months_extraction","x11i_income_tourism","x11i_months_tourism","x11j_income_other_wage","x11j_months_other_wage","x11k_income_other","x11k_months_other","x11k_other_source","x12a_fishing_men","x12b_fishing_women","x12c_fishing_children","x19_current_fish_catch","x22_catch_5yrs","x23_job_secure","x26_fishing_income_save","x28_buyer_loans","x29_family_income","x30_trust_community","x30_trust_community_neighbors","x30_trust_fishers_community","x30_trust_fishers_other","x30_trust_local_decision","x30_trust_ngo","x30_trust_regional_decision","x30_trust_religious_leaders","x30_trust_village_alert","x31_my_community_ability","x38_reserve_fishing_allowed","x39_ma_boundaries_aware","x40_reserve_boundaries_aware","x49_enforcement_responsible","x50_ma_punishment","x51a_fishers_gear_not_permitted","x51b_fishers_reserves","x51c_fishers_ma_area","x51d_fishers_violate_fish_size","x51e_fishers_caught","x55_worry_food","x56_reduce_meal_size_adult","x59_food_procurement","x60_hh_fish_consumption","x61b_catch_recording","x61c_community_participation","x61d_strong_enforcement","x61h_individual_behavior","x61i_help_neighbors","x66_reaction_fishing_reserve","x66_response_fishing_reserve","x62_reserve_compliance","x63_fishing_in_reserve","x64_wrong_fishing_reserve","x21_boat_owner_status","x44_scaled","x45_scaled","x48_scaled","x53_scaled","x61g_scaled","x43_scaled","x46_scaled","x52_scaled","x61a_scaled","x61f_scaled","eng_sum","agree_sum","eng_mean","agree_mean"
706,"1a1fbf5c-d81d-4586-b17f-df3b10e588d5","PHL","Western Visayas","Antique",NA,"Patria",2049,11.75416,122.017323,"Antique_Pandan",18757,"Proposed",1,"Proposed","Surveyor","Patria","Spouse","F","Christian",NA,1,"Antique",1,-1,-1,0,4,1,1,1,5,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Stays the same",1,1,0,"Tight",3,3,4,3,4,5,4,3,5,"Agree",0,"Agree",10,"Subnational Government","Moderate",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,3,"Negative formal sanction",1,"1",0,"4","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,0.250553665377789,-0.186992606862305,3.81224140216923,-0.037398521372461,0.762448280433846
707,"1a3531d8-8210-4900-90e4-51ad468c6537","IDN","South East Sulawesi","Wakatobi",NA,"Mola Utara",27,-5.33806,123.53443,"Wangi-Wangi Selatan",10012,"Established by FF",3,"Established by FF","Surveyor","Mola Utara","Household head","M","Muslim",NA,1,"Wakatobi",-1,0,0,-1,2,0,1,-1,5,3,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly",1,1,NA,"Sufficient",5,2,3,3,5,5,5,5,4,"Strongly agree",0,"Agree",8,"Subnational Government","Strong",3,3,7,4,5,"Never",0,"Confident not","More than few per week",4,4,4,3,3,"2. Negative informal sanction",1,"0",1,"5","Own",-1.0864622756227,0.600998194849636,0.688185238032578,-0.925577200516999,-2.40351594828417,-1.144450321836,0.590005956520217,-2.58305921922532,1.25304740683387,-0.836971463662,-3.12637199154166,-2.72142764136923,-0.625274398308331,-0.544285528273845
708,"1a3ddc8b-67f7-40c7-8c82-2f5bdc5c38a6","PHL","Caraga","Surigao del Norte",NA,"Daku",1777,9.740543,126.163809,"SDN_GL",4825,"Proposed",3,"Proposed","Surveyor","Daku","Spouse","F","Christian",NA,1,"Caraga",1,-1,-1,-1,3,1,1,1,4,4,NA,NA,NA,NA,50,12,NA,NA,NA,NA,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,"Stayed the same",NA,0,0,0,"Tight",4,4,4,4,4,4,3,4,4,"Neither",0,"Agree",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Sometimes",0,"Confident not","Few",3,4,4,4,4,"2. Negative informal sanction",1,"-1",0,"3","Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,-0.925577200516999,-1.18629996035972,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-2.35063308688055,2.69817107582952,-0.47012661737611,0.539634215165904
709,"1a411d6b-a52b-448c-b90e-531fd89bb75f","BRA","Pará","Soure",NA,"Tucumanduba",2312,-0.699833,-48.510556,"RESEX Soure",27464,"Strengthened by FF",0,NA,"Surveyor","Tucumanduba","Household head","M","Católico",NA,0,NA,1,-1,-1,-1,3,0,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Improves slightly",0,1,0,"Sufficient",4,4,4,4,5,3,4,4,4,"Neither",-1,"Agree",0,"National Government",NA,0,0,0,0,0,"Never",0,"Very confident not","More than few per week",3,3,3,3,4,NA,NA,NA,NA,NA,"Not by boat",0.976564042877258,-0.612178288310995,-0.603141680570095,-0.925577200516999,-1.18629996035972,-1.144450321836,0.590005956520217,0.856123921978765,-0.975093245845545,-0.836971463662,-2.35063308688055,-1.51038515284456,-0.47012661737611,-0.302077030568912
711,"1a535788-fd7d-4b4f-b383-3b96316ca729","PHL","Caraga","Surigao del Norte",NA,"Daku",1777,9.740543,126.163809,"SDN_GL",4825,"Proposed",3,"Proposed","Surveyor","Daku","Household head","M","Christian",NA,1,"Caraga",-1,-1,-1,0,4,0,1,1,4,3,NA,NA,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Stays the same",0,0,0,"Tight",3,3,3,3,4,4,4,4,4,"Strongly agree",0,"Agree",10,"Subnational Government","Moderate",0,0,0,0,0,"Sometimes",0,"Uncertain","Few per week",4,4,4,4,5,NA,0,"1",0,"5","Collective",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,-0.836971463662,-2.25001892536227,-0.396314826504849,-0.450003785072454,-0.0792629653009699
712,"1a547b57-05f3-48fc-b6a4-2014112db5e2","BRA","Pará","São Caetano de Odivelas",NA,"Pepéua",2264,-0.746753,-48.02516,"RESEX Marinha Mocapajuba",21029,"Strengthened by FF",0,NA,"Surveyor","Pepéua","Household head","M",NA,NA,0,NA,-1,-1,-1,1,4,0,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Stays the same",NA,0,0,"Tight",2,2,2,2,2,2,2,3,4,"Neither",0,"Neither",0,"National Government","Strong",5,0,0,10,0,"Never",0,"Uncertain","More than few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-1.30359443326847,0.691210302534939,-0.260718886653693,0.138242060506988
713,"1a58acde-acd4-4482-b5c3-6c9928a6a41b","PHL","Caraga","Surigao del Norte",NA,"San Jose (Pob.)",1767,9.870066,125.978372,"SDN_DelCarmen",5450,"Established by FF",3,"Strengthened by FF","Surveyor","San Jose (Pob.)","Household head","M","Christian",NA,1,"Caraga",1,1,1,0,4,1,1,0,4,4,NA,NA,NA,NA,40,3,NA,NA,NA,NA,NA,NA,60,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Stayed the same","Stays the same",0,0,0,"Tight",4,4,4,4,3,4,4,4,4,"Agree",0,NA,9,"Fisheries Management Body","Strong",3,2,3,2,2,"Often",1,"Uncertain","Few per week",4,4,4,4,4,NA,0,NA,0,"3","Own",0.976564042877258,1.81417467801027,1.97951215663525,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,-0.863467648623278,0.138977080494165,0.250553665377789,4.8220141966643,0.978579505227476,0.964402839332861,0.195715901045495
714,"1a795a09-d9a4-4981-b55f-82aec22e1314","IDN","South East Sulawesi","Konawe Selatan",NA,"Lambangi",135,-4.38129,122.7423,"Teluk Kolono",3321,"Proposed",2,"Proposed","Surveyor","Lambangi","Household head","M","Muslim",NA,0,NA,1,-1,1,1,5,1,1,1,5,4,20,4,NA,NA,80,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Improves slightly",1,0,0,"Tight",2,4,2,2,4,3,3,5,5,"Agree",0,"Strongly agree",NA,"Fisheries Management Body","Moderate",NA,NA,NA,NA,NA,"Never",0,"Confident not","More than few per week",5,4,4,4,4,NA,NA,NA,NA,NA,"Own",0.976564042877258,-0.612178288310995,1.97951215663525,0.967271783670603,1.24813201548917,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,0.250553665377789,4.55930171036129,3.81224140216923,0.911860342072258,0.762448280433846
716,"1a802e70-2dae-4d10-9752-64cf8af9a506","PHL","Caraga","Surigao del Norte",NA,"Alegria",2409,10.05394,126.062557,"SDN_SantaMonica",56762,"Proposed",1,"Proposed","Surveyor","Alegria","Household head","M","Christian",NA,1,"caraga",-1,-1,0,-1,4,0,0,0,4,3,NA,NA,NA,NA,80,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly",0,0,0,"Insufficient",4,3,3,4,3,3,4,4,4,"Neither",0,"Neither",10,"Fisheries Management Body","Strong",9,0,10,0,0,"Never",0,"Uncertain","Few per week",4,3,3,3,4,NA,0,"0",0,"4","Employee",-1.0864622756227,-0.612178288310995,0.688185238032578,-0.925577200516999,0.0309160275647251,-1.144450321836,-1.09264564640186,-0.863467648623278,0.138977080494165,-0.836971463662,-1.9051164988534,-3.79855800002897,-0.381023299770679,-0.759711600005795
717,"1a84815a-c49f-401c-ab6b-fd1b84061042","PHL","Caraga","Surigao del Norte",NA,"Poblacion 1",1692,10.017423,126.066098,"SDN_Burgos",61051,"Proposed",1,"Proposed","Surveyor","Poblacion 1","Household head","M","Christian",NA,1,NA,-1,-1,-1,1,3,1,1,1,5,5,75,3,NA,NA,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Improves slightly",1,0,0,"Insufficient",3,2,4,2,5,4,3,5,5,"Agree",1,"Agree",10,"National Government","Severe",8,2,5,5,4,"Sometimes",0,"Uncertain","Few per month",5,5,5,5,5,"2. Negative informal sanction",1,"1",0,"5","Not by boat",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.967271783670603,-1.18629996035972,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,1.33807879441758,-2.52081042119291,4.89976653120902,-0.504162084238583,0.979953306241804
720,"1a8d3ebf-e1b9-403e-a96c-aae016b02022","PHL","Caraga","Surigao del Norte",NA,"San Fernando",1766,9.873409,125.945879,"SDN_DelCarmen",5450,"Established by FF",3,"Strengthened by FF","Surveyor","San Fernando","Parent","M","Christian",NA,1,"Caraga",1,1,1,0,4,0,1,0,4,4,NA,NA,NA,NA,100,6,NA,NA,100,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same",1,1,0,"Tight",4,4,4,4,4,4,4,4,4,"Neither",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Never",0,"Confident not","Few",0,4,4,4,4,"2. Negative informal sanction",1,"-1",0,"4","Own",0.976564042877258,1.81417467801027,1.97951215663525,0.0208472915768021,0.0309160275647251,-1.144450321836,0.590005956520217,-0.863467648623278,0.138977080494165,0.250553665377789,4.8220141966643,-1.0283812680671,0.964402839332861,-0.205676253613421
721,"1a9739b9-6350-4f3d-80aa-0a0178d2aebe","PLW","Melekeok","Melekeok",NA,"Melekeok",2809,7.510106,134.605342,"Melekeok",30570,"Proposed",1,"Proposed","Community Member","Melekeok","Child","M","Christian",NA,NA,NA,1,-1,-1,-1,5,1,-1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,"Declined slightly","Declines a lot",0,1,0,"Tight",5,1,1,1,1,2,NA,3,5,"Strongly disagree",0,"Strongly disagree",2,"There is no enforcement system","No punishment",0,1,0,2,1,"Never",0,"Very confident not","More than few per week",5,5,5,5,5,"2. Negative informal sanction",1,"0",0,"5","Not by boat",0.976564042877258,-0.612178288310995,-0.603141680570095,-0.925577200516999,1.24813201548917,0.862510451458583,-2.77529724932395,0.856123921978765,1.25304740683387,1.33807879441758,0.0837988889683388,1.53446332536485,0.0167597777936678,0.306892665072971
722,"1aa2bdaa-034c-4810-9858-971bee3f1b60","HND","Islas de la Bahía","Guanaja",NA,"El Pelicano",602,16.448128,-85.891492,"Guanaja",216463,"Proposed",2,"Established by FF","Community Member","El Pelicano","Household head","M","Christian",NA,1,"GUANAJA",-1,0,-1,0,5,1,0,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Tight",3,3,2,4,4,4,3,4,3,"No dependance",NA,"Strongly agree",10,"Subnational Government","No punishment",2,3,2,3,1,"Sometimes",0,"High chance","Few",5,5,5,5,5,NA,NA,NA,NA,NA,NA,-1.0864622756227,0.600998194849636,-0.603141680570095,0.0208472915768021,1.24813201548917,0.862510451458583,-1.09264564640186,0.856123921978765,1.25304740683387,1.33807879441758,0.180373545722808,3.21711492828694,0.0360747091445617,0.643422985657387
723,"1aaddf46-bb7a-44da-aae3-fc08cdc3db7e","PHL","Western Visayas","Antique",NA,"Union",1860,11.763381,121.896011,"Antique_Libertad",13066,"Established by FF",0,NA,"Surveyor","Union","Household head","M","Christian",NA,1,"Caraga",1,1,1,0,5,0,1,0,3,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Stays the same",1,0,0,"Insufficient",4,5,4,5,3,4,3,5,3,"Agree",1,"Agree",10,"Fisheries Management Body","Strong",3,2,4,2,0,"Often",1,"Confident not","Few per month",4,4,5,5,5,NA,0,"0",0,"2","Rent",0.976564042877258,1.81417467801027,1.97951215663525,0.0208472915768021,1.24813201548917,-1.144450321836,0.590005956520217,-0.863467648623278,-0.975093245845545,0.250553665377789,6.03923018458875,-2.14245159440681,1.20784603691775,-0.428490318881363
724,"1ab458b9-c9d5-4ed6-b39f-8830f52d9dc6","PHL","Caraga","Surigao del Norte",NA,"Malinao",1779,9.782405,126.128648,"SDN_GL",4825,"Proposed",3,"Proposed","Surveyor","Malinao","Spouse","F","Christian",NA,1,"Caraga",-1,-1,-1,-1,4,1,1,1,4,4,30,12,NA,NA,50,12,NA,NA,NA,NA,NA,NA,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,"Declined slightly",NA,1,1,0,"Tight",3,3,4,4,NA,3,4,4,4,"Neither",1,"Agree",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Sometimes",1,"Confident not","Few",3,4,3,3,4,"2. Negative informal sanction",1,"-1",0,"3","Collective",-1.0864622756227,-0.612178288310995,-0.603141680570095,-0.925577200516999,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-3.19644341745607,2.69817107582952,-0.639288683491214,0.539634215165904
727,"1ac8f554-bb64-4973-bd2b-62f4d7d53831","PHL","Caraga","Surigao del Norte",NA,"Rizal",2283,10.034719,126.044681,"SDN_SantaMonica",56762,"Proposed",1,"Proposed","Surveyor","Rizal","Household head","M","Christian",NA,1,"Caraga",-1,-1,-1,0,4,0,1,1,4,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same",1,1,0,"Insufficient",4,3,3,3,5,5,5,4,5,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Sometimes",0,"Confident not","More than few per week",4,5,5,4,4,"2. Negative informal sanction",1,"1",0,"4","Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-2.25001892536227,0.691210302534939,-0.450003785072454,0.138242060506988
728,"1ad3de45-04ea-49dc-828f-34a528ca928a","MOZ","Inhambane","Massinga",NA,"Pomene",236,-22.906747,35.556889,"Pomene",6893,"Proposed",3,"Proposed","RARE","Pomene","Household head","M","Christian",NA,1,"Malamba",1,1,1,1,4,1,1,1,4,4,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Improves heavily",0,1,0,"Tight",4,4,4,4,4,4,4,4,4,"Agree",0,"Agree",7,"Fisheries Management Body","Weak",1,1,2,8,8,"Sometimes",0,"Confident not","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",0.976564042877258,1.81417467801027,1.97951215663525,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,5.76843868875811,2.69817107582952,1.15368773775162,0.539634215165904
729,"1ae0401b-739e-48f7-b0b7-76294fa3d996","PHL","Western Visayas","Antique",NA,"Pucio",1856,11.761198,121.855184,"Antique_Libertad",13066,"Established by FF",0,NA,"Surveyor","Pucio","Household head","M","Christian",NA,1,"antique",1,-1,1,1,4,1,1,1,5,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Stays the same",1,0,1,"Tight",4,3,4,3,4,5,4,3,4,"Agree",0,"Agree",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",5,5,5,NA,3,"Negative formal sanction",1,"1",0,"4","Own",0.976564042877258,-0.612178288310995,1.97951215663525,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,0.250553665377789,3.34208572243684,3.81224140216923,0.668417144487369,0.762448280433846
732,"1af4a372-e292-4bd0-bed3-21c5616180a4","BRA","Pará","Soure",NA,"Bairro Novo",2314,-0.715694,-48.526472,"RESEX Soure",27464,"Strengthened by FF",0,NA,"Surveyor","Bairro Novo","Household head","M","Católico",NA,0,NA,-1,-1,-1,2,4,0,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,"Improves slightly",0,0,0,"Tight",5,NA,5,5,5,5,2,5,5,"Strongly agree",-1,"Strongly agree",0,"National Government","Strong",2,0,0,10,0,"Never",0,"Confident not","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,1.9136962757644,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-0.357169941174666,0.691210302534939,-0.0714339882349333,0.138242060506988
733,"1b189ec3-1c9b-4432-aeb3-a433272628a9","PHL","Caraga","Surigao del Norte",NA,"Asinan (Pob.)",2083,9.877165,126.091559,"SDN_Pilar",8849,"Proposed",1,"Proposed","Surveyor","Asinan (Pob.)","Household head","M","Christian",NA,1,"caraga",1,-1,-1,0,4,1,1,0,4,4,NA,NA,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,12,NA,NA,NA,1,NA,NA,NA,"Declines slightly",1,0,0,"Sufficient",3,2,4,2,3,4,3,3,2,"Neither",0,"Neither",10,"Subnational Government","Strong",0,1,10,2,2,"Sometimes",1,"Confident not","More than few per week",4,4,4,4,4,"Negative formal sanction",1,"1",0,"4","Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,-0.863467648623278,0.138977080494165,0.250553665377789,-0.186992606862305,0.978579505227476,-0.037398521372461,0.195715901045495
735,"1b3458da-0262-4582-aeea-1fefaac03dab","BRA","Pará","Curuçá",NA,"Bairro Alto",2572,-0.726644,-47.848731,"RESEX Mãe Grande de Curuça",37062,"Strengthened by FF",0,NA,"Surveyor","Bairro Alto","Household head","F","Católico",NA,0,NA,-1,-1,-1,0,4,1,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,"Declined slightly","Declines slightly",0,0,0,"Tight",4,4,4,4,3,3,3,5,4,"Neither",-1,"Neither",0,"National Government","Moderate",4,0,0,0,0,"Sometimes",1,"Confident not","More than few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,-1.09264564640186,-0.863467648623278,0.138977080494165,0.250553665377789,-2.25001892536227,-0.704072097694605,-0.450003785072454,-0.140814419538921
737,"1b441d2f-095b-40b4-bed8-19399fccc150","PHL","Caraga","Surigao del Norte",NA,"Garcia",2160,10.045351,126.062193,"SDN_SantaMonica",56762,"Proposed",1,"Proposed","Surveyor","Garcia","Spouse","F","Other","Pentecostal",1,"Caraga",1,-1,-1,0,4,0,0,0,4,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined a lot","Declines a lot",1,1,0,"Insufficient",3,3,3,3,3,3,3,3,3,"Neither",0,"Agree",10,"Fisheries Management Body","Strong",0,3,0,0,3,"Often",0,"Uncertain","Few per week",4,4,5,4,4,NA,0,"1",0,"5","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,-1.144450321836,-1.09264564640186,-0.863467648623278,0.138977080494165,0.250553665377789,-0.186992606862305,-2.71103287098919,-0.037398521372461,-0.542206574197837
739,"1b6bb3a1-146d-4a32-8918-92d5266f6282","MOZ","Maputo","Matutuíne",NA,"Mabuluku",238,-26.239944,32.864944,"Machangulo",7106,"Proposed",2,"Proposed","Other","Mabuluku","Spouse","F","Christian",NA,1,"Ndelane",1,1,-1,0,4,1,1,1,4,4,40,12,NA,NA,60,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Declined a lot","Stays the same",1,1,0,"Tight",4,4,4,4,4,3,4,4,4,"Agree",0,"Agree",7,"Fisheries Management Body","Moderate",0,0,0,0,0,"Never",0,"Uncertain","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Not by boat",0.976564042877258,1.81417467801027,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,2.23936035945896,2.69817107582952,0.447872071891792,0.539634215165904
740,"1b77ed34-683b-45d0-b470-b645676707dd","MOZ","Nampula","Memba",NA,"Serissa",1143,-13.577402,40.584742,"Serissa",10759,"Proposed",0,"Proposed","RARE","moz1","Household head","F","Muslim",NA,1,"Lurio",1,1,-1,1,5,1,1,1,3,2,50,6,NA,NA,NA,NA,NA,NA,NA,NA,30,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,"Declined slightly","Declines a lot",1,0,1,"Tight",2,3,2,2,3,1,3,3,2,"Neither",NA,"Agree",10,"Fisheries Management Body","Moderate",2,0,10,10,10,"Often",1,"Uncertain","More than few per week",4,4,5,4,4,"negative informal sanction",1,"1",0,"4","Not by boat",0.976564042877258,1.81417467801027,-0.603141680570095,0.967271783670603,1.24813201548917,0.862510451458583,0.590005956520217,0.856123921978765,-0.975093245845545,-1.92449659270179,4.4030008394772,-0.590949508589768,0.880600167895441,-0.118189901717954
741,"1b7bc316-5c05-43ca-80c1-1fe76acf489d","HND","Colón","Santa Fé",NA,"San Antonio",2349,15.897313,-86.065464,"Santa Fé",52369,"Proposed",2,"Proposed","Community Member","San Antonio","Household head","M",NA,NA,1,"San Antonio",1,-1,-1,0,4,1,1,1,4,4,50,6,NA,NA,50,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Improves slightly",1,0,0,"Tight",4,4,4,4,4,4,4,4,4,"Agree",0,"Agree",5,"Myself","Strong",3,4,4,NA,1,"Often",0,"Uncertain","More than few per week",4,4,4,4,4,"negative formal sanction",1,"1",0,"4","Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-0.186992606862305,2.69817107582952,-0.037398521372461,0.539634215165904
742,"1b7dfc46-380b-4e33-a6c2-187e4f820723","IDN","South East Sulawesi","Konawe Selatan",NA,"Ngapawali",136,-4.402049,122.77231,"Teluk Kolono",3321,"Proposed",2,"Proposed","Surveyor","Ngapawali","Household head","M","Muslim",NA,0,NA,1,-1,-1,1,4,0,1,1,4,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Improves slightly",1,0,0,"Tight",3,2,4,2,4,3,4,4,4,"Agree",0,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",0,"Confident not","Few per week",4,4,4,4,4,NA,NA,"1",0,"4","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,0.759431885231496,0.691210302534939,0.151886377046299,0.138242060506988
743,"1b814952-4f1e-4e52-9b01-e89d44cadae4","PHL","Western Visayas","Antique",NA,"Callan",2168,11.66864,122.128398,"Antique_Sebaste",6002,"Proposed",0,"Proposed","Surveyor","Callan","Household head","M","Christian",NA,1,"Antique",1,-1,-1,1,4,1,1,1,5,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined a lot","Stays the same",1,0,0,"Insufficient",5,4,4,4,5,5,5,4,4,"Agree",0,"Agree",8,"Fisheries Management Body","Severe",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,4,"2. Negative informal sanction",1,"1",0,"5","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,0.250553665377789,0.759431885231496,3.81224140216923,0.151886377046299,0.762448280433846
