submissionid,ma_id,45_leadership_position
4dda9e3e-7cf8-414d-b6a3-34f1ccf984b9,164,No
5b0e88e2-c542-44c0-9e7b-e4595900ad22,164,No
89d57ed9-4fd6-4c0f-a0cf-84fff6bdc29b,164,No
99784f7a-6f20-4433-9df0-24287acd0329,164,No
2f698c12-b6c2-445f-908c-0b60b80ab913,164,Yes female
55c86ed8-94cb-47ba-9d30-cd5cf04049bf,164,No
3223755d-0d17-4d67-beb4-58e90346d1c1,164,No
6923d2de-0e8c-44c3-8b9f-549bae3d5dcc,164,No
835bc408-93a2-494a-ba62-82d507836026,164,No
1e10eae9-e408-45f4-a601-a03fcd1cd7ba,173,No
ca4c3a37-af67-4169-945d-d04e32d1f05b,173,No
9c6993e4-35ff-42f7-9e5a-13a538f7d3f1,173,No
c6255575-478c-4a02-992e-d7d7f1e96b75,173,No
921d5c84-fb1d-472d-a630-7e1735a37969,173,No
530caa42-b5b4-4312-aa7e-471f5d16f767,173,No
d8987a53-86bb-4ed2-b03d-ef112201858d,173,No
9786154c-90a4-49d9-811d-e3b18a9e4a20,173,No
7c17b8f3-6e5d-4b36-9530-0dd025d990bb,173,Not sure
aa5bf337-4e17-49a0-b614-d263a91e55c0,173,No
229f2831-ecd2-4978-bd17-8d764b2a6587,173,No
4dc3217a-cc87-4109-9076-1e319a39f5d2,172,No
b4fd218d-dcf5-4aaa-96e6-fb5a911d477c,172,No
45007b46-cef1-4ee7-b4c6-47bc8be6c8c1,172,No
790b94e1-934e-4da3-a130-648f8230e9af,172,No
c8b233bc-059a-4846-bc5e-850fbf0d71cb,172,No
a6a92a87-f013-4c9f-9d61-b5e9480edc0c,172,No
6a6a63e4-68a0-4119-9545-2c8bf5bf8068,172,No
78631a77-41ff-4df0-b176-5b537a81f421,172,No
a6498338-7ab4-450c-9b29-64d93667aead,172,No
023e9e8e-843f-4f77-8998-2a7e36e28deb,172,No
b56797f5-aa93-4082-8926-8b5ac9f94044,172,No management
13cd43b3-8f40-493a-b448-9902ca8d6b9f,172,No
2b2c7ee1-09b0-4a02-b6b2-db74d7c5c8de,172,No
4999f352-1535-40cf-a959-bb2c32340b1e,172,No
f5f08e01-56f9-4db0-8eb0-4f26f98510b2,171,No
b7897ca4-4dba-4924-a1c1-e60aca437676,171,No
9abf306d-04c0-4341-b3e1-ca9a06bb37e3,171,No
2428ef70-1df7-401a-a87a-2fcc5758a0b0,171,No
55ad2cef-37be-48cb-a689-4bb1547a22f3,171,No
ac8446ca-4c7e-4e15-b445-e32295fa35be,171,Yes female
3cc3d3bd-3198-4820-af4f-3e50cb440f1a,171,No
6576d8a2-88c9-44cb-b1b3-03aa541e9235,171,No
ac85e546-699d-4c31-85ce-0540db1f3074,171,No
b7c5e925-82aa-42e2-a014-c88e9ebd4dde,171,Yes female
2dd81100-25a9-40f5-a12f-e81ffd936406,171,No
a08d3bab-11d1-41fe-a127-db77b9f6374e,171,No
0685631b-f760-4171-bd94-d3d5443921a3,165,No
43d45379-a4d3-46a3-bde9-7973a73eebba,171,No
e8168fb9-eb70-4346-8f76-b6ab095595c5,171,No
999fa2e7-cee8-4332-9099-8d2f43a5f54c,165,No
1e3f0662-5e5b-4733-8f6d-0d4584da9e92,165,No
1ea92d14-d014-4c58-80f6-08f4a242ad9f,165,No
c2b933c6-57ab-4344-8bfd-1f3b0cbcf2a1,165,No
9c3056ad-e944-42f5-b32f-1b962bc8a538,165,No
ed957971-cfe1-4b79-bbb8-9cfb563a9f27,165,No
b1a84939-f9bc-49a0-9fc2-cddf1a570842,165,No
65f41e9f-e84b-4765-bde6-34eb082c06ef,165,No management
ae133d52-29d5-4b5d-8a40-f28123b3628f,165,No
1b3458da-0262-4582-aeea-1fefaac03dab,165,No
47e73fe8-c240-41d0-bac5-ca1147220d8d,165,No
ce3bd8fc-1b85-4f03-bbf9-4934c5e38cda,165,No
8627c2d8-36db-4634-b56a-44c04ab1ac15,164,No
bad65fd5-6ad2-4ae2-a530-b248c9adca86,164,Yes male
f4e091e9-d705-4bac-8171-211f70a128c4,164,No
b99c2700-17d9-45f9-a512-be4c11e01d82,164,No
5cc68d71-595e-42c6-97f1-f30ae6ce4afb,164,No
f124ae80-765d-4f8f-807f-ea9349d7ec55,164,No
30230b79-332c-4fbe-94b7-21e275d98876,164,No
e9402efe-7cd3-4c94-b801-ecac35f5672e,164,No
c6edcda0-fc55-4491-876c-78bf295486de,164,No
96fe3103-d128-46ba-a1c7-1ac87dbb335e,164,No
9cccf170-476b-427d-aaba-6d344ee4d025,164,No
9fa0acd1-ace5-4bb5-9ba6-aca5441c571c,173,No
fa9e851d-dee0-4f00-add7-ada10c340f99,173,No
4c8c6ca4-b9cd-4186-b26c-571db0cf16e6,173,Not sure
5117e153-ca03-45bd-a077-a98b0a7d0cbb,173,No
f6e19cdb-5641-4f8d-b59f-39260f8e6e6f,173,No
4f0a4273-f597-45fb-9e83-57c91217976b,173,No
554b0f80-1caa-4f9a-b41a-b27addef0ec0,173,No
9d4eed4b-ad14-4f32-8a5f-f107b3619ecb,173,No
98050631-8260-4628-b68d-cf2b91bcac79,173,No
25595eae-fc54-4ebe-acdc-f69d23406cb8,173,Yes male
c75118f6-6e59-49f0-9373-a94d3ac52599,173,No
994f92ba-fe20-42c1-a239-134918fd3cd1,173,No
6c2eb43c-3277-4373-830a-efd7af0d40d3,173,No
1fc548d9-423e-4259-9efc-bc814647de90,173,No
c14efdd8-133e-450e-b960-e464e20fbe18,173,No
b315fb23-f6f5-4241-9622-deb6a56aa5e0,173,No
22d40e5b-fc91-4f92-9c0b-ea521b820627,172,No
e5db4617-8321-4d0b-b474-3635ee478200,172,No
0470c1d7-20de-4eac-8a3a-11ba29f95044,172,No
7f116504-b520-4cea-8152-d939f3fe55c0,172,No
0476ba26-92dc-4e35-aa9d-5e65c7fef40a,172,No
dafce268-f6ee-4aa5-ac85-6de64f022b30,172,No
4392b5ed-13ef-429b-9261-6008af24083d,165,No
41dd292e-f099-4490-a82c-a29bbdd9d350,171,No
c3861ef5-731a-4b78-89c9-6c28fd7ad37a,171,No
34fcc522-909a-476b-8cc3-23f469b3e26b,171,No
0237e442-d57a-467f-be06-d4eb625568c2,171,No
d157df9c-309f-4aa8-a2c2-84c4b5416ddc,165,No
1a547b57-05f3-48fc-b6a4-2014112db5e2,171,No
ee97aac9-e7a5-43a0-9715-6932a26ff74c,171,No
ea14c800-21c2-41d8-86d7-2ec43a8bd524,171,Yes female
493216dd-3966-4b3a-8c91-d7602e2e270b,171,No
14912652-5fcf-4599-9ed7-0cae0ba2eb11,171,No
5baea77d-fa22-4f26-9a31-62b82eea7511,171,No
afba3eb7-5649-4954-acae-476aaa25852d,171,No
9eb6220b-d06e-411b-9344-ad07379f4f69,171,No
674bf13b-00e5-48b9-9a07-bcb766108ff1,171,No
842c07e1-2bea-4813-93be-e4c0b9342607,171,No
fb25f487-017b-4aa8-928d-f0d7d877e311,165,No
9e466c62-c643-4f84-b763-53594f533e4d,165,Not sure
9c6ba031-58bb-48ff-a386-1519e23e9caa,165,No
f737e13d-93d5-49ef-bb08-a04d4290a99c,165,No
dada7637-ee94-4a04-8f44-8739555a333a,165,Yes female
f5f3b5e5-a16b-4a94-a1de-82317c961b55,165,No management
2228f5d2-a188-47e7-b575-6f6fb53f9df5,165,No management
71aa6388-ebcb-43d5-99d9-fded79f7b67d,165,No
a28d0571-d8a3-4c68-beb6-4b8a72f64aab,165,No
66e266a2-3425-46b0-b818-4dcecbc37b90,165,No
0e6d0fa4-d3c6-4788-96de-03fcb030b63a,165,No management
4d51a66d-f8e1-47e1-bd9a-4cdbbccf9428,165,Yes female
a462437a-2481-40ab-bafc-764ef379f8aa,164,No
29f8d3ed-cf1c-4d8b-8425-23df00a728a1,164,No
6c3b932e-ffc7-4f03-b0d2-5e32b6794a13,164,No
25fe3c17-124c-49ae-b158-7ed0eb024094,164,No
3b6e928e-6aae-4ac4-aa5d-9990c5b32efb,164,No
cf299c98-1273-4cfd-8750-158566cc2e3e,164,No
ead31c9d-ae2a-4093-983e-ce641e65184d,164,No
0df10e92-7aec-4185-8fe9-28d8b1552c28,164,No
ed3ada9c-0019-4944-836b-a822c4a759c2,164,No
ba8dbca3-efe1-4f3e-97c6-8df05019ec19,173,No
e5c35548-7c68-46d1-9a25-78f6b8b24f65,173,No
957a5fcd-69b3-42e0-b9ae-06b992b309c5,173,No
e5f01b31-263a-484c-84e5-89a3e0f5734a,173,Yes female
83648cc4-c5c2-437f-881f-f74d4d80a071,173,No
75dd0b4c-859f-44e9-8325-adddfc01c767,173,No
3f2db297-dc5a-4a9c-8750-ed3ae813956f,173,No
3f2db297-dc5a-4a9c-8750-ed3ae813956f,173,Not sure
ff025c4a-03c6-4b43-8e58-87a12afe2b7f,173,No
1d7c3eeb-078d-4f62-be08-9be0571c9380,173,No
df75f65c-9fea-45e6-9751-6a0025524c92,173,No
774396a8-3d11-4f6f-954f-14a8b8cc77a8,173,No
105d5dc1-7b28-49e0-886e-58b9ec0dc076,173,No
acdc2393-79e3-4ba9-bf48-5d0c62158b3c,172,No
4f0fdb10-d911-4742-991f-a4d832c3441d,172,No
74ff1124-bcc9-4c7e-acd1-9fb33583bbee,172,No
22f24621-10ee-4b6a-b246-e4bf1ffce8ec,172,No
89f534eb-4a0c-41ad-a71c-6147d0bb87ee,172,No
69b1af68-115e-4633-a451-5f3978709867,172,No
4d0c1024-3fc9-43f3-a275-73d88c285dbc,172,No
c2692ba7-bf2c-447d-860c-6d78d1f6f80e,172,No
a6fe9225-120e-4571-9adb-616574a956f0,171,No
0f868c46-aecf-430f-b0a7-2fc2ac384687,171,No
6eb13a0b-0449-4904-ab34-1b758a71c4b4,171,No
35eff8f9-5742-492e-ad28-0e0b6346c3e6,171,No
7195509a-ca60-46e7-a993-6da5ca675bbd,165,No
005c4863-fd79-4417-9aa9-ce36037741f4,171,Yes male
4eb844be-4294-41c2-a14f-0868311bf1c5,171,No
cd9b7bb6-2ae2-4eb6-aace-e20b6e4e4316,171,No
ad32798c-4ab3-4532-9461-3614715967a3,171,No
ba686f74-6dd6-4acb-90a1-e06626ea9dbd,171,No
6c9a7894-49d5-4885-a77a-615489de1d9e,171,No
a982b72e-a9d4-40c5-bb54-67b32f9e4896,171,No
1c8f747b-f82a-48ec-9be8-427c172c022c,171,No
33644b6f-9eba-4afe-90c5-dc681b53b86d,165,No
e9e3522e-a226-4f8f-9f19-19281c1035f0,171,No
5ff3617f-e7b3-4e00-b1fc-e461d12af075,171,No
b85b92c3-5e58-439f-8ba4-568cb8bb4c9f,171,No
395451b4-ecfd-496e-a87a-d598ff9186fa,171,No
8832cfb0-9f61-4b0f-95fa-80e7d70afca5,171,No
70bf8724-98d3-4852-bf7b-34a5a05b7b98,165,No
ca49a8e4-bec5-45d1-8cd3-f4a2622276af,165,No
a8170e5d-4b41-439f-946f-401eba91325f,165,Yes female
6584a34e-1a92-4adc-b832-a3e292f4b3bf,165,No
ece90540-a294-44fc-aabb-48c7c9ea2f92,165,No
89b213d8-8b1e-4ce1-9f71-d221b36d20c9,165,Yes female
02294751-6876-4c96-a07d-945ae85f4150,164,No
7ed7da41-ba61-4d28-9d84-89e0d6ee416d,164,No
a663724a-c83d-436b-8cd3-e922ac54287d,164,Yes female
1780a70f-cd6a-459c-a89d-5a87c8f36902,164,No
43de9c23-e734-4506-9730-35988571f2d4,164,No
f5033f3f-46eb-490a-99af-c6741006de53,164,No
16f5c8fa-f756-4e22-8c4e-9262bc334f43,164,No
fe63d6a2-3fc8-4efb-9791-99ebb6cd311e,164,No
4d3fac4c-ad06-4dcd-a6ab-bacd7282ca20,164,No
a9f2b470-fb23-4913-901e-613b3fd01a95,164,No
c7ab071a-aa49-41d8-be1c-8c663650f8c3,164,No
50c6ea7d-3a85-489e-8821-67ffabc80edc,173,No
53dbc7a2-3686-4f8e-820a-10a6cf82f652,173,No
353ac34d-b087-42fa-b548-3adc6e509428,173,No
17436f17-40ef-4129-8537-302e8f3d699e,173,No
90e4945c-9ce8-4f72-b0ca-e9005016bff6,173,No
6e1c2acc-e5ca-4fd1-b550-c5e28e1d4e91,173,No
dc757920-7372-4650-a43e-67394c3cd335,173,No
27474fcf-ffe1-459b-81ee-89a4f77a204e,173,No
c482bc52-9491-46ee-88c9-ad1dad985756,173,No
a690015d-f42f-4ee2-8b69-394d133746ee,173,No
c29d4590-a369-49e1-88b1-1148070160b9,173,No
991bee55-2b2f-4f41-9332-f8033ed1d4d7,173,No
56ab2733-a19d-4a36-9656-35037c41d0d3,173,No
882dda91-6f45-4901-bb19-513e2710a903,173,No
48cd1918-e681-4992-8f4f-45ad0174d437,173,No
6cf6d47e-94a2-4375-96b6-36eaf8593d77,173,Yes male
2166f289-d782-4c4a-8c65-67d832811e07,173,No
967a8342-1d3c-4f8c-9c43-53ecbf96b23f,173,No
bcd163fc-a37e-47bc-b1cf-addc4ef90c80,172,No
85218d6c-7e5e-4b7e-ba89-7c634a09d8fd,172,No
a418bac3-7477-485b-b51c-bfb4755f6b20,172,Yes male
38a4d447-c29f-4da9-a34f-b050b6a22491,172,No
0f6be38d-47ac-45fd-908a-3169ae0f6d53,172,No
65cf5d11-de1b-46e7-a034-0dd8d8c417fa,172,No
65410e07-0d04-4f83-b204-1445c41f4f5c,172,No
4cfb1eab-5f8e-4773-9012-d3409ae28b2a,172,No
4287fa11-c61c-47b7-91e4-ce1336db9ce8,172,No
3439ae8b-7672-4cd9-bab4-8974199f5ff8,171,No
36e3ef1d-5908-4485-9419-025cad1a6e98,171,No
159e4345-9358-470e-b36e-b1808129be8c,165,No
7079e82f-0952-4ecc-b9fd-fe8159aa6882,171,No
d18c32cf-f2ef-4779-a2c9-aec446c740f4,171,No
c015a4da-1d7d-4f1e-b8e5-af1ad8e9f698,165,Yes male
cbc8d223-79a6-4a94-8b96-6132a61d0c23,171,No
5bace073-2625-4a30-8bde-8b7a66d41621,171,No
5afc4ee2-766f-48ce-a87c-507cda1a9280,171,No
1f1e3029-e01d-4786-8ee5-eaad52fd2547,171,No
3ebf40f2-b3a3-43a4-88a7-f1803874110e,171,No
53b3a7ad-b165-4ee7-8928-980c6b6de0d6,171,Yes female
3ca05798-d4b7-4149-b605-d3fc45b6306b,171,Yes male
3b821962-076c-4d99-a4ae-b223cdbeeb8f,171,No
045e05a2-da0a-44d7-8a18-4eb41201f2d1,165,No
1cb9044c-7ccb-44a8-a0a0-a83c62df5b44,165,No
d76c22ad-1c4a-41bc-a2ec-358796a82442,165,No
c2f7a256-55f1-484a-881c-67c4577b96b8,165,No
5b6bc2f0-b2b6-44e0-b02b-2ebf62e34968,165,Yes male
80b6cacd-a4ae-491e-8cda-abafaba84d56,165,No
538e3acb-6a01-4abf-a560-74a3f107659c,165,Yes female
97543ef2-14b2-4452-b680-489eed4ba935,165,No
b505d627-3fe0-4bb8-a1ed-8fb7fa0822de,164,No
5c039e40-702b-4a1b-be70-5a7db8245ebd,164,No
d019ab64-c765-458c-ba54-475efb7ac8c7,164,No
e5186b90-3401-46e2-90aa-169872763914,164,No
36d32de2-1ef6-4891-b9cb-3ce88b7f0843,164,No
46f44683-8e31-41f6-9c4e-44252cc9c53c,164,No
41a81ceb-0a1d-4540-9201-18e400dcd628,164,No
060b738f-9e65-4f74-b346-ab0a16b06fc0,164,No
d81e40d5-8a15-45b2-96b6-54a6a256720d,164,No
2002db9e-7a0a-4dee-acee-ba1b97e56981,164,No
304fb61e-70ad-4b16-a02d-afac460efca0,173,No
6bf7162b-3dc5-433f-a9f4-4b1291b73c5d,173,No
35a993d2-d971-4001-94ba-6fd9c81fe108,173,No
abeed387-4652-456a-944a-ea6394e37c41,173,No
0082ef4f-74ac-430a-bfab-71bca5e666b7,173,No
a5a85f2c-5176-4e1c-8acd-293e0076d199,173,No
ed87c717-2ed0-4cd8-a473-7b5b8552a2da,173,No
a5ae5ee2-c9aa-4c36-b92d-3ea9078e0b74,173,No
c4914716-d4f7-47c6-a9d6-028255fd8177,173,No
9d229fd0-18bf-40ed-be4d-f9ee6872ff7c,173,No
755cc54f-a6e6-415c-8228-675af68d601b,173,No
8e790e0e-0d2a-443c-8ba9-1019ce9b052b,173,No
cf7920c9-c7b6-4115-85a2-59d9de6efbbd,173,No
6c2eb43c-3277-4373-830a-efd7af0d40d3,173,Yes male
6f6ad3c7-f7b7-4334-af41-e78fe627ff3a,173,Yes male
a8336bb4-039b-430e-af37-82c606c8e37b,173,No
29f59fd6-9bfe-4e44-ac58-cab328a0e6c7,173,No
91a30e49-c082-41ef-a602-6f608f83f348,173,Yes female
d5799f08-145f-478d-a9c7-dadf46b66cc1,172,No
98bde1d3-3fbb-4682-99fe-4395b0dfe2ac,172,No
4f231a9d-a64b-4e2e-8a4d-a73b207d866d,172,No
8b3e6237-7caf-4c0d-8604-acb502677717,172,No
c8b9e1bc-a4b2-4789-b42d-d5de77c0a9fa,172,No
c549b8eb-7a23-4d83-93a9-c34bed088983,172,No
e49639a4-0665-4aee-a522-f68015a66765,172,No
7c994999-14f1-4879-a18a-651d7dc938df,172,No
bcf4c6bf-2296-4eb0-ba82-b2441cc16202,172,No
0b823b1f-d511-4a01-8b47-0cdf88dbcbb3,172,No
0476ba26-92dc-4e35-aa9d-5e65c7fef40a,172,Yes male
07416048-16cb-4a44-ad9c-4101cd49ff5c,172,No
c547b836-16c0-4944-9411-a727cd87cf3d,172,No
df2214d7-fa65-417e-9a7e-a83a7f46297a,172,No
f7937b7b-b33e-473f-84a1-7cc8ed39e6d6,172,No
bf963a80-2bc4-4904-82ca-de330d3f453a,172,No
763bf189-29ea-485e-af06-8490ae13c4f7,172,No
481050de-7575-41be-99b1-b42df0a66112,172,No
3af823e1-b147-4ee3-b49d-35a018854ff7,171,No
342be7b7-dd52-4a3f-b0a2-d1ab6109ef96,171,No
b415aa52-01ad-44d7-acc5-2f8db72895b5,171,No
84f6ca82-a6bf-4836-b1af-0ecc65b9bac4,171,No
50d9feea-cec9-42f5-bc4e-48761dad4cb7,171,No
d47c5450-e72c-4c39-b8c9-eea8dae90ded,171,No
4d1e2967-6edd-425d-89f7-23c98d608e8f,171,No
69fcf61f-664c-4b83-ac81-6b23acc28f31,171,No
cc4b57f4-23aa-45ad-bf5d-21824205dc27,171,No
93cbebb2-6fe0-447e-8df6-db4ab441e4ab,171,No
2a14b12f-7b27-4533-9aa2-66428d471060,165,No
e44ad760-d117-4f58-86d5-cf7a54654337,171,No
4ce79ee0-d0f1-4571-8288-22222f937413,171,No
9dd2ed88-5af4-4983-adb3-49c2e578f386,171,No
cab1db93-3cda-4451-bdf8-07f3dd963ca9,171,No
c4d15c8c-516b-4a7b-a1c6-d8f5867ed13d,171,No
eef67e28-bab8-4476-b740-45d2e4b65c6c,171,No
31ebd157-4420-4063-8cfe-a4fae1171481,165,No
7acf9477-f813-49b9-876d-660030999ecd,165,No
9b47bea8-3029-4907-b092-5373806a59e3,165,No
71aa386e-dbac-4007-b3bb-d709dd415861,165,No
f903dbf2-fd02-45dd-b406-0f0b1f5f6ffb,165,No
7c44152b-8c75-4995-9e90-d15fe0714f2c,165,No
b4ac8ac2-f257-492f-9d33-95f1c6766aa2,165,No
e63585cc-e071-4d36-820b-30db24994d7a,165,No
18e15e6f-fd3a-46ba-83ce-48fd15f5d6ba,165,No
aacdad73-76b1-47e1-aff8-91c87a3b0258,165,No
b7f22c02-a032-48d7-b814-90c369611cbd,165,No
6b20cdd4-0a75-4f19-912d-c7745f83ec0a,164,No
657403e7-8f0e-4d75-879b-04f9890b248b,164,No
192c4963-ca02-4eaa-8ca5-a3654eed7bc8,164,No
7c138ffa-d0cd-4c5f-8a2a-ef56051652c3,164,No
c6485d90-ecef-4e5c-afe7-71c7cac7e234,164,No
9f307055-154a-4005-b6fe-b5509644ca8b,164,No
e58e0e18-8a35-43af-8757-b4b8382792b2,164,No
1a11bad5-e971-4f03-aa2a-97f674b92aa4,164,Yes male
c2c78891-82de-49ee-9869-9c9ece914420,164,No
3ffe1ee1-a166-4fa7-a7d1-db4505023127,164,No
84a5e05a-8806-46d9-aac9-f3b3f3075dcb,164,No
abb7ac9c-d837-481c-a16e-0349cc1bc6d9,164,No
57ace634-c488-45e2-923b-f84d9878f463,164,No
7c44e168-5c0b-4019-9390-f59848535fdd,164,No
988a6048-de15-477e-b2d1-795f820b1d31,164,No
e4507bc0-ea1e-4c37-80c1-3ab7ce8313c1,164,No
9efabc1b-df11-418b-8e75-e1f221733a6f,164,Yes male
b337412a-7a5c-4a1c-9566-f45d6a13d35b,173,No
9fc6fd69-3f6d-461a-a2a2-ea4cef1c8453,173,No
da5bdc7a-47e4-4586-a4c3-2ac69f6385c2,173,No
388f410f-6fb8-401e-bdaf-41cc2fedde02,173,No
896a05d8-6e8f-4331-89fb-01e23945268c,173,No
835c4fef-f2aa-42b8-bccd-c3a486a0b829,173,No
303fd5e0-49f3-4b36-b060-78f64d139b2d,173,No
4c256b91-cae7-431f-ab5e-77612e7c168c,173,No
93d358cb-2a36-4d6f-aa4e-a8b04d36df22,173,No
01a917df-4b80-489c-9c81-9329eedc2719,173,No
1ce1f099-17d7-4617-8e16-b3486d3861a0,173,No
c9d9f19d-6739-404e-b722-eeabad700433,173,Not sure
f1f3a9cb-55f4-4ddc-bfed-33dcac1a738b,173,No
a257b682-c6d9-4e18-8378-d7471984a67f,173,No
d34759bf-cba1-4b96-a663-7632469e0abd,172,No
68c3567f-bd51-4636-a83c-aa3a13ca78da,172,No
79a5cbc5-1c6c-4c3d-9366-931422162e88,172,No
3b12cf93-ad44-4166-966d-69763591e77f,172,No
4f9c5815-a319-43ba-8475-c3cf0957781d,171,No
03753d60-71b6-43a9-a33e-56d185e40d57,171,No
cfc6f2d2-80c1-488f-9a9c-6e951ce421d5,171,No
27608da8-b598-46a0-8674-4d0158d861ba,171,No
b911a851-f041-480f-bfb4-102aa4892d55,165,No
65debc7e-218e-40c9-9f58-1c43add7e854,171,No
52383f36-7905-4478-bc9f-148b888f45e5,171,No
9c6c7291-abb9-41a1-94a8-6e95b674f369,171,No
dadcddd8-7ca4-47d4-afa0-abc8d36d86cd,171,No
18bccd81-ebcb-4403-a73b-9558ab72d6e3,171,No
a4e91103-8ff9-4bb7-9a2c-93151d133204,171,No
7471db45-d45c-4086-9bbd-4b618d5591e6,171,No
290da6b2-28c4-4f48-b90f-7f3d52980dfd,171,No
0af6124a-9173-46cd-9ffd-1d7e25ac3d54,165,No
788c5ea9-4e94-4f8a-a405-cbe78c6fa32a,165,No
ee2a80fb-baf0-4d5c-bc0a-787a9de5af33,171,No
e47ce9f0-a2de-4b86-92d6-f9ada1caaf3e,171,No
2fff7234-4d70-491d-b528-83b568bd2c05,171,No
19b79246-cf41-4128-be75-dcbe93b11179,165,No management
aeb73f65-2d87-4eb1-bcd8-53374f5766c9,165,No
84b6c5ba-cef0-4bdd-80bf-b5b970faffd5,165,No
f76cd9f2-afd4-40c0-b66d-a12436679110,165,No
693f3086-4064-4ef9-9db5-26088989cf9f,165,No
a622c306-2279-45da-b84c-9e10d6718e05,165,No
c68b8c39-7de9-4068-849b-fd3373bb3bd8,165,No management
6e119443-6bdc-4b9c-bba4-a8962c1361b5,165,No
14426a0e-31cf-4e3c-bab8-a8b8ce7cee43,165,Yes male
22a30cb4-a8e3-4ad5-9065-96bfd8c9158c,165,No
028d8d59-c4d9-48ec-a698-4aee0496ba6d,165,No
9b7553db-8e29-49eb-8a2f-9006d80f6470,165,No management
55777015-88a3-4270-91f8-2c4d7bd35fed,164,No
6718e194-7e0d-4b51-aa6b-314ab8dcd3fd,164,No
23dcd181-6d7f-48f2-bb4b-ffd06f35aac8,164,No
387cb1b8-5ad1-40cf-8e94-652d6b5ca9cc,164,No
bded8a50-1d7e-42c3-84a3-7efdf7e7ce60,164,No
4a76178b-7461-4d00-bfb1-1e50ff2b968a,164,No
e1bc2a09-3996-4754-a23a-b62f5769cbe4,164,No
07e33306-6f4f-4d74-b2f5-81f0dc6f6c71,164,No
ee643a4b-395c-451c-aa23-6e9690b7099c,164,No
e4d228ee-233a-4610-a48b-a9f98a910a95,164,No
7fc3bfba-8a54-4c73-b4f0-66b1af59f0c2,164,No
c5aee0ca-b390-4b7c-b544-2e691e4d1a5b,164,No
668384fe-7403-4651-8a1b-18215cb9466c,164,No
9f3444e5-01bc-47a0-9248-52d08c529726,173,No
aee0943f-9939-4215-a9df-9cbd2a32b22b,173,Yes male
c8016596-92fe-4b5e-94f2-cf4ad50d48bc,173,No
f28b317d-a3cb-49d0-b2b9-7b3de190cddb,173,No
055db05b-3fa1-466c-80c2-dcf734d8c6a2,173,No
3a5e81d0-44c2-45b6-997d-63f54cd15e2b,173,No
7c17b8f3-6e5d-4b36-9530-0dd025d990bb,173,No
4f2182e1-71d7-44e1-839b-e87087c8bc86,173,No
5a430b41-2102-4fa6-b5a5-5fada2c24cc8,173,No
e8ed9eaa-d8d6-4ca7-ab4f-2069d20b18de,173,No
0f32b086-b1ed-4b3e-b152-114901cb1402,173,No
959b6a2b-3992-486f-b6e7-8f1f031c5765,172,No
22d980d6-7550-4dca-87cb-d15d2793ba32,172,No
c13cd56a-b540-40c0-b966-3efab4e8821b,172,No
239fa6ff-dede-407b-b5e6-a5224849dc97,172,Yes male
11f40169-f562-4c9c-b032-64e993472ea8,172,No
8660380e-8333-484d-b685-8900ca0c760d,172,No
cc0afc64-450d-4876-89eb-fe77d8f96aae,172,No
ae69c40f-52fd-470b-bfcc-518d4bc260c1,172,No
78ed44bd-52ce-4fda-84ef-31bea55d152d,171,No
aac5644c-4cc7-45b7-bd5b-36dede5f8141,165,No
64e62bd1-d04f-4849-b592-49ddd67ac1e3,171,No
7268726d-2018-4e92-bc27-ab70e8a99a54,165,No
4c76608c-8bb7-4d40-b332-3089456f725f,171,No
3ebb5bf9-fea7-4e29-9a90-eece13fe367c,171,No
bdc64159-aaf7-46e9-8773-c78ab6c2782b,165,No
d4b12adf-e209-4ed8-a810-19e5d062426a,171,No
e2d3ba04-e71e-4002-a458-31c13a683f63,165,No
a82e752f-3d57-4158-a8b8-95e3d65485c6,171,No
04ab7c1d-2ef0-4cc8-9f34-0e2c77402a02,171,No
de120e96-6196-4e10-8344-d80de9ee355a,171,No
5f054428-89ba-4751-996b-a438d4c970ab,171,No
f1abeefa-918a-4803-9f30-5753fe7641d1,171,No
ec825557-2d66-4e10-8264-d4642d92545f,171,No
0097b5b7-dd42-45e4-a439-81d155129091,171,No
2f2e2d61-9aa8-4969-aeab-99f589f062ba,165,No
e6e0ff2b-82c5-4ccb-b6b7-e87175016335,165,No
d1180f66-80b8-45e9-9149-8e1316159390,165,No
a2433da6-7346-4db2-b16a-579322af342b,165,No
17a1f716-5b5c-4dc2-bb55-9f327e8a9aa5,165,No
4b67d0ee-4405-4135-982d-2d3dd1b5d222,165,No
418dfbb5-d5c5-4240-9389-fde5a05573ba,165,No
8893d5bf-7326-401e-bb32-4d555b55f14e,165,No
34b4dc23-2646-4e4b-8a3e-f16803b2dff1,165,No
a0f9d855-f9d0-40e9-8a6d-d879ba53a521,165,No
4d51a66d-f8e1-47e1-bd9a-4cdbbccf9428,165,Yes male
26f7ab69-dca5-46be-bf39-4c3d3a98811a,164,No
3c30462d-8f76-462a-8299-e029b4949073,164,No
1c56cdc8-047c-4f92-9872-3b3a0c968833,164,No
e1b5e368-89fa-4f2f-a943-8bacca42115a,164,No
277d95d7-b2d3-4a23-b22d-47178b8a6520,164,No
a7b606e4-91f6-4298-9e5c-030222d11f3b,164,No
cb060c01-d3da-4e25-8a15-9f5dad44f5cf,164,No
e7378520-b28a-4e1f-acc3-73a7f04e8e4b,164,No
15cb3d2a-50bc-40ef-976f-c567a4c66fd2,164,No
3697db49-6004-47ad-b6aa-4ea15ee6b9b5,164,No
