"","x1","submissionid","country","level1_name","level2_name","level4_name","level4_id","lat","lon","ma_name","ma_area","ma_status","username","x1_interviewer","x2_affiliation","x3_community","x4_ma_r_mb","x5_hh_status","x6_gender","x8_religion","x8_religion_other","x9_region_member","x9_region_name","x44_meeting_attendance","x45_leadership_position","x48_enforcement_participation","x53_encourage_regulations","x61g_fishing_change_behavior","x43_ma_benefits","x46_represent_interests","x52_ma_benefit_5yrs","x61a_current_regulations","x61f_rights_distribution_fair","x30_trust_local_decision","x67_reserve_boundry","x11a_income_farming","x11a_months_farming","x11b_income_harvesting","x11b_months_harvesting","x11c_income_fishing_artisanal","x11c_months_fishing_artisanal","x11d_income_fishing_industrial","x11d_months_fishing_industrial","x11e_income_buying_trading","x11e_months_buying_trading","x11f_income_processing","x11f_months_processing","x11g_income_aquaculture","x11g_months_aquaculture","x11h_income_extraction","x11h_months_extraction","x11i_income_tourism","x11i_months_tourism","x11j_income_other_wage","x11j_months_other_wage","x11k_income_other","x11k_months_other","x11k_other_source","x12a_fishing_men","x12b_fishing_women","x12c_fishing_children","x19_current_fish_catch","x22_catch_5yrs","x17_fishing_low_profit","x18_fishing_high_profit","x23_job_secure","x26_fishing_income_save","x28_buyer_loans","x29_family_income","x30_trust_community","x30_trust_community_neighbors","x30_trust_fishers_community","x30_trust_fishers_other","x30_trust_ngo","x30_trust_regional_decision","x30_trust_religious_leaders","x30_trust_village_alert","x31_my_community_ability","x38_reserve_fishing_allowed","x39_ma_boundaries_aware","x40_reserve_boundaries_aware","x49_enforcement_responsible","x50_ma_punishment","x51a_fishers_gear_not_permitted","x51b_fishers_reserves","x51c_fishers_ma_area","x51d_fishers_violate_fish_size","x51e_fishers_caught","x55_worry_food","x56_reduce_meal_size_adult","x59_food_procurement","x60_hh_fish_consumption","x61b_catch_recording","x61c_community_participation","x61d_strong_enforcement","x61h_individual_behavior","x61i_help_neighbors","x66_reaction_fishing_reserve","x66_response_fishing_reserve","x62_reserve_compliance","x63_fishing_in_reserve","x64_wrong_fishing_reserve","x21_boat_owner_status","x32_fishery_benefit_equal","x70_hh_average_income","x7_gender","x7_age","x7_relationship","x7_education","household_size","x44_scaled","x45_scaled","x48_scaled","x53_scaled","x61g_scaled","x43_scaled","x46_scaled","x52_scaled","x61a_scaled","x61f_scaled","x30a_scaled","eng_sum","agree_sum","eng_mean","agree_mean","raw_agree_mean","raw_eng_mean","cluster_no"
"54",76,"020fa7c5-268d-4bde-a099-21fe80506a2d","PHL","Antique","Libertad","Tinigbas",1859,11.759558,121.874179,"Libertad",35230,"Established","ramolo@rare.org","Analie","Surveyor","Tinigbas",NA,"Spouse","F","Christian",NA,1,"Antique",1,-1,-1,0,3,0,1,0,4,4,5,1,NA,NA,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Declines slightly","Once or never","More than 1-2 times per week",1,1,0,"Sufficient",5,5,5,3,5,5,5,5,"Agree",0,"Agree",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Often",0,"Uncertain","More than few per week",4,4,4,4,5,NA,0,"-1",0,"3","Own",1,5000,"F",21,"Child","University",6,0.978666720331889,-0.611918240625074,-0.602278281162057,0.0227416487419967,-1.1868444071046,-1.14856817451973,0.591813887830373,-0.86235442317803,0.140280269100647,0.251188145735725,1.28723970173683,-1.39963255981784,0.259599406705811,-0.279926511963569,0.0432665677843018,2.33333333333333,0.4,"1"
"55",78,"02284bd1-fdb8-4f5e-b699-b4d620c2f7b5","PHL","Antique","Culasi","Malalison Island",1732,11.41386,122.020479,"Culasi",151100,"Established","ramolo@rare.org","Jason rivera","Surveyor","Malalison Island",NA,"Household head","M","Christian",NA,1,"antique",1,-1,-1,0,4,1,1,1,5,5,5,1,30,12,NA,NA,30,12,NA,NA,NA,NA,NA,NA,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly","A few times","More than 1-2 times per week",1,0,1,"Tight",5,3,5,3,5,5,5,4,"Agree",0,"Strongly agree",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Confident not","Few per month",4,5,5,5,5,"Negative formal sanction",1,"1",0,"5","Own",1,6000,"F",36,"Child","Primary school",3,0.978666720331889,-0.611918240625074,-0.602278281162057,0.0227416487419967,0.0314776537862151,0.860974649689123,0.591813887830373,0.85733174956633,1.25525790797025,1.34089422436118,1.28723970173683,-0.18131049892703,6.19351212115408,-0.0362620997854061,1.03225202019235,3,0.6,"4"
"56",82,"0237e66c-cd19-49b3-9ca0-a239098edb47","PHL","Surigao del Norte","Burgos","Baybay",2408,9.993458,126.075527,"Burgos",9653,"Proposed","ramolo@rare.org","Rex C. Legaspi","Surveyor","Baybay","All 3","Household head","M","Christian",NA,1,"caraga",-1,-1,-1,2,5,1,1,1,5,5,5,1,NA,NA,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Improves slightly","A few times","More than 1-2 times per week",0,0,0,"Tight",4,4,4,5,5,5,4,5,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Often",1,"Uncertain","More than few per week",5,4,4,4,5,"Negative formal sanction",1,"1",NA,"5","Not by boat",1,3000,"M",14,"Child","Secondary school",3,-1.08434325939685,-0.611918240625074,-0.602278281162057,1.91476180856681,1.24979971467703,0.860974649689123,0.591813887830373,0.85733174956633,1.25525790797025,1.34089422436118,1.28723970173683,0.866021742059854,6.19351212115408,0.173204348411971,1.03225202019235,3,0.8,"4"
"57",83,"023dc17d-1e26-437b-81ca-c9c24abb29be","MOZ","Inhambane","Inhassoro","Nhagondzo",1145,-21.73053,35.28333,"Nhagondzo",4919,"Proposed","pomene@clrmail.com","Nur Rafael","RARE","pomene","MA","Household head","M","Other",NA,1,"Nhagondzo",1,1,0,0,5,1,1,1,5,5,5,0,10,12,NA,NA,90,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,"Improved slightly","Improves slightly","3-4 per week","3-4 per week",1,1,0,"Sufficient",5,3,5,3,3,5,3,2,"Agree",0,"Agree",0,"National Government","Strong",0,0,0,10,10,"Sometimes",0,"Confident not","More than few per week",5,5,5,5,5,"negative formal sanction",1,"-1",0,"5","Collective",1,9000,"F",20,"Child","Primary school",5,0.978666720331889,1.81557559985818,0.690267827542048,0.0227416487419967,1.24979971467703,0.860974649689123,0.591813887830373,0.85733174956633,1.25525790797025,1.34089422436118,1.28723970173683,4.75705151115114,6.19351212115408,0.951410302230228,1.03225202019235,3,1.4,"3"
"58",84,"023e9e8e-843f-4f77-8998-2a7e36e28deb","BRA","Pará","São João da Ponta","Deolândia",4095,-0.803694,-47.969417,"RESEX São João da Ponta",3203,"Established","brazil1@rare.org","Eliane Barrozo","Surveyor","Deolândia",NA,"Household head","M","Católico",NA,0,NA,-1,-1,-1,-1,4,1,0,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Declines slightly","3-4 per week","3-4 per week",0,1,1,"Sufficient",4,4,4,4,3,3,5,4,"Neither",-1,"Agree",0,"No enforcement system","Strong",3,0,0,1,0,"Never",0,"Very confident not","More than few per week",4,NA,3,4,4,NA,NA,NA,NA,NA,"Collective",1,2000,"M",37,"Household head","Secondary school",1,-1.08434325939685,-0.611918240625074,-0.602278281162057,-0.923268431170409,0.0314776537862151,0.860974649689123,-1.09135775097665,0.85733174956633,0.140280269100647,-0.838517932889726,-0.837553145446788,-3.19033055856818,-0.908842160957065,-0.638066111713635,-0.151473693492844,2,0,"4"
"59",85,"02494460-1607-4be3-9c99-57cec58ae105","PHL","Surigao del Norte","San Isidro","Pacifico",2131,9.980543,126.080277,"San Isidro",9416,"Proposed","ramolo@rare.org","godspeed steelerey nasayao","Surveyor","Pacifico","MA and FMB","Household head","M","Other","free methodist",1,"caraga",-1,-1,0,0,4,0,1,0,4,3,4,NA,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly","Once or never","More than 1-2 times per week",1,0,0,"Tight",3,2,4,2,4,4,3,4,"Neither",0,"Neither",NA,"Subnational Government","Strong",0,NA,0,0,NA,"Sometimes",1,"Confident not","Few per week",4,3,4,4,3,NA,NA,NA,NA,NA,"Not by boat",1,3000,"M",29,"Child","University",6,-1.08434325939685,-0.611918240625074,0.690267827542048,0.0227416487419967,0.0314776537862151,-1.14856817451973,0.591813887830373,-0.86235442317803,0.140280269100647,-0.838517932889726,0.22484327814502,-0.951774369951667,-1.89250309551145,-0.190354873990333,-0.315417182585241,2,0.4,"1"
"60",87,"02633e45-8040-4633-87a1-faeb2a7ac387","PHL","Surigao del Norte","San Benito","Santa Cruz (Pob.)",2115,9.961531,126.027105,"San Benito",13050,"Proposed","ramolo@rare.org","Maricel Balagon","Surveyor","Santa Cruz (Pob.)","All 3","Household head","M","Christian",NA,1,"Caraga",1,-1,-1,0,2,1,1,1,4,3,3,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Improved slightly","Improves slightly","A few times per month","More than 1-2 times per week",1,0,1,"Insufficient",3,3,3,3,3,3,3,3,"Strongly agree",0,"Strongly agree",10,"Fisheries Management Body","Strong",1,2,1,1,2,"Sometimes",1,"Confident not","Few per week",3,3,3,3,3,"2. Negative informal sanction",1,"1",0,"4","Employee",1,20000,"F",11,"Child","Primary school",4,0.978666720331889,-0.611918240625074,-0.602278281162057,0.0227416487419967,-2.40516646799541,0.860974649689123,0.591813887830373,0.85733174956633,0.140280269100647,-0.838517932889726,-0.837553145446788,-2.61795462070866,0.774329477849958,-0.523590924141732,0.129054912974993,2.16666666666667,0.2,"4"
"61",89,"02675fe8-43c3-4583-b125-e08aeacdcb25","MOZ","Maputo","Matutuíne","Mabuluku",238,-26.239944,32.864944,"Machangulo",10269,"Established","machangulo@clrmail.com","Humberto Vicente","Other","Mabuluku",NA,NA,"M","Christian",NA,1,"Ndelane",1,1,1,1,4,1,1,1,4,4,4,NA,50,12,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"Declined a lot","Improves slightly","3-4 per week","5-6 per week",1,0,1,"Insufficient",4,3,4,3,4,4,4,4,"Agree",0,"Agree",7,"Fisheries Management Body","Moderate",0,0,0,0,0,"Never",0,"Confident not","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",1,5000,"F",39,"Spouse","Other",1,0.978666720331889,1.81557559985818,1.98281393624615,0.968751728654402,0.0314776537862151,0.860974649689123,0.591813887830373,0.85733174956633,0.140280269100647,0.251188145735725,0.22484327814502,5.77728563887683,2.92643198006722,1.15545712777537,0.487738663344536,2.5,1.6,"3"
"62",91,"0288927b-a2a3-4d9a-a483-ffdc026c48cc","PHL","Antique","Pandan","Baybay",2038,11.718414,122.09278,"Pandan",13100,"Proposed","ramolo@rare.org","Maribeth Espino","Surveyor","Baybay",NA,"Household head","M","Christian",NA,1,"Caraga",1,-1,-1,-1,2,0,1,0,4,2,4,1,NA,NA,NA,NA,65,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,5,NA,NA,NA,1,0,0,"Stayed the same","Stays the same","A few times","A few times per month",1,1,0,"Tight",5,4,5,5,5,4,5,5,"Agree",0,"Agree",7,"Fisheries Management Body","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","Few per month",4,3,3,4,3,NA,0,"0",0,"3","Not by boat",1,3000,"M",37,"Household head","Primary school",4,0.978666720331889,-0.611918240625074,-0.602278281162057,-0.923268431170409,-2.40516646799541,-1.14856817451973,0.591813887830373,-0.86235442317803,0.140280269100647,-1.92822401151518,0.22484327814502,-3.56396470062106,-2.9822091741369,-0.712792940124213,-0.49703486235615,1.83333333333333,0,"1"
"63",92,"028a42db-9dfe-4a98-a92e-58db4bf2a537","PHL","Antique","Libertad","Bulanao",1846,11.792141,121.974227,"Libertad",35230,"Established","ramolo@rare.org","Rexzel Garmino","Surveyor","Bulanao",NA,"Household head","M","Christian",NA,1,"Antique",1,1,1,2,5,1,1,1,5,5,5,1,40,12,NA,NA,60,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Declined slightly","Stays the same","Once or never","More than 1-2 times per week",0,0,0,"Insufficient",5,5,5,5,5,5,5,5,"Agree",0,"Agree",10,"National Government","Severe",0,0,0,0,0,"Sometimes",0,"Confident not","More than few per week",0,5,5,5,5,"Negative formal sanction",1,"1",0,"5","Own",1,3000,"M",35,"Child","Secondary school",4,0.978666720331889,1.81557559985818,1.98281393624615,1.91476180856681,1.24979971467703,0.860974649689123,0.591813887830373,0.85733174956633,1.25525790797025,1.34089422436118,1.28723970173683,7.94161777968005,6.19351212115408,1.58832355593601,1.03225202019235,3,2,"3"
"64",95,"02ac59c3-1459-4bb8-83da-6ca4e4e5443a","PHL","Antique","Sebaste","Aras-Asan",2166,11.53236,122.089281,"Sebaste",19080,"Proposed","ramolo@rare.org","Christian Jay","Surveyor","Aras-Asan",NA,"Household head","M","Christian",NA,1,"Antique",1,-1,-1,1,4,1,1,1,4,4,4,1,NA,NA,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Improves slightly","Once or never","More than 1-2 times per week",1,1,0,"Tight",4,3,4,3,4,4,4,4,"Agree",0,"Agree",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,4,"Negative formal sanction",1,"1",0,"4","Own",0,3000,"M",12,"Child","Primary school",2,0.978666720331889,-0.611918240625074,-0.602278281162057,0.968751728654402,0.0314776537862151,0.860974649689123,0.591813887830373,0.85733174956633,0.140280269100647,0.251188145735725,0.22484327814502,0.764699580985375,2.92643198006722,0.152939916197075,0.487738663344536,2.5,0.8,"4"
"65",98,"02d42f00-87ab-41ce-adf9-1e401bd2eddd","MOZ","Nampula","Memba","Serissa",1143,-13.577402,40.584742,"Serissa",10759,"Proposed","moz1@rare.org","Álvaro José Virane","RARE","moz1","MA and Reserve","Spouse","F","Muslim",NA,1,"sala",1,1,1,2,5,1,1,1,4,4,3,1,40,6,NA,NA,60,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Declined a lot","Declines a lot","3-4 per week","7 per week",1,0,0,"Tight",3,3,3,3,3,3,3,4,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",9,8,8,10,10,"Often",1,"Uncertain","Few per week",5,4,5,5,5,"negative informal sanction",1,"1",0,"4","Employee",1,600,"F",5,"Spouse","No formal",1,0.978666720331889,1.81557559985818,1.98281393624615,1.91476180856681,1.24979971467703,0.860974649689123,0.591813887830373,0.85733174956633,0.140280269100647,0.251188145735725,-0.837553145446788,7.94161777968005,1.86403555647541,1.58832355593601,0.310672592745901,2.33333333333333,2,"3"
"66",100,"02fde68c-04e0-449f-9549-44c475945a19","PHL","Antique","Libertad","Pajo",1854,11.792893,121.989665,"Libertad",35230,"Established","ramolo@rare.org","Reylan U. Patricio","Surveyor","Pajo",NA,"Household head","M","Christian",NA,1,"Antique",-1,-1,1,1,5,0,1,1,4,4,4,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Improved slightly","Improves slightly","Once or never","More than 1-2 times per week",0,0,0,"Insufficient",4,2,5,2,5,4,4,5,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Often",0,"Certain","Few per week",5,4,5,5,5,"2. Negative informal sanction",1,"1",0,"4","Not by boat",0,900,"F",13,"Child","Secondary school",5,-1.08434325939685,-0.611918240625074,1.98281393624615,0.968751728654402,1.24979971467703,-1.14856817451973,0.591813887830373,0.85733174956633,0.140280269100647,0.251188145735725,0.22484327814502,2.50510387955566,0.916889155858362,0.501020775911132,0.152814859309727,2.33333333333333,1,"3"
"67",101,"030cd7e4-7889-4c47-b3bc-3239c2edcdbc","PHL","Surigao del Norte","Socorro","Helene",2176,9.575037,125.956271,"Socorro",43060,"Proposed","ramolo@rare.org","Benjamin Sulapas Escauso","Surveyor","Helene",NA,"Household head","M","Other","Filipisnista",1,"Caraga",1,-1,-1,-1,4,1,1,1,4,3,4,1,NA,NA,NA,NA,50,12,NA,NA,25,12,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,"Declined slightly","Declines slightly","A few times","More than 1-2 times per week",1,1,0,"Tight",4,4,4,3,4,3,3,4,"Agree",0,"Neither",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Sometimes",1,"Confident not","Few",3,4,4,4,3,"2. Negative informal sanction",1,"-1",0,"3","Own",1,1500,"F",7,"Sibling","Primary school",5,0.978666720331889,-0.611918240625074,-0.602278281162057,-0.923268431170409,0.0314776537862151,0.860974649689123,0.591813887830373,0.85733174956633,0.140280269100647,-0.838517932889726,0.22484327814502,-1.12732057883944,1.83672590144177,-0.225464115767887,0.306120983573628,2.33333333333333,0.4,"4"
"68",102,"031916dd-1850-4555-8c27-5c5f527e33ac","PHL","Surigao del Norte","Pilar Siargao","Dayaohay",2086,9.891306,126.085502,"Pilar",32990,"Proposed","ramolo@rare.org","Angelo L. Lingatong","Surveyor","Dayaohay",NA,NA,"M","Christian",NA,1,"Caraga Region",-1,-1,-1,-1,3,1,1,0,4,4,4,1,50,6,NA,NA,50,5,100,6,NA,NA,50,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Improved slightly","Stays the same","A few times per month","A few times",1,NA,0,"Tight",3,4,3,3,3,4,4,3,"Strongly agree",0,"Agree",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Sometimes",0,"Uncertain","Few",4,4,3,3,3,"2. Negative informal sanction",1,"1",0,"4","Rent",1,3000,"F",42,"Parent","Secondary school",4,-1.08434325939685,-0.611918240625074,-0.602278281162057,-0.923268431170409,-1.1868444071046,0.860974649689123,0.591813887830373,-0.86235442317803,0.140280269100647,0.251188145735725,0.22484327814502,-4.40865261945899,1.20674580732286,-0.881730523891798,0.201124301220476,2.33333333333333,-0.2,"4"
"69",103,"0321ee4f-19d7-4be9-8ddd-91b3b6a4aa65","PHL","Surigao del Norte","San Benito","Maribojoc",2114,9.928271,125.961866,"San Benito",13050,"Proposed","ramolo@rare.org","Rex C. Legaspi","Surveyor","Maribojoc","All 3","Household head","F","Christian",NA,1,"caraga",-1,-1,-1,2,4,0,0,0,5,4,5,1,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Improves slightly","A few times","More than 1-2 times per week",0,0,0,"Tight",5,5,4,4,4,4,5,4,"Neither",0,"Neither",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Often",1,"Uncertain","More than few per week",4,4,5,4,5,"Negative formal sanction",1,"1",0,"5","Own",0,6000,"M",21,"Child","Secondary school",3,-1.08434325939685,-0.611918240625074,-0.602278281162057,1.91476180856681,0.0314776537862151,-1.14856817451973,-1.09135775097665,-0.86235442317803,1.25525790797025,0.251188145735725,1.28723970173683,-0.352300318830961,-0.308594593231606,-0.0704600637661921,-0.0514324322052678,2.33333333333333,0.6,"1"
"70",105,"0331fe47-87a8-4a0a-91b2-b3aa0529151c","PHL","Surigao del Norte","San Isidro","Del Carmen (Pob.)",2299,9.96,126.084,"San Isidro",9416,"Proposed","ramolo@rare.org","Gil C. Bandoy","Surveyor","Del Carmen (Pob.)","All 3","Parent","M","Christian",NA,1,"Caraga",1,-1,0,2,4,1,1,1,4,5,4,1,30,10,NA,NA,70,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Stays the same","A few times per month","A few times per month",1,0,0,"Insufficient",4,5,5,5,5,5,5,4,"Agree",1,"Agree",10,"Fisheries Management Body","Moderate",3,2,2,2,0,"Often",0,"Uncertain","Few per month",4,5,5,5,5,NA,0,"0",0,"3","Rent",1,20,"M",24,"Parent","Secondary school",4,0.978666720331889,-0.611918240625074,0.690267827542048,1.91476180856681,0.0314776537862151,0.860974649689123,0.591813887830373,0.85733174956633,0.140280269100647,1.34089422436118,0.22484327814502,3.00325576960189,4.01613805869267,0.600651153920377,0.669356343115445,2.66666666666667,1.2,"3"
"71",106,"034b7fec-dbbd-4040-8aea-60a50aa2a1f5","PHL","Surigao del Norte","Pilar Siargao","Dayaohay",2086,9.891306,126.085502,"Pilar",32990,"Proposed","ramolo@rare.org","Angelo L. Lingatong","Surveyor","Dayaohay",NA,"Parent","M","Christian",NA,1,"Caraga Region",-1,-1,0,-1,3,1,1,0,3,3,4,1,50,8,NA,NA,50,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Declined slightly","Declines slightly","Once or never","A few times",1,1,1,"Tight",4,3,4,3,3,3,3,4,"Strongly agree",0,"Agree",10,"Fisheries Management Body","Moderate",0,0,0,0,0,"Sometimes",1,"Uncertain","Few",4,3,4,4,4,NA,0,"-1",0,"4","Rent",0,1550,"F",39,"Parent","Secondary school",2,-1.08434325939685,-0.611918240625074,0.690267827542048,-0.923268431170409,-1.1868444071046,0.860974649689123,0.591813887830373,-0.86235442317803,-0.974697369768959,-0.838517932889726,0.22484327814502,-3.11610651075489,-0.997937910172198,-0.623221302150977,-0.1663229850287,2,0,"2"
"72",110,"035c84c6-6215-459f-8fb3-65c2b6945fa4","BRA","Pará","Curuçá","Pacamorema",3919,-0.655833,-47.783889,"RESEX Mãe Grande de Curuça",37062,"Established","brazil1@rare.org","Josele Santos","Surveyor","Pacamorema",NA,"Household head","M","Católico",NA,0,NA,1,-1,-1,1,4,0,1,1,2,4,4,NA,50,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Declines a lot","3-4 per week","3-4 per week",0,0,0,"Tight",4,4,3,2,1,3,4,2,"Neither",0,"Neither",6,"National Government","Weak",2,2,3,1,2,"Often",0,"Certain","Few",4,3,3,4,4,NA,NA,NA,NA,NA,"Own",0,400,"F",19,"Child","Secondary school",14,0.978666720331889,-0.611918240625074,-0.602278281162057,0.968751728654402,0.0314776537862151,-1.14856817451973,0.591813887830373,0.85733174956633,-2.08967500863856,0.251188145735725,0.22484327814502,0.764699580985375,-1.31306612188085,0.152939916197075,-0.218844353646808,2,0.8,"1"
"73",112,"036df054-b447-444a-b371-2cc9626826da","PHL","Surigao del Norte","San Benito","San Juan",2297,9.992315,126.040273,"San Benito",13050,"Proposed","ramolo@rare.org","Jinafe G. Tayco","Surveyor","San Juan","All 3","Household head","M","Christian",NA,1,"caraga",0,0,0,-1,4,1,1,0,4,4,3,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines a lot","A few times","More than 1-2 times per week",1,0,0,"Tight",3,3,3,3,3,3,3,3,"Neither",0,"Neither",10,"Subnational Government","Severe",2,1,2,3,3,"Sometimes",0,"Uncertain","Few per week",4,4,4,4,4,"2. Negative informal sanction",1,"0",0,"4","Own",1,4000,"F",50,"Spouse","Primary school",3,-0.0528382695324818,0.601828679616551,0.690267827542048,-0.923268431170409,0.0314776537862151,0.860974649689123,0.591813887830373,-0.86235442317803,0.140280269100647,0.251188145735725,-0.837553145446788,0.347467460241923,0.14434938373105,0.0694934920483847,0.0240582306218416,2.16666666666667,0.6,"4"
"74",114,"0383cac7-186c-4582-9d45-e693b8a28b9c","PHL","Surigao del Norte","Dapa","Jubang",1747,9.775481,126.015072,"Dapa",17130,"Established","ramolo@rare.org","Sharmine L. Salubre","Surveyor","Jubang",NA,"Spouse","F","Christian",NA,1,"Caraga",-1,-1,-1,0,4,0,1,1,4,3,4,1,50,6,NA,NA,50,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Stayed the same","Stays the same","Once or never","More than 1-2 times per week",0,0,0,"Tight",4,3,3,3,4,4,4,3,"Agree",0,"Agree",10,"Subnational Government","Moderate",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,4,NA,0,"1",0,"5","Own",0,5000,"M",20,"Sibling","University",5,-1.08434325939685,-0.611918240625074,-0.602278281162057,0.0227416487419967,0.0314776537862151,-1.14856817451973,0.591813887830373,0.85733174956633,0.140280269100647,-0.838517932889726,0.22484327814502,-2.24432047865577,-0.172816922767089,-0.448864095731154,-0.0288028204611814,2.16666666666667,0.2,"1"
"75",115,"0384d160-896d-4f59-9da8-9e5d539f1ac0","BRA","Pará","Curuçá","Pacamorema",3919,-0.655833,-47.783889,"RESEX Mãe Grande de Curuça",37062,"Established","brazil1@rare.org","Ruann","Surveyor","Pacamorema",NA,"Household head","M","Católico",NA,0,NA,-1,-1,-1,0,4,1,0,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Stays the same","3-4 per week","5-6 per week",1,0,0,"Tight",4,4,4,4,4,4,4,4,"Neither",1,"Neither",0,"No enforcement system","Weak",1,7,1,0,1,"Sometimes",1,"Confident not","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",NA,900,"M",51,"Household head","Primary school",1,-1.08434325939685,-0.611918240625074,-0.602278281162057,0.0227416487419967,0.0314776537862151,0.860974649689123,-1.09135775097665,0.85733174956633,-2.08967500863856,0.251188145735725,0.22484327814502,-2.24432047865577,-0.986694936479017,-0.448864095731154,-0.164449156079836,2,0.2,"4"
"76",116,"03909b45-6160-4e37-a387-78dca95cc2fd","MOZ","Nampula","Memba","Baixo Pinda",1142,-14.259081,40.712545,"Baixo Pinda",14439,"Proposed","memba@clrmail.com","Paulo Mario Avelino","Other","memba","MA","Spouse","M",NA,NA,1,"Niaca",0,0,0,0,4,1,1,1,3,3,3,1,20,4,NA,NA,80,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Declined slightly","Improves slightly","1-2 per week","5-6 per week",1,1,1,"Sufficient",3,3,3,3,4,4,4,3,"Agree",0,"Agree",5,"Fisheries Management Body","Strong",3,1,1,0,0,"Sometimes",0,"Uncertain","More than few per week",4,3,4,3,3,"negative informal sanction",1,"1",0,"3","Employee",1,1000,"F",13,"Child","Primary school",4,-0.0528382695324818,0.601828679616551,0.690267827542048,0.0227416487419967,0.0314776537862151,0.860974649689123,0.591813887830373,0.85733174956633,-0.974697369768959,-0.838517932889726,-0.837553145446788,1.29347754015433,-0.340648161019647,0.258695508030866,-0.0567746935032745,2,0.8,"4"
