submissionid,ma_id,14_responsibility
1095467c-a5de-4559-bbd1-e2b3d5eb60ba,304,Cooking for family
10af79ca-4fb4-48bb-9060-3f19dbc5b7c9,304,Cleaning fish
686dd18a-6788-4dd5-90a5-23f19b932733,304,Caring for children
3da591ec-4a98-43e5-8ffa-70384c4bc460,304,Cleaning fish
38279429-cd38-405a-863d-50be97662323,304,Caring for children
8a44eb0e-a8e1-463d-b0c9-9bd160ae718b,303,Caring for children
f285bb1a-f7f5-4c4a-b4ac-43a10da11706,303,Caring for children
8038cbff-45b6-4a8e-a101-651ae8c422f5,303,Cooking for family
a4fcee63-d59f-4097-b25d-69a6bbb538f9,303,Cooking for family
7bfb1f45-4b8b-4012-8d20-17e4c16a3f04,303,Caring for children
c1e88b82-db1c-4a3a-869d-a45fb45e45c8,303,Selling fish
ed69d0f8-5eb1-4c5e-bfa2-d57625d5298c,303,Caring for children
9699bdc2-3c60-48cf-b439-90c903545707,303,Cooking for family
0d409b36-d5c7-481e-b413-7b7d9c84301a,299,Selling fish
8cfe5e60-f451-41cf-993f-3654b39f409a,299,Selling fish
05aba1ef-213f-4b82-b008-8cc0fdc41b2f,299,Cleaning fish
7cf4bd05-4bc4-47e3-99b3-205ece93e2da,299,Caring for children
618c949a-2c8b-4b5e-88c1-39d5f908a460,299,Cooking for family
b145018f-2388-43aa-a6e9-81c78b44e7f6,299,Cooking for family
de494b31-9f08-4095-a302-652cfcd2a0cf,299,Selling fish
78a8ca2f-27dc-4656-856f-6c5a29552aba,299,Cooking for family
c03f5f05-5102-4e83-93ce-77b39953b958,299,Caring for children
b4377f27-efad-4a6e-96e1-3fddb1127c65,299,Caring for children
7a54c695-a2e9-4efa-b6b5-941ddd259bde,299,Cleaning fish
87746702-48b0-49b9-a119-cc3723f245aa,299,Selling fish
97b050d5-dfc1-455f-bdad-49c234ddcdce,299,Cooking for family
2351c029-5639-4ee7-9460-402ce0e994ac,304,Caring for children
f3fc4f3d-73a4-495a-a422-b5c6541ae1ae,304,Cleaning fish
bb263d86-c653-4ecb-9beb-17012186281b,304,Cleaning fish
ed07d642-b64d-4e88-b151-672d2532f5b7,299,Cooking for family
fdd02453-6de6-4f39-9b25-c9babc8409f0,299,Cooking for family
4d2264be-f0cf-4498-a0db-37b6b1c42135,299,Caring for children
7639b7e4-64ac-4c04-b23f-b8cbe473a518,299,Cooking for family
6f0e7dc7-f335-4b49-8334-eef151e7463a,299,Cooking for family
b70802a7-541d-4bea-9d7c-281cac4201fb,299,Caring for children
e40c17b5-51d4-4c84-be94-34e462857f98,299,Cleaning fish
450bdf93-5842-455e-acee-75f7edd97c7f,299,Cooking for family
64210c97-a350-4c54-a6a3-9e13d303743a,299,Selling fish
a18c9689-f7fa-4c8b-ae55-8b76e0a278df,299,Selling fish
034cc61e-5301-4680-84e1-d0a0a27edaff,299,Cooking for family
e07debc3-d262-4172-a228-bae03cded5bb,299,Cleaning fish
22014107-9e20-4c3d-83fa-1a0c34f59267,299,Prepare fishing gear
1c4cd7f0-c19d-46da-aaee-4f87e8f10886,299,Other
9b42eff9-6b86-4b19-8091-3ebb65449f4f,299,Caring for children
7462e568-2c32-4666-a8de-de8ccfa601ff,299,Other
e40615a3-97bc-46fc-ba4a-8737368bc5bf,299,Other
488c0051-5f79-4a0b-a860-44a1ab8548f3,299,Cleaning fish
f3051c0f-cca9-454c-b8ea-fa7fa736b68c,299,Caring for children
4a6545ce-6f0d-492a-88d6-26d8ae4a747c,299,Cleaning fish
06cd9fcb-ddaf-4c22-9ed8-7ddbe838eab9,299,Other
9fbf3f15-dd6c-46aa-8f63-10d77d7e3252,299,Other
d6ed393c-1604-4515-b3cb-eea4d5debf09,299,Cooking for family
d6ed393c-1604-4515-b3cb-eea4d5debf09,299,Cleaning fish
0291c33b-0323-4c3d-88b5-ceef0dfe434d,299,Caring for children
efb08744-b363-4a9b-8e1f-2091cf509901,304,Caring for children
d3790e6f-0944-4ae6-903b-bd6f7a48f8aa,299,Cooking for family
ab249061-9287-4475-84d3-c827f56c30be,299,Cleaning fish
5f4b53d4-c428-432c-ad78-870578120e01,299,Cooking for family
0f9f1234-656c-4a69-b134-7611de77c5c0,299,Cooking for family
90b7f5a4-13ce-4038-a333-5ec41677d8c8,299,Cooking for family
05d40a12-7ab4-4c15-bca8-2774472502ea,299,Cooking for family
8b39ccc2-7932-4568-8128-38dac50f5d92,299,Cooking for family
b3239b2b-95de-451d-b056-dc2fa0afc2bf,299,Selling fish
0b20bca9-a8f5-49bc-8777-c7d35f305a6e,299,Selling fish
711f2eee-220f-447d-a4c9-840b2086a84c,303,Cooking for family
621a3d7a-edd2-4999-8b51-16eedb23c228,303,Selling fish
9f759d59-85b3-49b2-81d0-7c20ec30d79f,303,Cooking for family
43e471b6-8b6a-49ae-8dce-12c94f63056f,303,Cooking for family
8461f27d-3aa0-44e7-887d-2292cf72a6c4,315,Cleaning fish
757b15ca-d94b-4b0f-b520-ae9c34bd4c5a,,Cooking for family
bf5f80ca-6e2f-486d-b65c-567d942b910c,,Caring for children
be924a1c-0881-4d94-82a2-991dd62a6456,315,Caring for children
a8e2f04a-1ada-4eab-a9b6-85d2921dcd08,315,Cooking for family
81609f9c-af24-4c72-adb3-3e3d7cef980f,369,Caring for children
5f59f10e-96d5-4666-8e72-8a8b95f6f72d,369,Cooking for family
64063db3-c45f-4b66-8bdc-6fca8a5e5995,369,Cooking for family
2dda05cc-d38f-4df1-bc64-57b8705ca697,,Selling fish
0e9c726e-ea51-44db-97b1-22abee370fe1,315,Caring for children
83909794-677d-42f9-81fb-98cc25e93525,315,Prepare fishing gear
8685306d-90ea-418e-9aee-ff2244423fcb,369,Cooking for family
0f582afe-146b-48e9-bec3-dd8cc95f84c5,369,Selling fish
7e723fdf-2d22-40db-90c7-8ab8f9426eb3,369,Cooking for family
14e1299f-85af-40ee-b0ae-b4263e5a16ee,310,Cleaning fish
7a580c27-8cb1-406c-92df-43e3f0e10dd0,310,Cooking for family
1fec892f-6aca-4489-bde9-21c000a034c3,309,Caring for children
4fb18581-acba-48a9-8ba0-3c1ea70e2748,309,Cleaning fish
b8b2310d-63a4-478f-8369-da4101941e7a,309,Cleaning fish
582305d6-71bd-4b1b-ad31-763e4cba73fd,309,Cleaning fish
559ec9d9-ab42-49fa-a462-5093b8e49090,,Caring for children
3f5f9994-5671-444c-b5f7-21672bfdc039,,Caring for children
68a7efd9-2d75-4696-9668-eb726c48acad,,Caring for children
54bae717-7ac2-41f8-a3d3-e18e1e9dae06,,Cooking for family
ac463e9a-df7f-414f-9ddf-430500d20de3,,Cooking for family
7cb25cf3-3a05-41c7-ba6b-682ff86e98b2,309,Caring for children
d0ceebb8-02cc-433d-a114-d2a3bf06c62a,309,Caring for children
e34d96bd-3a05-4f48-aaf8-1b75975eb1aa,309,Caring for children
9b614b83-618f-4c15-bc89-bc378647da56,309,Caring for children
c955241b-4134-4110-8391-093307460dd0,309,Cooking for family
37f0a8c8-9685-4744-9301-541b84f2afb3,310,Caring for children
85100d04-7195-45a5-9146-2b11f92845d6,,Other
c3eb9255-8e05-446f-bd54-8ff83e1c2e8c,,Cooking for family
b5a48c35-74d3-457b-b453-e745b02f6069,,Selling fish
8b93499d-deea-4566-8cbc-6af681cc9fde,369,Cooking for family
55c11d49-e5a2-4757-b00d-b88cd4d776e7,369,Cooking for family
2ed998a3-ce6c-4446-a45e-bf9b46e17e14,369,Cooking for family
a6ff80c0-577e-4883-a217-81b1227ad4a3,310,Caring for children
16e42779-061b-4303-9ef6-90b89021d4b2,,Cooking for family
16e42779-061b-4303-9ef6-90b89021d4b2,,Selling fish
fb4de4cd-c9b7-46e7-9201-a790de2d3eda,315,Cleaning fish
a2f57d58-df70-474c-a732-7450fe9248b9,315,Selling fish
eadc2b67-36dd-46e3-bf2c-3817e7b0a6d9,,Cooking for family
45995321-ea81-4562-ba15-d90c1c9e8d4d,,Cooking for family
a192d105-4a82-41a2-96fa-c8faf61e72bc,309,Cleaning fish
8744c271-f057-41f1-841e-1bea08e4f327,309,Cooking for family
690755f4-8b60-4f01-973f-512f2fa0804c,309,Cooking for family
690755f4-8b60-4f01-973f-512f2fa0804c,309,Caring for children
a5deef56-5069-4840-9db5-1de1fa7ca879,309,Caring for children
e7527a70-2333-411d-bb71-90d2a1cae3f3,309,Cooking for family
d365e218-8a65-45f5-a9de-477989cada80,309,Caring for children
34cd1075-1832-4c4b-89b9-f261d0c25b7c,315,Caring for children
3f9eaf31-0c1c-4f79-98d5-46186c05e4db,315,Cooking for family
6ee8d208-21c6-4f68-9f4f-a075a8af721d,315,Caring for children
cad36789-ca9b-4bbf-a190-d1f1cb5ce91f,315,Caring for children
cad36789-ca9b-4bbf-a190-d1f1cb5ce91f,315,Cleaning fish
7aedece2-f8a3-4fee-ba7e-802b4d08d99c,315,Caring for children
8c5caa4f-3c53-4b4e-8c00-6ea68f2fc9d3,315,Caring for children
d122a1b1-4a14-4a54-b0ca-510de7170ff4,315,Cooking for family
256a976b-0ceb-4681-9595-2ea3d99f5c3b,315,Cooking for family
864ca7a4-9d14-4bf2-8465-c57352287971,315,Cleaning fish
1e151f08-1d5e-490d-a4d0-110277d439a4,309,Cooking for family
c31339ac-62ce-46e3-9064-5d1c29b442cf,,Caring for children
de7ec54a-27bd-4ebd-a7f4-e3fdb6ce25a6,,Cooking for family
b50675d2-8380-491f-b6ef-744c58c1dc83,,Cooking for family
014807c9-8d08-4cb3-b163-0121dc71fe79,,Caring for children
adc1e9de-85e1-4f0c-a6a3-dab7e39662bc,369,Caring for children
3bb58e95-8cd3-44ae-a9e9-f75f2426f33b,369,Cooking for family
89138b73-277b-4758-b4d4-67217f43928f,369,Cooking for family
62df97b5-9a38-4201-b80e-4ee5c59dfd69,369,Caring for children
b15902a9-c854-47d0-83a2-06fefa1cf2c7,315,Cooking for family
1aed85b8-8b6c-43b9-a346-c093cedc1a88,,Caring for children
51b856f5-0512-4e83-9e72-fa13d99e7826,315,Cooking for family
51b856f5-0512-4e83-9e72-fa13d99e7826,315,Other
5846e9e5-ce58-41a8-afe9-d74b570bb75a,,Cooking for family
76f01813-ebdd-4364-b048-2290cf6618ad,,Caring for children
913bdaa8-2ff4-45f8-a3d8-99157e162b1c,,Selling fish
3f10ac7d-6581-43cf-926d-a0d35243096f,310,Cooking for family
3f10ac7d-6581-43cf-926d-a0d35243096f,310,Cleaning fish
c062c23b-2310-429f-8818-2758f6dd97bf,310,Cooking for family
94914438-aa70-4520-83fe-9f87b3466dc8,310,Caring for children
bc7de5e3-23ff-4d5b-934c-326224627b6b,310,Cleaning fish
2686e777-ad07-45d0-a4c1-69aa4874fc90,310,Cleaning fish
441b71e3-acb7-4655-b08f-8c1029d85f2b,310,Cleaning fish
48004ceb-e10e-457a-a74c-04385ee91211,310,Cooking for family
1307af67-f859-49a5-b50d-e87dff564fa1,309,Cooking for family
557ca857-3a52-44b4-b7f3-b2a21b7ed0ec,309,Cooking for family
b5c8d969-249b-4965-b264-ddf7b68fbad5,309,Cleaning fish
0dc66b54-9407-4ab8-91ff-d5e02ee54e90,309,Cooking for family
0e5b48a6-6a56-490f-9842-71a9574cc0f9,309,Cooking for family
e30cf25c-5a4e-4c55-832c-eda3eeb6e670,309,Caring for children
f89ce62b-262a-405e-9969-bd0f50e8c763,309,Caring for children
f89ce62b-262a-405e-9969-bd0f50e8c763,309,Cooking for family
a17b9989-cb87-46cf-a240-94ec94508222,309,Caring for children
2024a314-e3c2-4b24-ab85-81ec35c0977b,,Cooking for family
7b834bee-4ebf-451a-95e4-bce09d98ab16,,Caring for children
0a66b92a-0d5b-4603-9662-d30de306279e,,Caring for children
bd3a9758-cc6e-4ebc-8066-cf877e528876,309,Caring for children
a2d54f88-2654-4373-97b7-a31247545545,309,Cooking for family
b7f84358-b263-424f-8189-135a9bfb1fd6,309,Caring for children
3cd5e96d-a2cc-4dec-886c-896e3660faaa,309,Caring for children
c0ece7f8-4985-44f9-9381-cd3b098f84d6,309,Selling fish
581acf4e-cc40-47b8-b486-ac83cb86fd87,,Cooking for family
a7db7a19-4c5d-4ff1-a3bb-2c6d03bb8548,310,Cooking for family
3679e079-3f3b-4466-bfba-06ae24fa7489,309,Caring for children
17fb06c7-5457-4557-933d-7115945534bb,309,Caring for children
d908c0a4-25b3-4aec-ac89-5e073b7cb978,309,Cleaning fish
4914e99b-9701-40e9-b821-685df13a8e5a,309,Cooking for family
76e16123-fd3d-4f9b-b413-d9dbd58b7d38,309,Selling fish
52030297-483d-4ec4-aaff-7021a58e8744,309,Selling fish
4a4564cc-d64f-4838-bacd-545490314e88,309,Cooking for family
b7e9b7a5-4ff5-4759-8997-6a355ac4c458,309,Cooking for family
ae881a1c-21f6-4ecf-9576-f9195b2127d2,309,Cooking for family
230b6390-8359-46ba-af45-603230630d89,309,Other
50717df4-6959-44a3-b671-e6176d4c7f37,,Selling fish
8c56b42a-b7b3-463d-8d7a-6d6843f34803,,Caring for children
6a00221e-5bd6-4490-8a9e-8cccce39294b,,Cooking for family
1c6ede4a-5ea3-49c7-a4c9-e44c0a92d62f,,Caring for children
6d058187-e971-45bf-bbe8-8db96a292ee8,,Caring for children
257af706-dfb6-4ef2-94da-ac122bc25054,309,Cooking for family
f457cf27-de34-459e-990e-7a3ca23c8169,309,Cooking for family
cd91a20f-f6cd-4b04-8ea1-5e7c0180df26,,Cooking for family
05d7b227-f7e9-4522-9d0f-b0869b194bac,310,Cooking for family
4b86cd73-1c6f-4f00-af34-4beede8efda6,310,Cleaning fish
c4ed264e-2b58-4651-afaf-3c50219fdb4d,310,Cooking for family
55077e55-5e96-480f-a1a5-b52cc8041ef9,310,Cooking for family
5836dcec-381c-4a52-be62-a9872c7128a2,310,Caring for children
5836dcec-381c-4a52-be62-a9872c7128a2,310,Other
8a616efb-db60-41f5-acea-58ca07d2f5fe,310,Caring for children
70dc6d3d-bb0e-4cc5-b949-1789b543e03e,310,Cleaning fish
fde44bb9-77b5-4135-ae1e-3a03b5dc19de,310,Cooking for family
03ad6014-31a2-48a3-8e9a-f3563833de43,,Cooking for family
55eafa0c-9db8-45dd-b334-d31d63ed155c,,Cooking for family
f2e17d39-4a69-42d9-aaf3-3f6e8cfccd5b,,Cooking for family
645d2643-7c7c-4261-8bc5-90d405605eb7,,Cooking for family
c4f37a87-473f-4a72-9335-00102efe2d0b,,Caring for children
09d0bb1f-8e36-4c9f-bddd-6ce6cf123389,309,Cooking for family
cd48f5b8-d48d-4713-b875-04cf7b691e56,315,Caring for children
82e4977f-320a-4960-9c88-9c668ea94703,315,Caring for children
be56ed04-8759-45f4-991d-26f835fb571f,315,Caring for children
cc5d2372-6840-4ea9-85da-779f9a0d2952,,Caring for children
1f05971d-e9aa-4e51-8089-44e7790a4779,,Cleaning fish
43870674-8af6-43d1-b4a8-bda5558afbb2,,Selling fish
82ea3e83-d050-48b9-82ca-ac1bd390ba88,315,Cooking for family
5336024b-28df-411f-b268-347baa45f79d,315,Caring for children
78cc174d-81eb-463d-bc08-486945178ae7,315,Cooking for family
92671466-a35e-4479-8d3a-4cdf3c395575,315,Caring for children
4f3b26db-88f9-4bc6-87ce-20538e247ca6,315,Cooking for family
33e9b9a1-42f1-4414-b831-25d4722d30dd,315,Caring for children
1e83e66a-3786-477c-b062-4b90faacb8fa,315,Selling fish
3ee0ee30-c69a-4951-bb5a-6a0298805122,315,Caring for children
b9b38b63-d00b-46d6-9f80-794b9c8441d0,309,Cooking for family
5bb258ec-87de-4822-927b-63da1427fe2f,309,Cleaning fish
2f602d8e-0a18-45ce-9acf-ab3c24e559b5,303,Cooking for family
b8ae34c8-4a43-49aa-9bee-2c89eda0718b,303,Caring for children
b8ae34c8-4a43-49aa-9bee-2c89eda0718b,303,Cooking for family
d2cdc55a-0d2b-45c4-bb43-93335953eac1,303,Cooking for family
ae5bfbf7-250c-406e-8b58-5644acebe21e,303,Caring for children
0b2d6824-3221-4629-aadc-b65b2f1a46d6,303,Cooking for family
e0bffe71-dee7-4f06-ac51-25fa17a4619a,303,Cooking for family
b2ce2eee-981e-4533-bf83-f0739310ec08,303,Caring for children
b2ce2eee-981e-4533-bf83-f0739310ec08,303,Cooking for family
c3a3b3ca-82cf-4d6c-9f1a-c7b0c759fa98,303,Caring for children
9f7426d8-a94e-4601-9030-0e9a82b9c4d4,303,Caring for children
75927008-304d-44e5-ba51-696ed532c1f3,304,Caring for children
4ae729a0-97f7-454a-8cd0-d67bbfc89d08,304,Cooking for family
60af478c-4b07-4b6f-94de-32c32cc2c0f6,304,Cooking for family
dd7afc02-a14c-4527-ab05-9c1c620eed76,304,Selling fish
cea75126-b3d2-4ec3-be85-296db0b7fd4f,304,Cooking for family
bea6ce0a-e9d6-423f-9edc-9d183d232b0c,304,Selling fish
08db64d7-19da-4a39-9078-ccb7662a0e5f,304,Cooking for family
3d0b7bc3-9bdd-445e-9cca-1e967349b531,304,Cooking for family
a3716149-9c17-479d-b77c-3d8ad6e0ee5d,304,Selling fish
ddef7ceb-6f70-4b72-8508-b490b30b448c,304,Cooking for family
5ad385ce-6ee1-42d4-9dcd-a9aec71bc2cd,304,Cooking for family
2a1cfbb7-d393-4050-8d7a-831a31276a38,304,Cleaning fish
c606030f-08c1-459d-8f79-ad38395853a0,304,Cooking for family
78d88c01-9abe-4e00-9843-37ade17c2bc0,304,Cleaning fish
d6eb674f-2c9d-4379-a7b2-6ecfa05a6363,304,Cooking for family
068200a2-d621-40ba-98d6-ad183be91957,304,Cleaning fish
068200a2-d621-40ba-98d6-ad183be91957,304,Cooking for family
f54989e8-9b9c-4186-96d4-fd8a8542f7bc,304,Cleaning fish
b65fbbfd-301a-4cd9-90d7-2b0e587aca2c,304,Cooking for family
141cc9df-62ab-48b3-9b24-13506f41aba6,304,Cooking for family
722df8a3-df81-4cc5-9817-e879d8a5003c,304,Caring for children
8e246b94-90e4-4a80-9e73-0063632c3108,303,Cooking for family
559221c2-2cc0-48e3-8732-584fa80899d7,303,Selling fish
7c25b6da-dca1-45f6-b677-563ccecb6c9c,303,Cooking for family
ed69d0f8-5eb1-4c5e-bfa2-d57625d5298c,303,Cooking for family
0d47963b-ba9c-4872-9afd-ccd5d33a5466,303,Caring for children
fb762b6b-c113-416b-b95a-fc661f6fe25d,303,Cooking for family
8699efe8-1a49-4e88-8d85-ca5a0df04008,299,Cooking for family
9e01c7c4-8ef9-44d0-8d06-0aa8f7f6874f,299,Cleaning fish
0276ca26-61a8-44fc-8e53-34ade8054270,299,Selling fish
e034183e-224e-4158-8d8c-d9532ecd1312,304,Selling fish
097f732f-c609-4b83-9ab7-43528a7fd268,304,Cleaning fish
6cebcb91-ba57-484f-a750-19dd29b86522,299,Cleaning fish
c03f5f05-5102-4e83-93ce-77b39953b958,299,Selling fish
77b76938-78e2-4f59-94ea-e37ddfbe0bcc,299,Cleaning fish
87746702-48b0-49b9-a119-cc3723f245aa,299,Cleaning fish
f631738b-54e9-48b0-958c-41744b2fb662,304,Cleaning fish
6f22e21b-5fef-4400-87d3-ff256272837f,299,Cooking for family
ae81c656-c45e-4d30-9b54-9fcbafabc41b,299,Cooking for family
96dcfb49-68ec-4e9f-94a4-8ae5d0fa0b8c,299,Cleaning fish
16ad77e2-c970-4133-8ab6-1d67984428ab,299,Cooking for family
d92350cb-0909-4ebc-9fb1-ace04eb11cc6,299,Cleaning fish
58612a95-cef7-4799-b97f-164e50e75ae7,299,Selling fish
c007dbc6-23ec-4644-8b51-e5d6dac73847,299,Cleaning fish
ca759e8c-4e86-4ec1-add2-cf4cc650e0e2,299,Caring for children
5c47d80c-5f80-41ca-b9de-a43293783cf2,299,Cooking for family
0c7bac40-7f72-4b7a-bb19-d4df5e79c27c,299,Cooking for family
bad7aef3-aa0f-4caf-a7d4-50b9210a5cd8,299,Cooking for family
7cb575a6-eb7b-4cf8-954c-38d95639492b,299,Cooking for family
7cb575a6-eb7b-4cf8-954c-38d95639492b,299,Cleaning fish
9708c0bb-3c18-4592-8033-eb5fe57f6438,299,Caring for children
f3051c0f-cca9-454c-b8ea-fa7fa736b68c,299,Cooking for family
beb79425-744a-4370-8355-2e31455e7952,299,Other
9ffad71e-989a-45ce-96af-e1902a4dd008,299,Prepare fishing gear
b48de8c3-341d-4c28-b4f6-4aa879a0d592,299,Other
461b9744-50bf-4b62-98a8-0e4fc558be98,299,Other
583af7d8-f00b-4b13-bc9b-3aa52746b8b5,299,Caring for children
7224c6e6-69ec-4150-851c-00f13a35d942,299,Caring for children
82e54666-f2f8-4284-bd0e-5666b2cc94e9,299,Cooking for family
9382bb8b-fafa-4bba-826c-d87543158990,299,Cooking for family
5ecc8373-329b-4d90-a79e-ae29163bf5f8,304,Prepare fishing gear
133f7a26-1431-4d92-a5ef-6c47c9012846,299,Cooking for family
75823ee0-9d52-4b3c-bd16-a3f054ee0f88,299,Cooking for family
ebc2eac6-9690-40b6-a5f0-9dc50f2a165f,299,Cleaning fish
76804930-26cb-4bc5-9483-6582aa9cd397,299,Cooking for family
05d40a12-7ab4-4c15-bca8-2774472502ea,299,Cleaning fish
7ca10e7c-50fc-45d5-a815-ee894d22b9ec,299,Cleaning fish
04494113-a207-477e-be17-5a505e508b54,299,Prepare fishing gear
446c007e-fa89-4c1e-bab5-e62f93d974af,299,Cooking for family
afc0d887-1c9d-492a-bee2-75274bcdf44a,299,Cooking for family
2766460c-71ed-4a2d-99e1-60a318fa3283,303,Selling fish
03d9f8ce-155f-4948-b569-949db5b968f6,303,Cooking for family
f137a5c1-19a8-40d2-ac33-f9e7d1d405b9,303,Caring for children
a0f2c5b4-29f1-4f71-a7f7-b6d75d2b2562,,Caring for children
b04fa32d-0e12-4cd8-814b-8efb60f8e5a7,,Caring for children
bf5f80ca-6e2f-486d-b65c-567d942b910c,,Cooking for family
8a1801cf-2455-4eff-9a6c-f2f030dc9971,,Caring for children
dff88d35-982f-46df-a64d-eb1227a612a7,,Caring for children
ce6f904a-727e-4cef-8280-c79a362e7ece,315,Selling fish
c2a77e6e-d495-493b-87ad-93f764e4a4e4,369,Caring for children
59905ee1-ae31-40a7-a840-67460c717764,315,Cooking for family
b239bd5c-2ea6-4d6b-b0a4-ea98926b41ec,315,Cooking for family
83909794-677d-42f9-81fb-98cc25e93525,315,Cleaning fish
b7e4eff3-091c-420b-9666-692baa7bf88e,315,Caring for children
2df04cef-23f2-4db3-b562-4ce2b345b2c6,315,Caring for children
f6a91c58-740f-4907-ba1d-641fe8c3dfa7,310,Cooking for family
f6a91c58-740f-4907-ba1d-641fe8c3dfa7,310,Selling fish
b4935e0f-1d48-4a5b-802a-209dc6f1284d,310,Cooking for family
4fb18581-acba-48a9-8ba0-3c1ea70e2748,309,Caring for children
205c95bd-b841-4f6b-a549-9b28c41f1a06,309,Cleaning fish
9409cbbc-c414-4343-a376-66bb9704ba4e,,Caring for children
51b78104-6fa7-416c-834a-5364c2c790b8,,Caring for children
68324354-4bd5-45c5-a0ee-b84c35cfd5e7,315,Caring for children
9d3f5df6-c7ba-431a-9b94-4a25f575e099,309,Cooking for family
d0ceebb8-02cc-433d-a114-d2a3bf06c62a,309,Cooking for family
9050cda0-8b23-4e84-8f87-99ab6387cb7d,309,Selling fish
9c53f83d-7938-4857-9418-190d7c4e26f7,309,Cooking for family
5bf2f173-1200-449f-afc1-c615662cd88c,310,Other
dc97e5f8-79e0-4bd5-b12e-871933882c47,310,Cleaning fish
688aea9d-fdee-4884-9bc1-a945dc309ce9,310,Cooking for family
a7f27d41-5c86-4845-84c0-97df15e8fe18,310,Caring for children
6c4d20b8-ea81-43d0-9e23-3bf8457b6b34,,Cleaning fish
18a666ed-360a-474f-9f94-9a310e6b1fbf,369,Cooking for family
addb1d3d-75f8-403b-8267-a0040b3c6e9e,369,Cooking for family
c009d3c1-35fe-412d-ba21-11632b8c76c6,,Selling fish
7c51c777-1964-404f-be21-a484f33c2c02,,Cooking for family
46fcf4d0-01f4-4171-867d-06cb7a2ab117,,Other
85e2ecdb-6f05-4502-8353-7e3f52c485a2,,Cooking for family
b54aa6dd-2b8f-45bc-8527-8adc279f6368,,Caring for children
5959698f-6b16-4a2a-97a2-3f232830a9b1,,Caring for children
42d9483b-1fc5-4135-a932-1521ca515920,315,Selling fish
4eba52ca-f0c8-4611-819b-613a166cd2bf,315,Caring for children
5814b246-7634-4d17-94a2-74149f39cce8,309,Caring for children
ea434e0a-5324-4b3c-99ec-d24b78f4185d,309,Cooking for family
7e1ee5d0-939c-403c-a056-bffffe6cef86,315,Cooking for family
fe12a37b-f8ab-4451-ae23-144b647213ee,315,Cleaning fish
d122a1b1-4a14-4a54-b0ca-510de7170ff4,315,Caring for children
7a927b82-5dcb-4165-9d21-7a31726ad76b,,Caring for children
7dd4ba44-8eec-4970-ac9d-cdb318beb01d,,Cooking for family
11e1dd09-da91-4afc-b54f-bac31ccbe703,,Caring for children
a172c220-ff5b-461c-891a-11531b81e5bc,,Cooking for family
f1fb28d5-f480-424c-869e-eacc3f6019d5,,Cooking for family
b8534c62-c67b-4e74-acd9-82394540dcbc,,Cooking for family
5db5143d-8464-41c2-adc2-55a8f512a9c0,,Cooking for family
127072b3-347b-4502-a3c9-7b6d4b9c2ce8,,Caring for children
127072b3-347b-4502-a3c9-7b6d4b9c2ce8,,Cooking for family
30d047a3-7508-46e1-9552-fac18456b4f5,,Cooking for family
0dbcf53c-20ee-4726-b000-71a22dfe262c,310,Cooking for family
43019780-e9fd-4c24-a7d1-e92e498d7e44,369,Cooking for family
b7cb0a9b-4c3d-4721-8035-a59b3186814f,,Cooking for family
1aed85b8-8b6c-43b9-a346-c093cedc1a88,,Cleaning fish
ab10201d-f2de-4386-aaf8-07237d111295,,Cooking for family
b3e412bd-49cc-472b-9ef2-b76d29134584,,Selling fish
52b4a03f-2b2d-4879-9782-aae2916c4295,310,Cleaning fish
82bfe8a5-f684-4ddd-8d9f-6b14f2b38331,310,Cleaning fish
96f2205e-081f-4ac7-a780-7423084ee5db,310,Caring for children
c7185d6f-9fa9-48c5-a120-aa195a66d21d,310,Cleaning fish
94914438-aa70-4520-83fe-9f87b3466dc8,310,Cleaning fish
27ab1fda-7441-4728-85ce-ecc2b4320681,309,Caring for children
557ca857-3a52-44b4-b7f3-b2a21b7ed0ec,309,Cleaning fish
764d52b7-0fbd-4aaf-823a-884e2a982bdb,309,Caring for children
764d52b7-0fbd-4aaf-823a-884e2a982bdb,309,Cooking for family
c71056b6-46da-45bb-9faf-59f1deb79127,309,Caring for children
2b58ec7e-6547-4af6-90bd-cf27db37d721,309,Cleaning fish
4253998e-e241-4439-814f-57a9c9b40368,309,Cleaning fish
d626e861-9ac2-4b9c-9a93-c5698d0e018f,309,Caring for children
7a3967da-32d2-437f-99e4-7302503819b6,,Caring for children
69c033ea-e040-4401-a9ca-a0fb6c55c60c,,Caring for children
90b70e3c-1fa3-4585-8621-1ff60b6b26a1,309,Cooking for family
8b339835-9cbe-4660-9967-05ca93e57d24,309,Cooking for family
24384e86-816c-40bb-9a4e-37d4733d1866,,Caring for children
07d0c94b-39b1-4368-80ad-344063f036d4,,Cooking for family
07d0c94b-39b1-4368-80ad-344063f036d4,,Caring for children
9616e8fd-8b9b-4f83-8aed-a174984a25d5,,Caring for children
6b0413b3-4b4e-4ef0-80c6-80281aeb538d,309,Cooking for family
53933bd7-46b2-4db6-a6a6-11a37e54a342,309,Caring for children
bf1b5047-0d09-4575-a6c7-b09fe2b5e8d6,,Cooking for family
0b4548ba-ac38-4ac2-b722-936b335985bc,310,Cooking for family
0b4548ba-ac38-4ac2-b722-936b335985bc,310,Cleaning fish
8ecdd503-f70c-4bc7-ae30-e0df8604a932,310,Cooking for family
a4b22f78-597e-4690-8b19-8e450b1b299e,310,Cooking for family
