submissionid,ma_id,15_activity,15_hours
779288ab-04d4-4671-b16b-24c6aaa9a156,309,trabajar en su siembros,5
7331d125-d1e9-4987-b30a-ae81958390fd,309,Monte ,6
b3d8baf5-07f8-46cb-aec4-c45f7deda99d,,Cocinar para la familia,18
a6ff80c0-577e-4883-a217-81b1227ad4a3,310,cuidar a los niños,2
0e2af838-306d-483f-ab67-8fdf2818bd59,,Preparar las artes de la pesca,7
bd9c06ff-7fef-45e2-97a1-ad4bfca7b2dd,309,cuidar a los niños,24
53176cbf-b903-4dee-9705-b872d19fbd15,309,cocinar para la familia,8
06cea74a-c5d9-432d-b428-19baffc3513d,309,cocinar para la familia,8
47f51f6c-39e7-4d9d-93b2-d27c456f0221,309,cuidar los niños,24
85c43d9b-3da0-4fd2-b975-791207ed042c,309,cocinar para la familia,4
29b36beb-0283-4740-ad29-502beb1454e2,310,cocinar para la familia,2
b2309e07-a932-40a8-8173-f0eb7a751218,310,limpiar pescado ,2
0fe8e004-a7e1-4688-9caf-2535d6baddd3,310,limpiar pescado ,2
3461b59a-ee00-4b55-824e-4fac48b3b85f,369,docente ,40
b3e412bd-49cc-472b-9ef2-b76d29134584,,venta del pescado,21
4a145747-8d2a-45c8-b634-6ba42480a77d,309,cocinar para la familia,6
574065c7-67b7-4d15-8551-c39077f88f26,309,limpieza del pescado,1
b5c8d969-249b-4965-b264-ddf7b68fbad5,309,cocinar para la familia,6
c6c1c053-e626-453e-9de5-099c9ed7fa13,,Cocinar para la familia,22
b1932039-329f-49b3-b251-a372688479f5,309,limpieza del pescado,1
d908c0a4-25b3-4aec-ac89-5e073b7cb978,309,limpieza del hogar,4
4914e99b-9701-40e9-b821-685df13a8e5a,309,limpiar el hogar,3
8c56b42a-b7b3-463d-8d7a-6d6843f34803,,Cuidado de los niños,168
f457cf27-de34-459e-990e-7a3ca23c8169,309,limpieza del pescado,1
f5d859fd-58ed-48c3-bad3-da294c238148,,cuidar a los niños y cocinar para la familia,24
fc0cc525-8e6a-49b6-91a7-0cc7b4a5d841,309,cocinar,2
5f69802f-3006-405d-8390-b7865842dffe,,cuidar a los niños y el cuidado de la casa,24
6f5d4208-0046-47b9-a6f1-70c7658b52b6,315,venta del pescado,4
9b32b746-be8f-4942-9343-10da85f566dc,,"cocinar ,limpiar",6
dc4e1e2e-e72c-4bb8-877d-608c1dfbc6a3,303,lavar ropa,3
d2cdc55a-0d2b-45c4-bb43-93335953eac1,303,lavado de la ropa,3
e11627fe-ffd1-43e1-bea9-2d72b44c737c,304,limpiar pescado,2
ed53d961-d622-400a-9166-9a9078ef2b77,304,limpiar pescado,1
8bc75731-effd-4dd6-8e71-5153e7deca8e,304,cuidado de los niños,2
c606030f-08c1-459d-8f79-ad38395853a0,304,limpiar la casa ,3
c4578536-af0a-41a8-81f2-4fd3d69e4e16,304,cuidar de los niños ,24
78a32968-9486-47f6-a2be-67c3181139d6,299,Limpiar Pescado,2
5a71744d-32d3-427a-94d6-49d55f898e01,299,cocinar para la familia,3
f20c8d89-d937-473f-b85a-e294f2841feb,304,cocina,2
034cc61e-5301-4680-84e1-d0a0a27edaff,299,limpiar,2
9708c0bb-3c18-4592-8033-eb5fe57f6438,299,ir a vender al mercado,6
49ee9258-0984-4df6-afea-78fa0793edf8,299,cocinar,1
7cc6f8a4-b8ad-4d51-8f70-4982a9583528,299,atender la pulperia ,8
e9c69268-ccf7-4680-925c-9a5fdc278bdb,,cocinar para la familia,2
e9c69268-ccf7-4680-925c-9a5fdc278bdb,,Limpiar el pescado,7
e9c69268-ccf7-4680-925c-9a5fdc278bdb,,venta de pescado,20
f67e86b4-8d28-404d-84de-e18f888ceef3,309,trabajar,8
2f739b82-de8e-4de0-a085-d090a2434e9f,,Cocinar para la familia,21
0c366e03-48f7-440d-b54c-6c03352a807b,309,limpieza del pescado,1
9f1271da-41fe-44d8-8fe9-dc015da8a206,309,cuidado de los niños,24
8f8d1ce9-031e-4576-a9c5-869f62a0e76e,309,cocinar,6
32706653-b787-45bc-87fd-abbac666c172,309,cocinar para la familia,6
49d60c72-eff9-4e40-a9cd-de8e9e49ee7d,309,cocinar para la,6
ea0c0e77-3ced-409c-adaf-9fec8be1f793,309,venta de diaria,7
29b36beb-0283-4740-ad29-502beb1454e2,310,hornear casabe,4
9c607f3b-7fa3-435a-84ac-17704c22af30,369,Docente ,40
46685303-a7a0-4012-abbf-d2a67555cb4d,310,Aseo doméstico vendedora de diaria,8
54d984bc-1b55-4c63-baa5-5aab96f6f1ea,309,cocinar para la familia,6
54d984bc-1b55-4c63-baa5-5aab96f6f1ea,309,limpieza de la casa,3
c808097b-eaeb-48e9-ab9e-8fc36b8cfbf2,309,cuidar a los niños,24
a404d8d0-2127-4d32-8e08-1f0d848f5bd4,309,cuidar a los niños,24
f89ce62b-262a-405e-9969-bd0f50e8c763,309,cocinar para la familia,6
fb1af480-b83a-4c2b-b401-8d208d6a19b1,309,mandados fuera,5
14dfc5a6-03ac-423b-a979-77b4faf6177a,309,cocinar ,1
42dfd1ef-d436-419b-8603-e839b41e77da,310,limpiar pescado,1
51c85a86-bc6e-4b67-91f4-5b43cdce4e5b,309,"clase, tareas, estudiar",8
92671466-a35e-4479-8d3a-4cdf3c395575,315,cuidado de los niños ,14
c7946529-1966-4a60-af25-33a0686553f0,315,"limpiar , cocinar y cuidado de los niños ",12
5765eea6-8a0e-41b0-9a00-c42a76eca088,315,venta del pescado,4
33e9b9a1-42f1-4414-b831-25d4722d30dd,315,cuidado y cocinar,12
b837ccda-2a6c-41c1-b589-5975d68d5645,315,cocinar y cuidado de los niños,14
b837ccda-2a6c-41c1-b589-5975d68d5645,315,preparar artes de pesca,1
0d0f5401-d0d3-4c0c-9e71-728c40da4ed5,309,lavar,1
cdfbca06-7524-4457-9ba5-1cdb907230af,303,limpieza del pescado,2
cc8dedba-7b31-451f-ba7b-348fd28b2fba,303,lavado de ropa,2
7c3e369d-cce1-40de-a12a-6cb08ef15de7,303,lavado de ropa ,1
0b980534-0c34-42f0-a025-13ad784595e9,304,limpiar pescado,1
2edbb7ae-1d45-47aa-9979-f5915c33cb4d,304,limpiar pescado,2
722df8a3-df81-4cc5-9817-e879d8a5003c,304,lavar Ropa ,2
28e6b9b4-24e5-4c9d-9867-1754230fe074,299,cocinar ,1
b8ce2bfd-1032-43df-a31a-f59fa393c658,299,cocinar,1
5736b00f-d476-4a0e-ac7a-f4b9136b92c1,299,cocinar,1
7c87a0a9-a1e6-4218-ac76-93847383c11a,299,cocinar,1
ebb777f8-489e-4eb5-9375-7484cd2916d4,299,cocinar para la familia,1
b3239b2b-95de-451d-b056-dc2fa0afc2bf,299,venta de pescado,6
b70f96eb-eb93-4ca9-bbda-360f95879d3f,299,aseo del hogar ,12
3ebddf39-0918-414a-86a7-2b2f465bffd3,310,VENTA ,3
a71e0e66-728a-46b6-9f5a-c2c8450facda,310,cocinar para la familia ,6
5c7e2c34-54c8-4a2f-b659-bb45506b0cf9,309,limpiar el pescado,2
205c95bd-b841-4f6b-a549-9b28c41f1a06,309,cocinar para la familia,5
6fc37512-a0ab-4342-ba5e-6af189c500ac,309,limpieza de pescado,3
6152db72-6f39-4748-becc-fb72f99ed1f8,,cuidado de los niños y cocinar para la familia,24
c3eb9255-8e05-446f-bd54-8ff83e1c2e8c,,Venta del pescado,14
bad1f050-4b8f-44ab-a4df-2d2ba1fff9e8,369,limpieza en el hogar ,30
85e2ecdb-6f05-4502-8353-7e3f52c485a2,,venta del pescado,14
b54aa6dd-2b8f-45bc-8527-8adc279f6368,,cuidado de los niños,168
9f1271da-41fe-44d8-8fe9-dc015da8a206,309,limpieza de la casa,4
ea434e0a-5324-4b3c-99ec-d24b78f4185d,309,limpiar el pescado,1
57b5e86e-8772-4762-b5a8-bab4df2559c1,309,ir al monte,6
9467afe6-0d13-4c4e-a68b-5b58ea14921a,310,Cocinar a la familia ,4
574065c7-67b7-4d15-8551-c39077f88f26,309,limpieza del hogar,3
4947eeff-5465-424e-ae99-8a669204ff26,309,cocinar para la familia,6
4947eeff-5465-424e-ae99-8a669204ff26,309,limpieza del pescado,1
80094a40-b243-41bd-acf8-0a9cdc8e5ec9,309,cocinar para la familia,6
a404d8d0-2127-4d32-8e08-1f0d848f5bd4,309,cocinar para la familia,6
b1932039-329f-49b3-b251-a372688479f5,309,cocinar para la familia,5
356cef3a-949c-4869-85f6-94b3675cfb6f,309,limpieza del hogar ,3
e417e8e6-0e6e-4bef-8a19-a997865159da,309,cuidado de los niños,24
4982f434-a447-483b-910e-dd402eca7999,, cuidar a los niños y cocinar para la familia,24
d1573b23-b887-46df-805c-8703743fa621,,cuidado de los niño y cocinar para la familia,24
d7e965fe-615b-44ad-855f-27185d2b09ea,,cuidado de la casa y cocinar para la familia ,24
7b78eb15-2691-4e01-94c3-a3ce2a45075f,,cuidado de los niños y cocinar a la familia ,24
67a1cd45-4376-4047-8cf9-4fc3bb3f5460,309,cocinar,2
7342190a-95b2-49ce-b135-374ff182b790,315,cuidado de niños,8
17310fcc-2314-43dc-9756-f636c1dd6539,315,atencion a la pulperia ,14
f103c51f-a860-47c5-a1f4-8803c9c8770e,,"cocinar , lavar , cuidados de los niños ",6
027a6ca4-cbff-4e85-aa16-0fa918c0df51,,vender el pescado,3
cea75126-b3d2-4ec3-be85-296db0b7fd4f,304,hacer tareas con los niños,1
209a19b6-6c6f-4f36-b86f-e0caeb02b8c3,304,trabaja en un restaurante los fines de semana,8
a4287db6-17cb-4911-8358-915547a7cb4b,304,atender a la clientes,4
c80186ae-e8c5-4688-9ebc-9465d4f454de,304,a descansar y lavar,4
2edbb7ae-1d45-47aa-9979-f5915c33cb4d,304,cocinar,1
3da591ec-4a98-43e5-8ffa-70384c4bc460,304,limpiar pescado,3
e836708b-1876-46f2-b679-cbfc1fc34037,304,salir a compra para el negocio,4
8699efe8-1a49-4e88-8d85-ca5a0df04008,299,cocinar,1
17b0e09d-5a42-4731-8f3f-980f5e18fb39,304,limpiar,3
e034183e-224e-4158-8d8c-d9532ecd1312,304,cocinar,2
78a32968-9486-47f6-a2be-67c3181139d6,299,cocinar para la familia,2
4d161e3b-15e8-4dfa-a226-ac5bf577a295,304,cocinar,2
4d161e3b-15e8-4dfa-a226-ac5bf577a295,304,limpiar pescado,3
58612a95-cef7-4799-b97f-164e50e75ae7,299,cocinar,1
0c7bac40-7f72-4b7a-bb19-d4df5e79c27c,299,aseo del hogar,12
c17f3643-92cc-44fc-9b67-2ad92393540f,299,limpieza de pescado,1
693e5a39-757c-4732-819a-f08e7c274583,304,salgo a pasear ,3
75823ee0-9d52-4b3c-bd16-a3f054ee0f88,299,cocinar,1
49ee9258-0984-4df6-afea-78fa0793edf8,299,limpiar la pesca,2
4d94e645-7ebf-4f85-8c7e-5909b0eed788,315,venta de panes y limpiar pescado,4
b4935e0f-1d48-4a5b-802a-209dc6f1284d,310,limpiar pescado ,2
1fec892f-6aca-4489-bde9-21c000a034c3,309,cuidar a los niños,24
b8b2310d-63a4-478f-8369-da4101941e7a,309,limpieza del del pescado,2
079cd784-bf00-4aa6-b964-df31723b4ad5,309,limpieza de pescado,1
582305d6-71bd-4b1b-ad31-763e4cba73fd,309,limpiar pescado,1
db40913a-9b8c-450c-9f96-fc9e91621797,309,en casa,18
8e9f5110-408a-4131-9f10-eca5a1cf376d,,venta del pescado,11
7c51c777-1964-404f-be21-a484f33c2c02,,Cuidado de los niños,168
7c51c777-1964-404f-be21-a484f33c2c02,,Cocinar para la familia,21
741b627a-def3-451b-a8cd-ef68642aca4c,,cuidado de los niños,168
42d9483b-1fc5-4135-a932-1521ca515920,315,actividades del hogar,12
e29f3b86-550f-4d6c-bd5d-669488293a45,309,limpieza del hogar,6
47f51f6c-39e7-4d9d-93b2-d27c456f0221,309,limpieza del hogar ,4
d365e218-8a65-45f5-a9de-477989cada80,309,en el negocio,18
29b36beb-0283-4740-ad29-502beb1454e2,310,limpiar pescado,1
05d20131-b2bb-4e52-b55e-3be2e70e36ba,310,cocinar para la familia ,6
a172c220-ff5b-461c-891a-11531b81e5bc,,cuidado de los niños,168
0dbcf53c-20ee-4726-b000-71a22dfe262c,310,fileteado y secado de pescado ,4
62df97b5-9a38-4201-b80e-4ee5c59dfd69,369,venta de pan de coco ,14
43019780-e9fd-4c24-a7d1-e92e498d7e44,369,ama de casa ,24
4e267ff3-79d2-46b4-9057-a37216771422,,venta del pescado,24
76f01813-ebdd-4364-b048-2290cf6618ad,,cocinar para la familia,21
70ad9ef8-5bb5-44d0-b6ca-c8fb85573f47,,cuidado de los niños,168
7597359c-4dcd-400c-ac77-64175cc529ce,309,cocinar para la familia,6
8fe6a712-7247-44f7-ae05-31ec0be197da,309,limpieza del pescado,1
f89ce62b-262a-405e-9969-bd0f50e8c763,309,cuidar a los niños,24
009cb849-0b22-4aea-8f7d-d69ef8bccd7d,309,cuidado de los niños,24
b1932039-329f-49b3-b251-a372688479f5,309,cuidado de los niños,24
4914e99b-9701-40e9-b821-685df13a8e5a,309,cuidar a los niños,24
64715da7-3945-4afd-ac05-d3a6507439b4,309,trabajo asalariado municipalidad,8
1268e7c8-05d2-4c41-9933-61cc4d1bd84d,309,"limpiar, lavar, atender la casa",3
f9c4fed8-e6d8-4a5d-b6f2-90730a4e69bc,309,cocinar y asear ,3
a4841b1b-22fd-4987-82f9-ec013b4c21c0,,cuidado de los niños y cocinar para familia,24
3dd8f2c9-2f1e-450e-977f-cdd0bd1d1a26,,ir al monte ,6
3b449013-5765-44a4-81d0-3435eef553c5,303,Cocina en Hotel,12
1f7543b3-0d60-467f-9e04-2f59345a0213,304,limpiar pescado,1
4f73d2f5-de93-4b64-856d-815acce35b30,304,cocinar,4
c89353f4-d277-4e82-a748-030f01707725,304,limpiar pescado,2
c176cb36-a7c8-4975-a5fe-36f4fd7f5f6b,304,cocinar ,2
8ccb5b2b-8da9-449e-8874-594005a139f5,304,limpieza de la casa,2
0276ca26-61a8-44fc-8e53-34ade8054270,299,cocinar,2
dc0b2418-f183-402b-82c6-04652ad8bb82,299,cocinar para la familia,2
a3fdb2fb-9e23-4970-81cc-c44041dd4cea,299,limpiar los pescados,2
f3051c0f-cca9-454c-b8ea-fa7fa736b68c,299,venta de pan de coco,6
83b1759f-7099-4626-a01e-1d0c9d328882,299,cocinar,1
59905ee1-ae31-40a7-a840-67460c717764,315,cuidsdo de niños intercalado,14
ac9de74c-1dbb-4c74-8fe0-42b2c869faa6,369,cocinar para la familia ,48
763dd13f-1db6-4ff9-b3ec-de925527af37,310,cocinar,6
c65dc6bc-6281-4d2e-a636-6c26e3c9896c,309,cocinar para la familia,8
6fc37512-a0ab-4342-ba5e-6af189c500ac,309,venta de pescado,2
670624c3-f1d6-4583-833e-216a79f167ab,309,cocinar,2
c3eb9255-8e05-446f-bd54-8ff83e1c2e8c,,Cuidado de los niños,168
8e9f5110-408a-4131-9f10-eca5a1cf376d,,cocinar para la familia,21
0e2af838-306d-483f-ab67-8fdf2818bd59,,Cuidado de los niños,168
85e2ecdb-6f05-4502-8353-7e3f52c485a2,,cuidado de los niños,168
0c366e03-48f7-440d-b54c-6c03352a807b,309,limpieza del hogar,2
45f29de5-9a88-43ac-9427-5bceb328b60d,309,limpieza del hogar,2
06cea74a-c5d9-432d-b428-19baffc3513d,309,lavar,2
49d60c72-eff9-4e40-a9cd-de8e9e49ee7d,309,cuidar a los niños,24
09c76611-dac3-441b-bf5e-2c99bb2df57e,309,atender el negocio,18
15661eab-1061-46f7-83df-a311cdcd14b7,309,atender su negocio y su casa,18
0dbcf53c-20ee-4726-b000-71a22dfe262c,310,cuidado de los niños,4
d7e369fc-dd8e-43ac-af61-8a636ec759b4,369,ama de casa ,56
f9f29ed3-2f81-4a1b-97d5-72b89096c217,369,ama de casa ,24
ae591dd1-5d28-4d56-8ee8-6d09a0414e26,,venta del pescado,21
c3b2b96a-d715-48fd-8369-b451edfb822f,310,cocinar limpiar hace casabe y dueño de un negocio,7
bc7de5e3-23ff-4d5b-934c-326224627b6b,310,aseo domestico,4
0dc7e155-21f8-4217-bea5-e06fa88dc970,309,limpieza del pescado,2
b5c8d969-249b-4965-b264-ddf7b68fbad5,309,limpieza del pescado,1
4947eeff-5465-424e-ae99-8a669204ff26,309,cuidado de los niños,24
4253998e-e241-4439-814f-57a9c9b40368,309,limpieza del pescado,1
b3c574be-43f4-4edc-a360-8bd6c94f0b0e,,venta del pescado,23
b1dcf47d-8bcc-45aa-94aa-1a953553b58f,,cocinar para su esposo,22
4914e99b-9701-40e9-b821-685df13a8e5a,309,cocinar para la familia,6
4a4564cc-d64f-4838-bacd-545490314e88,309,lavar y limpiar la casa,3
1268e7c8-05d2-4c41-9933-61cc4d1bd84d,309,dormir,1
c1d05150-560c-485b-954a-7ca3512dec91,309,limpiar el pescado,2
fa7cb6df-4986-47a9-a023-296c14072e60,310,agricultura aseo doméstico y vender diaria,8
51c85a86-bc6e-4b67-91f4-5b43cdce4e5b,309,cocinar,1
d4343e74-d546-4822-9155-1bc8688c5a5c,315,trabajo de cocinera,10
8a45419e-8abe-4d09-899c-f2f4b642ac14,303,limpieza del hogar,4
d2cdc55a-0d2b-45c4-bb43-93335953eac1,303,limpieza de la casa,2
d262cc65-ff81-4e24-a479-882ba6c271f8,303,limpieza de la casa,2
61725a5f-b746-407f-a70a-8d960d388fd2,304,cuidado de los niños,5
a6a30aaa-7d5e-4dae-9ea8-8d23da24f4b1,304,cocinar,1
a3716149-9c17-479d-b77c-3d8ad6e0ee5d,304,venta de comida,8
a07160f8-3eb6-40bd-96fe-77cee3a89024,304,cocinar,2
c67bb50d-6a3e-4741-963b-bbbfd2622f10,299,limpiar mi hogar,3
a8bc5b40-4de2-4af3-8503-a92bd72d6138,304,cocinar,2
6bd6e203-284e-4a70-be57-5de3e0dfb2e0,304,cocinar,2
b34c71c2-908c-419b-95f1-72743d075b7e,299,cocinar,1
449a70ac-0d6f-425b-8a02-b77d41781872,299,cocinar,1
d234b290-d5b3-413a-aa07-a2c28a60ed14,299,limpieza de la casa,2
eeb15878-a865-404a-88d4-ccb2e365f22e,,cuidado de los niños,168
eeb15878-a865-404a-88d4-ccb2e365f22e,,Limpiar el pescado,84
1a7c8d1e-3299-4613-9310-c218233dc4e7,,venta de pescado,55
e8c80d5c-2d2b-45fc-90bf-e46a242f12fa,,venta del pescado,14
052ecb81-d41e-40c0-a38d-ca7bb7fc6e00,309,cuidar a los niños,24
052ecb81-d41e-40c0-a38d-ca7bb7fc6e00,309,limpiar los peces,2
205c95bd-b841-4f6b-a549-9b28c41f1a06,309,limpiar pescado,2
6fc37512-a0ab-4342-ba5e-6af189c500ac,309,cuidado de los niños,24
6fc37512-a0ab-4342-ba5e-6af189c500ac,309,limpieza de la casa,24
670624c3-f1d6-4583-833e-216a79f167ab,309,lavar,2
379f1336-6743-425c-9307-c32b4f6907ac,309,trabajar ,8
2f739b82-de8e-4de0-a085-d090a2434e9f,,Venta del pescado,14
ceb314cc-5ae7-4afb-94a7-faaa3a5bdc84,310,cuidado de los niños,6
42d9483b-1fc5-4135-a932-1521ca515920,315,venta ,8
45f29de5-9a88-43ac-9427-5bceb328b60d,309,cuidado de los niños,24
53176cbf-b903-4dee-9705-b872d19fbd15,309,cuidar a los niños,24
0dbcf53c-20ee-4726-b000-71a22dfe262c,310,cocinar para la familia ,3
ae591dd1-5d28-4d56-8ee8-6d09a0414e26,,cuidado de los niños,168
c7185d6f-9fa9-48c5-a120-aa195a66d21d,310,todo los dias,4
4a145747-8d2a-45c8-b634-6ba42480a77d,309,limpieza del hogar,4
80094a40-b243-41bd-acf8-0a9cdc8e5ec9,309,cuidar a los niños,20
80094a40-b243-41bd-acf8-0a9cdc8e5ec9,309,limpiar el pescado,1
f4bd1b7c-8876-454a-84e6-fab51facbe33,309,cocinar para la,6
f4bd1b7c-8876-454a-84e6-fab51facbe33,309,limpiar el pescado,1
52030297-483d-4ec4-aaff-7021a58e8744,309,venta del pescado,12
342d97a4-5f2b-42a2-bfae-704ec4a3f8c2,309,cocinar,1
342d97a4-5f2b-42a2-bfae-704ec4a3f8c2,309,platicar con las amigas,2
4a4564cc-d64f-4838-bacd-545490314e88,309,peinar,7
14dfc5a6-03ac-423b-a979-77b4faf6177a,309,atención a la niña,20
50717df4-6959-44a3-b671-e6176d4c7f37,,venta del pescado,24
28fe763e-8a93-44db-ba68-09a6820650a2,309,levantar y alistar a la hija ,2
883438ff-7e39-4452-b0d4-a0fefd484fcc,,cuidado de los niños y cocinar para la familia,24
8aef7bf2-d3c7-4044-8075-efc4befdabfe,309,cocinar,1
8aef7bf2-d3c7-4044-8075-efc4befdabfe,309,cuidar anciano,12
df8b4fe9-bae4-4565-b784-b21e5a909cb4,315,trabajo de dependienta,8
6f5d4208-0046-47b9-a6f1-70c7658b52b6,315,cuidado de los niños y cocinar ,12
c7946529-1966-4a60-af25-33a0686553f0,315,venta del pescado,4
9b32b746-be8f-4942-9343-10da85f566dc,,cultivar ,3
cee95a24-03bb-489a-909c-9cad8a2d256e,,cuidado de los niños,6
8038cbff-45b6-4a8e-a101-651ae8c422f5,303,trabajo en fabrica de mariscos,40
13460c99-67b8-4b63-99a8-8ec5fea80464,303,limpieza,20
9e652c53-0131-48a1-b944-f74bceaeee1c,303,limpieza ,1
60af478c-4b07-4b6f-94de-32c32cc2c0f6,304,limpiar pescado,2
0c0270f5-9c3a-49d1-a003-cd7b3c0d644c,304,limpiar pescado,1
edebded8-f1ed-4656-a49e-8996dafbe16e,304,limpiar pecado,3
c176cb36-a7c8-4975-a5fe-36f4fd7f5f6b,304,limpiar pescado,3
53df46d0-5ebb-461f-974d-b6a1650189ff,299,limpiar pescado,2
7ef18ca8-d26d-4e71-ba6c-f04cde1fe856,299,cocina,2
efeda342-9607-468e-91c0-24e0e974fcc0,304,cocinar,2
f631738b-54e9-48b0-958c-41744b2fb662,304,cocinar para la familia,2
a18c9689-f7fa-4c8b-ae55-8b76e0a278df,299,cocinar,1
f7e7313b-4f59-4cd9-a325-733f77c74f74,299,asear la casa,2
fc60a00a-6ac8-4a37-a269-aab7637165f5,299,cocinar para la familia,3
ebb777f8-489e-4eb5-9375-7484cd2916d4,299,Limpiar pescado,3
04494113-a207-477e-be17-5a505e508b54,299,aseo del hogar,2
63b4d63f-3c8b-437f-8db4-4d8f199265b4,315,limpiar el pescado,3
ffa676fe-85ef-4f56-8d39-4f4018ae67b0,309,cocinar para la familia,8
bad9296d-47d5-41be-ac07-d3e561818f5d,,cuidar a los niños y cocinar para la familia,24
6be59220-793d-4ae7-a089-b1d3aac6ae3f,315,"limpiar, cocinar y cuidaddos",10
9c53f83d-7938-4857-9418-190d7c4e26f7,309,limpieza ,6
b5a48c35-74d3-457b-b453-e745b02f6069,,venta del pescado,10
228688bc-77c9-4a73-a699-9da6c2e44629,369,limpieza domestica ,36
addb1d3d-75f8-403b-8267-a0040b3c6e9e,369,casa de habitacion ,50
2f739b82-de8e-4de0-a085-d090a2434e9f,,Cuidado de los niños,168
ceb314cc-5ae7-4afb-94a7-faaa3a5bdc84,310,cocinar para la familia,4
85e2ecdb-6f05-4502-8353-7e3f52c485a2,,cocinar para la familia,15
6cd6ce1b-0928-45e9-b8f0-5ea8c264645d,310,limpiar pescado ,1
0c366e03-48f7-440d-b54c-6c03352a807b,309,cocinar para la familia,6
53176cbf-b903-4dee-9705-b872d19fbd15,309,limpiar el pescado,1
8f8d1ce9-031e-4576-a9c5-869f62a0e76e,309,limpiar pescado,1
8f8d1ce9-031e-4576-a9c5-869f62a0e76e,309,limpiar la casa,3
8744c271-f057-41f1-841e-1bea08e4f327,309,limpieza del hogar,4
8744c271-f057-41f1-841e-1bea08e4f327,309,lavado de la ropa,2
57b5e86e-8772-4762-b5a8-bab4df2559c1,309,lavar,4
cad36789-ca9b-4bbf-a190-d1f1cb5ce91f,315,toda la semana,3
127072b3-347b-4502-a3c9-7b6d4b9c2ce8,,cuidar a los niños y cocinar para la  familia,24
0fe8e004-a7e1-4688-9caf-2535d6baddd3,310,hacer trabajos magistrales,3
86825a27-e0d0-4b6e-886a-21f35731618d,310,cuidado de los niños,7
86825a27-e0d0-4b6e-886a-21f35731618d,310,limpiar pescado,2
251c21d2-5e29-46b8-a12b-06cbd404a6c2,369,seciones de sicologia y cable  ,72
0dc7e155-21f8-4217-bea5-e06fa88dc970,309,cocinar para la familia,6
574065c7-67b7-4d15-8551-c39077f88f26,309,cocinar para la familia,6
8fe6a712-7247-44f7-ae05-31ec0be197da,309,cocinar para la familia,6
c808097b-eaeb-48e9-ab9e-8fc36b8cfbf2,309,cocinar para la familia,6
c808097b-eaeb-48e9-ab9e-8fc36b8cfbf2,309,limpieza del hogar,4
d626e861-9ac2-4b9c-9a93-c5698d0e018f,309,cuidado de los niños,24
e417e8e6-0e6e-4bef-8a19-a997865159da,309,cocinar para la familia,6
f4bd1b7c-8876-454a-84e6-fab51facbe33,309,cuidado de los niños,24
9b324bc0-925d-4cad-9e04-300a7c484712,309,cuidar a los niños,24
342d97a4-5f2b-42a2-bfae-704ec4a3f8c2,309,lavar ,2
64715da7-3945-4afd-ac05-d3a6507439b4,309,limpiar su hogar,3
d5481ccd-91fd-4eac-8f41-7ed8c3cc5fcd,309,atender a su hija,10
f457cf27-de34-459e-990e-7a3ca23c8169,309,cocinar para la familia,5
863045a7-4fe5-4802-ba0f-b69d9337905d,309,trabajar,12
fa5495aa-9342-45e5-a066-790125e3f70d,315,"limpiar , cocinar ",5
6f5d4208-0046-47b9-a6f1-70c7658b52b6,315,preparar artes de pesca,3
00488293-2811-43c6-9e96-b2850be05f64,,cocinar,4
027a6ca4-cbff-4e85-aa16-0fa918c0df51,,"cocinar , limpiat y cuidados de los niños",14
0d0f5401-d0d3-4c0c-9e71-728c40da4ed5,309,cocinar,2
128c6707-ca02-4bff-af94-223f6ab6837e,304,limpiar pescado ,2
cea75126-b3d2-4ec3-be85-296db0b7fd4f,304,limpiar pescado ,1
8bc75731-effd-4dd6-8e71-5153e7deca8e,304,limpiar pescado,3
7a49c2a7-11dd-448d-be26-f1d84cf3272b,304,cocinar,2
53df46d0-5ebb-461f-974d-b6a1650189ff,299,cocinar,1
f24e1019-2c9f-484e-a276-e7ac36611a46,304,limpiar pescado,2
b82800e1-921e-429a-b3ee-62641067e2dc,304,cocinar,2
b82800e1-921e-429a-b3ee-62641067e2dc,304,limpiar,2
80514b11-cb4f-4bdf-b33d-1f2caa401ed7,299,cuidado de los niños,2
5736b00f-d476-4a0e-ac7a-f4b9136b92c1,299,vender la pesca,6
75823ee0-9d52-4b3c-bd16-a3f054ee0f88,299,limpiar,1
eeb15878-a865-404a-88d4-ccb2e365f22e,,cocinar para la familia,245
59905ee1-ae31-40a7-a840-67460c717764,315,cocinar,3
e8c80d5c-2d2b-45fc-90bf-e46a242f12fa,,Cuidado de los niños,160
763dd13f-1db6-4ff9-b3ec-de925527af37,310,cuidado de los niños ,6
52c76110-5a00-4cbf-a345-74c574daeb86,309,cocinar para la familia ,8
4a471499-248b-47c8-92f4-b2e9d52d7694,315,"cocinar, limpiar, cuidado de niños.",14
67be0c67-2fbd-46d1-bfee-4696eeffde13,309,"limpieza del pescado ,cocinar y cuidar los niños",20
53ba94c4-ae13-409b-9028-fd4bf28b6d82,369,ama de casa,24
5cd9dd91-12cd-4031-aedc-5c8691b7cf73,369,limpiar casas ,48
c009d3c1-35fe-412d-ba21-11632b8c76c6,,venta del pescado,14
e21f2a75-7662-488f-9cf2-844588fce048,,Cocinar para la familia,21
7c51c777-1964-404f-be21-a484f33c2c02,,venta del pescado,22
c2978fa2-7b54-4c5b-865c-997df5aa2f03,,cocinar y limpiar p,12
a192d105-4a82-41a2-96fa-c8faf61e72bc,309,limpieza del pescado,2
